status,algorithm,family,space_name,params_json,n_clusters,n_noise,noise_fraction,n_clustered,min_cluster_size,max_cluster_size,median_cluster_size,cluster_size_entropy,imbalance_ratio,silhouette,calinski_harabasz,davies_bouldin,experiment_id,pass_k,pass_min_cluster,pass_noise,pass_silhouette,pass_max_cluster_fraction,pass_all_filters,k_penalty,sil_norm,db_norm,ch_norm,noise_norm,S_struct,hrv_var_reduction,hrv_iqr_compactness,S_hrv_intra_raw,S_hrv_rel_raw,E_ext_raw,D_dom_raw,S_desc_raw,hrv_intra_norm,hrv_rel_norm,desc_norm,struct_norm,S_primary,is_topk
ok,optics,density-based,umap_hrv_log_nn10_md01,"{""min_cluster_size"": 0.1, ""min_samples"": 20, ""xi"": 0.01}",4,237,0.4471698113207547,293,55.0,84.0,77.0,1.9825273513341812,1.5272727272727271,0.7531798481941223,2920.489562670045,0.3742875135936311,8670,True,True,True,True,True,True,1,0.9005284068038734,0.9738104425267995,0.30090101812901804,0.10566037735849065,0.5378363485395745,0.2712999722326476,0.2425203171247012,0.25978811018946907,0.9382415082073786,0.042000158597587496,0.7859582561423314,-0.20638736582438816,0.6177665490424169,0.862194864945494,0.11900463998152794,0.686183712777163,0.584004121344541,False
ok,optics,density-based,umap_hrv_log_nn30_md03,"{""min_cluster_size"": 0.05, ""min_samples"": 5, ""xi"": 0.05}",8,233,0.439622641509434,297,26.0,48.0,35.5,2.957912131803981,1.8461538461538465,0.6544950008392334,2351.0712397017896,0.4460932284904604,13091,True,True,True,True,True,True,0,0.7823583015740211,0.9582042851487453,0.2417588955138694,0.12075471698113205,0.5777641508230549,0.4202945227817049,0.3693550413748717,0.3999187302189716,0.6382876382876382,0.058728532620676586,0.5677875590123737,-0.12922629486923848,0.8914971079323954,0.19289122176050788,0.24279347182891958,0.7375013568903834,0.5835362657168197,False
ok,optics,density-based,umap_hrv_log_nn10_md00,"{""min_cluster_size"": 0.05, ""min_samples"": 20, ""xi"": 0.1}",7,210,0.3962264150943396,320,26.0,84.0,40.0,2.6999136626174,3.230769230769231,0.6910823583602905,5144.289615262546,0.3704470841770332,8042,True,True,True,True,True,True,0,0.8261698086516713,0.9746451162844642,0.5318740129852654,0.20754716981132082,0.6748988296503066,0.40748217658034835,0.06372465746346699,0.2699791689335958,0.8102678571428571,0.04382949161336618,0.732218812097552,-0.18898499949990927,0.6376737199742453,0.5766401864474737,0.14692310420216814,0.8623447640911661,0.5834846511437057,False
ok,optics,density-based,umap_hrv_log_nn15_md00,"{""min_cluster_size"": 0.05, ""min_samples"": 20, ""xi"": 0.1}",7,140,0.2641509433962264,390,26.0,92.0,53.0,2.684117821682133,3.5384615384615383,0.6440528035163879,5901.495167905893,0.4293782263147539,9950,True,True,True,True,True,True,0,0.7698542992925564,0.9618371012122494,0.6105204875241622,0.4716981132075472,0.6842151626574874,0.367576848879693,0.00776137326998505,0.22365065863580982,0.8529914529914531,0.04857257228813727,0.6462746293834227,-0.15988158821333073,0.5471758044317095,0.6719717064544652,0.19361345260381008,0.874318682873582,0.5832082340811489,False
ok,optics,density-based,umap_hrv_log_nn10_md01,"{""min_cluster_size"": 0.1, ""min_samples"": 5, ""xi"": 0.1}",4,234,0.4415094339622641,296,55.0,92.0,74.5,1.9762239644222293,1.6727272727272726,0.7466163635253906,2800.5032050963173,0.376877478208852,8643,True,True,True,True,True,True,1,0.8926689664260683,0.9732475431051197,0.28843874288157034,0.11698113207547178,0.532367143504826,0.31271155662583494,0.24990713441482518,0.287589787741431,0.917953667953668,0.0423381384484649,0.8937289195095154,-0.23848197893892917,0.672074228069137,0.81692548603134,0.06751553262644328,0.6791543572528399,0.5819027728689645,False
ok,optics,density-based,umap_hrv_log_nn30_md01,"{""min_cluster_size"": 0.05, ""min_samples"": 20, ""xi"": 0.1}",5,219,0.4132075471698113,311,29.0,111.0,60.0,2.1719594119327037,3.827586206896552,0.7743776440620422,3743.500086005732,0.3145248488667413,12494,True,True,True,True,True,True,0,0.9259116934531881,0.9867991795987691,0.38638226683725546,0.17358490566037743,0.6753836585805792,0.31597334011720246,0.10477247787938745,0.23149299522207645,0.8638799571275456,0.03778580140030218,0.7502166552445868,-0.1986149355931645,0.5624949914609979,0.6962678273515603,0.13147388188069464,0.8629678957707633,0.5781635628004911,False
ok,optics,density-based,umap_integrated_nn10_md03,"{""min_cluster_size"": 0.1, ""min_samples"": 5, ""xi"": 0.01}",5,246,0.4641509433962264,284,53.0,64.0,54.0,2.317574834163001,1.2075471698113207,0.4444971680641174,432.72366005786654,0.7700902718425302,14994,True,True,True,True,True,True,0,0.5308965355357622,0.8877872040592861,0.04251144737704566,0.07169811320754715,0.4163627161599413,0.15675782073801228,0.1585675495343697,0.15748171225655525,0.9508718980549966,0.21067075470718635,0.16860129240881938,0.09688914057238462,0.4179216651883304,0.8903777516744409,0.605548488957343,0.5300583996096678,0.5779724308446894,False
ok,optics,density-based,umap_hrv_log_nn30_md03,"{""min_cluster_size"": 0.03, ""min_samples"": 15, ""xi"": 0.05}",10,222,0.4188679245283019,308,15.0,62.0,26.5,3.1786920030441017,4.133333333333334,0.581580638885498,2159.710284984329,0.4984182609283017,13114,True,True,True,True,True,True,1,0.6950470470522946,0.9468320330625427,0.2218833618488192,0.1622641509433962,0.44090012439644055,0.4715257726725723,0.20287165950324407,0.364064127404841,0.7965367965367965,0.05178907207765707,0.632094354393631,-0.15337595586372937,0.8214588788499588,0.5460013122402858,0.20405038173163223,0.5615953716273452,0.5779197892987056,False
ok,optics,density-based,umap_hrv_log_nn30_md01,"{""min_cluster_size"": 0.05, ""min_samples"": 15, ""xi"": 0.1}",6,252,0.4754716981132075,278,27.0,72.0,44.0,2.4952594504820103,2.6666666666666665,0.6989868879318237,2884.4581665214246,0.3794019909659966,12482,True,True,True,True,True,True,0,0.8356350823618433,0.9726988689021331,0.297158649534505,0.049056603773585006,0.6110244320695905,0.344373530272226,0.10167407125531223,0.2472937466654605,0.8257965056526207,0.04251591650681253,0.48715511825384417,-0.11638539392138447,0.5933601123215818,0.6112901178656112,0.2633940170070296,0.7802494967453416,0.5776752404734172,False
ok,optics,density-based,umap_hrv_log_nn15_md00,"{""min_cluster_size"": 0.1, ""min_samples"": 20, ""xi"": 0.1}",5,155,0.2924528301886792,375,53.0,92.0,85.0,2.2838191464178177,1.7358490566037736,0.7404431700706482,5388.860797034041,0.3922601555907071,9951,True,True,True,True,True,True,0,0.885276880004454,0.9699042927181277,0.5572761790853329,0.41509433962264164,0.7108919575694626,0.3386028194577958,-0.02783742747706275,0.19202672068385238,0.9090793650793652,0.037804516774640286,0.8121207831117555,-0.21717307319127846,0.4854017381493451,0.7971237636995459,0.1017012239056777,0.9086053249896325,0.5768069371207236,False
ok,optics,density-based,umap_hrv_log_nn30_md00,"{""min_cluster_size"": 0.05, ""min_samples"": 5, ""xi"": 0.05}",9,148,0.2792452830188679,382,26.0,71.0,43.0,3.086574931792013,2.730769230769231,0.6369771957397461,5303.52856514432,0.4790421437470576,11819,True,True,True,True,True,True,1,0.7613816174377215,0.9510432122777429,0.5484132234727727,0.44150943396226416,0.5609753073528319,0.3924576273528033,0.3236815264191498,0.3649471869793419,0.7034405385190726,0.05305523149758148,0.623690030357843,-0.14996834705904585,0.8231838436778487,0.33827048791445025,0.209517178758981,0.7159233123949584,0.5766527067206729,False
ok,optics,density-based,umap_hrv_log_nn15_md01,"{""min_cluster_size"": 0.1, ""min_samples"": 10, ""xi"": 0.1}",4,247,0.4660377358490566,283,53.0,89.0,70.5,1.9611594277972908,1.679245283018868,0.78546142578125,3353.53980149343,0.3070903954733323,10563,True,True,True,True,True,True,1,0.9391839605459599,0.9884149736876386,0.34587939218186686,0.06792452830188678,0.5651049527579386,0.3554775708578101,0.12656547253225034,0.2639127315275862,0.8815413091031465,0.04356133768571439,0.7274054970928882,-0.18772871274786637,0.6258235668723147,0.7356765778504453,0.14893855406018192,0.7212309842700204,0.5762690208549406,False
ok,optics,density-based,umap_integrated_nn15_md00,"{""min_cluster_size"": 0.1, ""min_samples"": 15, ""xi"": 0.03}",5,233,0.439622641509434,297,54.0,63.0,61.0,2.319563430766979,1.1666666666666667,0.6554632782936096,1219.2064256710455,0.4831122966939453,15657,True,True,True,True,True,True,0,0.7835177647716877,0.9501586107173636,0.1241987733417723,0.12075471698113205,0.5463662300697995,0.11353310787068463,0.11574683164348076,0.11441859737980309,0.8108064774731442,0.4125499044240448,0.15620457334705137,0.24192356109271593,0.3338023592131268,0.5778420397506203,0.8382259423886315,0.6971468362065014,0.5743311312040701,False
ok,optics,density-based,umap_integrated_nn15_md00,"{""min_cluster_size"": 0.1, ""min_samples"": 15, ""xi"": 0.01}",6,171,0.3226415094339622,359,54.0,64.0,60.0,2.5829627252524467,1.1851851851851851,0.5863504409790039,965.3559627287732,0.583877574711506,15654,True,True,True,True,True,True,0,0.7007586434161028,0.9282584208892297,0.09783282303834116,0.3547169811320756,0.5159371062785939,0.10962127476963736,0.10897421488506091,0.10936245081580678,0.8424194190210904,0.40012930469285385,0.1440981071001982,0.23686108115493823,0.3239257039574734,0.6483817429239647,0.83010425006385,0.6580374724026166,0.5735805630833328,False
ok,optics,density-based,umap_hrv_log_nn10_md01,"{""min_cluster_size"": 0.1, ""min_samples"": 15, ""xi"": 0.03}",4,239,0.4509433962264151,291,55.0,84.0,76.0,1.9818191797613447,1.5272727272727271,0.7519607543945312,2900.3874137418848,0.3771176050542348,8661,True,True,True,True,True,True,1,0.8990686037394305,0.9731953542599125,0.2988131264880539,0.09811320754716979,0.5362415595861464,0.2679508094858736,0.24635028541947213,0.259310599859313,0.926035018818524,0.040292385819486735,0.8288345757893227,-0.22044570266315608,0.6168337823885488,0.8349578507317905,0.09645097304240818,0.6841339928510156,0.5732070868035857,False
ok,optics,density-based,umap_hrv_log_nn10_md01,"{""min_cluster_size"": 0.1, ""min_samples"": 15, ""xi"": 0.01}",4,238,0.4490566037735849,292,55.0,84.0,76.5,1.9819755928020268,1.5272727272727271,0.7517799139022827,2906.083304451011,0.3768346894257643,8658,True,True,True,True,True,True,1,0.8988520564115315,0.9732568427616142,0.299404725060024,0.10188679245283017,0.5365207934601678,0.26863158765563994,0.2410335668176826,0.257592379320457,0.9256360078277887,0.040780819666941415,0.8216302711947338,-0.21794250759156114,0.6134774176746962,0.8340675154617658,0.10046682702114568,0.6844928812383516,0.5727471849923139,False
ok,optics,density-based,umap_integrated_nn15_md01,"{""min_cluster_size"": 0.1, ""min_samples"": 15, ""xi"": 0.01}",5,193,0.3641509433962264,337,57.0,96.0,62.0,2.2916643980925264,1.6842105263157894,0.5486719012260437,649.9626165671948,0.6216903141563761,16290,True,True,True,True,True,True,0,0.6556405008961823,0.9200402510190477,0.06507477645238682,0.2716981132075472,0.4853398503928522,0.11961797105638745,0.1266097247301817,0.12241467252590515,0.8524798643493006,0.38268284927561297,0.16405533191498686,0.21866139491843298,0.3494218584932125,0.6708301704506245,0.8009066524758699,0.6187120149873138,0.5713230188047518,False
ok,optics,density-based,umap_hrv_log_nn30_md00,"{""min_cluster_size"": 0.05, ""min_samples"": 15, ""xi"": 0.1}",7,210,0.3962264150943396,320,26.0,73.0,47.0,2.7132025450326798,2.8076923076923075,0.7275649905204773,5454.632433510248,0.370696904785941,11846,True,True,True,True,True,True,0,0.8698559124151757,0.9745908206097467,0.5641074910262585,0.20754716981132082,0.6982310467753662,0.3506479451140802,0.1453057789880789,0.2685110786636797,0.762797619047619,0.0451118180072761,0.7143008967918729,-0.1827119964324686,0.6348059586669701,0.47071722133119476,0.15698682820549292,0.8923327510656355,0.570806083207186,False
ok,optics,density-based,umap_hrv_log_nn30_md01,"{""min_cluster_size"": 0.05, ""min_samples"": 15, ""xi"": 0.05}",7,214,0.4037735849056604,316,27.0,72.0,41.0,2.7272002804607958,2.6666666666666665,0.6872525811195374,3559.410195773736,0.4075666526893443,12479,True,True,True,True,True,True,0,0.8215838444263918,0.9665775992513016,0.3672619357534998,0.1924528301886792,0.6289657507724364,0.3547169105227471,0.1251263143224473,0.2628806720426272,0.8141952983725136,0.04859792155732918,0.6927128690116419,-0.17379531561336214,0.6238075462512251,0.5854037030645702,0.1712917813235596,0.8033087726247818,0.5704989312217502,False
ok,optics,density-based,umap_hrv_log_nn10_md01,"{""min_cluster_size"": 0.05, ""min_samples"": 5, ""xi"": 0.1}",7,229,0.4320754716981132,301,26.0,71.0,37.0,2.71588588682878,2.730769230769231,0.6346997022628784,2612.5684693051635,0.455886200132159,8642,True,True,True,True,True,True,0,0.758654434379375,0.9560758938799062,0.2689190703675799,0.13584905660377355,0.5763740406188366,0.38784785591640275,0.11487997751558272,0.2786607045560747,0.840531561461794,0.04878575684549145,0.7694144037039873,-0.19667429131935216,0.6546321948419374,0.6441692620428563,0.1345872405305013,0.7357147025628613,0.568801244350065,False
ok,optics,density-based,umap_hrv_log_nn30_md00,"{""min_cluster_size"": 0.05, ""min_samples"": 10, ""xi"": 0.05}",9,177,0.3339622641509434,353,28.0,55.0,35.0,3.1248596313916552,1.9642857142857144,0.6753376722335815,6825.221424055887,0.4385784172098496,11831,True,True,True,True,True,True,1,0.8073163446572111,0.9598375441126049,0.7064624853497236,0.33207547169811324,0.6137313787861419,0.3777767666771047,0.3453370863447852,0.36480089454417686,0.669769324160259,0.048405256305238925,0.717826532347064,-0.18146428029045195,0.8228980766554044,0.26313804689328046,0.1589885283087374,0.7837286295873441,0.5683717992666311,False
ok,optics,density-based,umap_hrv_log_nn30_md03,"{""min_cluster_size"": 0.05, ""min_samples"": 20, ""xi"": 0.01}",8,210,0.3962264150943396,320,26.0,59.0,38.0,2.931302414953931,2.269230769230769,0.5972013473510742,2005.317604154948,0.5273831813808161,13121,True,True,True,True,True,True,0,0.7137520540783863,0.9405368362571876,0.2058475047431078,0.20754716981132082,0.5438135044809345,0.42783177925718785,0.35930158950176666,0.4004197033550194,0.6598214285714287,0.04560800752696559,0.6919353799344656,-0.17565500871146378,0.8924757067317894,0.24094075781876523,0.16830829193753916,0.6938659177537899,0.5676827867458345,False
ok,optics,density-based,umap_hrv_log_nn30_md01,"{""min_cluster_size"": 0.05, ""min_samples"": 5, ""xi"": 0.03}",10,183,0.3452830188679245,347,26.0,47.0,32.5,3.290849880709465,1.807692307692308,0.6396090388298035,4772.296823837347,0.5249173108884169,12452,True,True,True,True,True,True,1,0.7645331162061403,0.9410727652293256,0.4932373158594388,0.309433962264151,0.538689447319014,0.40125435748398797,0.36141121649738656,0.38531710108934736,0.6550020584602717,0.062198103482173715,0.5911413657217203,-0.13380373727899447,0.8629743475141889,0.23018703100698157,0.2354499209717553,0.687280167303908,0.5669884538516905,False
ok,optics,density-based,umap_hrv_log_nn30_md00,"{""min_cluster_size"": 0.05, ""min_samples"": 10, ""xi"": 0.03}",9,176,0.3320754716981132,354,28.0,55.0,35.0,3.1242991095923225,1.9642857142857144,0.6743642687797546,6820.194919838026,0.4390775586360568,11828,True,True,True,True,True,True,1,0.806150743334891,0.959729061387205,0.705940412004369,0.3358490566037736,0.6133490344146543,0.37775665181264134,0.34283411502006944,0.36378763709561257,0.6696260425073985,0.047826759411834875,0.7282993970364474,-0.1850110875226498,0.8209187838524712,0.26281833462456805,0.153298416460538,0.7832372173066132,0.5663542288920395,False
ok,optics,density-based,umap_integrated_nn10_md00,"{""min_cluster_size"": 0.1, ""min_samples"": 5, ""xi"": 0.03}",4,235,0.4433962264150943,295,56.0,109.0,65.0,1.947446457030187,1.9464285714285716,0.5841629505157471,630.1997344362508,0.5570587539364903,13725,True,True,True,True,True,True,1,0.6981392344069086,0.934087187280736,0.06302212245255727,0.1132075471698114,0.3959907961982686,0.13827902901038605,0.16414787213680565,0.14862656626095389,0.9252623083131558,0.2538378162202791,0.14141542366467574,0.13526184425479265,0.40062406055403993,0.8332336590868934,0.6671094821482284,0.5038751669069587,0.5662558411676779,False
