cluster,t2m_pre_mean_rr,t2m_pre_mean_hr,t2m_pre_sdnn,t2m_pre_rmssd,t2m_pre_hf,t2m_pre_lf,t2m_pre_vlf
0,-1.0,1.0,-6.120833333333334,-1.8837209302325573,-1.0,-1.0,-1.0833333333333333
1,3.3333333333333335,-2.0,1.0,1.0,1.5511811023622046,1.4,1.0
2,0.0,0.0,0.0,0.30232558139534893,0.0,0.0,0.0
3,-2.2222222222222223,2.0,-0.625,-1.0,-0.3937007874015748,-0.41818181818181815,-0.2916666666666667
4,0.6666666666666666,-1.0,1.8333333333333333,0.0,13.141732283464567,27.89090909090909,30.5
