cluster,variable,n,mean,std,median,q1,q3,min,max,iqr
0,t2m_pre_mean_rr,131,825.1541984732825,154.7448054351431,842.0,739.0,924.0,68.0,1187.0,185.0
1,t2m_pre_mean_rr,71,861.6422535211267,168.59233982087588,881.0,808.5,942.5,85.8,1140.0,134.0
2,t2m_pre_mean_rr,138,853.9710144927536,164.48122125765164,851.0,783.25,955.0,92.0,1203.0,171.75
3,t2m_pre_mean_rr,124,841.3064516129032,146.116290551541,831.0,771.5,928.25,100.0,1296.0,156.75
4,t2m_pre_mean_rr,66,840.439393939394,179.32532780807404,857.0,774.5,961.75,105.0,1097.0,187.25
0,t2m_pre_mean_hr,130,73.62307692307692,11.856549156521627,71.0,65.0,81.0,51.0,104.0,16.0
1,t2m_pre_mean_hr,71,68.90140845070422,8.492273681037476,68.0,64.0,73.0,53.0,100.0,9.0
2,t2m_pre_mean_hr,138,70.39855072463769,10.359621118027777,70.0,63.0,75.75,50.0,104.0,12.75
3,t2m_pre_mean_hr,124,72.45967741935483,11.944586958897865,72.0,64.75,77.25,46.0,128.0,12.5
4,t2m_pre_mean_hr,66,69.31818181818181,13.15956404574733,69.0,61.25,76.5,10.0,115.0,15.25
0,t2m_pre_sdnn,131,28.576335877862597,31.416239877003033,15.1,10.2,21.25,4.8,159.0,11.05
1,t2m_pre_sdnn,70,188.05714285714285,62.49681399747002,186.0,148.0,230.75,29.0,436.0,82.75
2,t2m_pre_sdnn,135,160.59037037037038,72.9985993262415,162.0,116.0,205.0,9.4,339.0,89.0
3,t2m_pre_sdnn,120,156.1,76.99475044857705,147.0,106.0,191.0,34.0,610.0,85.0
4,t2m_pre_sdnn,63,209.9190476190476,107.54301593547441,206.0,152.5,281.0,17.0,626.0,128.5
0,t2m_pre_rmssd,131,10.972519083969466,5.31973182428638,10.3,6.300000000000001,14.55,2.9,23.8,8.25
1,t2m_pre_rmssd,71,17.646478873239438,8.07024218057418,16.5,12.6,22.35,0.5,35.9,9.750000000000002
2,t2m_pre_rmssd,137,15.929927007299272,7.290509190676518,15.0,11.6,19.2,1.2,70.0,7.6
3,t2m_pre_rmssd,123,15.868292682926828,12.213311181329788,12.2,9.7,17.85,3.5,71.6,8.150000000000002
4,t2m_pre_rmssd,60,16.536666666666665,8.821794403474563,14.35,12.1,18.675,1.2,59.4,6.575000000000001
0,t2m_pre_hf,131,128.50381679389312,241.82722293933494,32.0,11.5,102.0,1.0,1582.0,90.5
1,t2m_pre_hf,71,319.4507042253521,495.25037791093666,194.0,97.5,317.0,16.0,2645.0,219.5
2,t2m_pre_hf,138,211.55797101449275,383.8286193388793,95.5,52.0,177.0,4.0,3110.0,125.0
3,t2m_pre_hf,124,167.7258064516129,474.8629470864246,70.5,32.75,160.25,3.0,4853.0,127.5
4,t2m_pre_hf,66,2095.151515151515,2747.6087183217464,930.0,491.75,2482.5,70.0,13160.0,1990.75
0,t2m_pre_lf,131,101.90839694656489,150.99115870100474,56.0,26.0,108.5,7.0,1220.0,82.5
1,t2m_pre_lf,71,242.56338028169014,202.90235036267117,188.0,127.0,285.0,27.0,1260.0,158.0
2,t2m_pre_lf,138,168.71014492753622,174.51301178763296,111.0,64.5,190.5,12.0,1034.0,126.0
3,t2m_pre_lf,124,140.29032258064515,142.27568419125677,88.0,45.75,184.0,10.0,719.0,138.25
4,t2m_pre_lf,66,2557.939393939394,2362.002702263731,1645.0,937.5,3397.5,334.0,10220.0,2460.0
0,t2m_pre_vlf,131,65.80152671755725,183.57167620671635,16.0,7.0,43.5,1.0,1582.0,36.5
1,t2m_pre_vlf,71,66.61971830985915,67.36878594660524,41.0,26.0,74.0,4.0,320.0,48.0
2,t2m_pre_vlf,138,42.36231884057971,44.40243006912554,29.0,16.0,50.75,3.0,287.0,34.75
3,t2m_pre_vlf,124,38.233870967741936,36.94317959010997,25.5,14.75,49.5,2.0,208.0,34.75
4,t2m_pre_vlf,66,563.2121212121212,507.6909573337978,395.0,220.0,749.25,40.0,2340.0,529.25
0,age,131,70.91603053435115,7.12961123974019,71.0,66.5,75.0,50.0,89.0,8.5
1,age,71,68.52112676056338,4.968067042708369,68.0,66.0,71.0,55.0,79.0,5.0
2,age,138,71.31159420289855,5.590399388521169,72.0,67.0,75.0,60.0,88.0,8.0
3,age,124,71.89516129032258,6.481767485020694,71.0,67.0,76.0,57.0,89.0,9.0
4,age,66,70.39393939393939,5.943008271855872,70.5,66.0,75.0,57.0,88.0,9.0
0,weight_kg,131,73.73129770992365,12.373676053308712,71.5,65.2,81.6,48.7,111.0,16.39999999999999
1,weight_kg,71,85.35774647887324,13.354128970598582,85.0,76.45,91.5,60.0,120.0,15.049999999999997
2,weight_kg,138,78.74565217391304,14.315634450402465,76.0,69.0,87.0,48.0,120.0,18.0
3,weight_kg,124,66.74758064516129,9.9176730134429,66.0,61.0,73.0,47.0,113.0,12.0
4,weight_kg,66,74.36515151515152,14.294673482688927,72.5,62.85,79.65,50.6,116.0,16.800000000000004
0,height_m_final,131,1.5751908396946563,0.096654429203602,1.57,1.5,1.64,1.38,1.8,0.1399999999999999
1,height_m_final,71,1.5214084507042254,0.07808961472286437,1.5,1.5,1.56,1.3,1.7,0.06000000000000005
2,height_m_final,138,1.5867391304347827,0.08510331242730594,1.59,1.5,1.65,1.4,1.8,0.1499999999999999
3,height_m_final,124,1.565241935483871,0.08055159140280385,1.57,1.5,1.6,1.3,1.8,0.10000000000000009
4,height_m_final,66,1.5446969696969697,0.08762190974635893,1.525,1.5,1.6,1.3,1.7,0.10000000000000009
0,imc_final,131,29.760740609015105,4.573135061145661,29.04259002770083,26.87870533568337,32.51687796377044,19.0234375,42.0701770190532,5.638172628087069
1,imc_final,71,36.826752287829386,4.621548680407603,36.48484302508896,33.41897710358211,40.34056541748849,27.74498229043684,47.66600920447074,6.921588313906383
2,imc_final,138,31.28869865066603,5.369707486468814,30.223286047213996,27.699549624207386,33.677320469367075,22.826880934989045,57.07491082045184,5.977770845159689
3,imc_final,124,27.265713287136588,3.627026495301057,26.65279223031564,24.91214746252126,29.33500990702636,18.359375,39.10034602076125,4.4228624445051
4,imc_final,66,31.245886707158288,5.774888363374512,30.288888888888888,27.312764321414846,33.71111111111111,19.765625,45.31249999999999,6.398346789696262
0,bp_systolic,131,126.1145038167939,14.913412250193314,127.0,119.0,136.0,90.0,170.0,17.0
1,bp_systolic,71,120.91549295774648,8.452804232701608,120.0,116.5,126.0,98.0,143.0,9.5
2,bp_systolic,138,147.6304347826087,14.308425411826022,146.0,137.0,157.75,119.0,203.0,20.75
3,bp_systolic,124,120.11290322580645,12.248251693671804,121.5,113.0,129.0,80.0,142.0,16.0
4,bp_systolic,66,131.25757575757575,15.351582836017124,128.0,120.0,139.5,99.0,167.0,19.5
0,bp_diastolic,131,77.54198473282443,9.708251480043412,78.0,71.5,85.0,53.0,102.0,13.5
1,bp_diastolic,71,73.36619718309859,7.696454539256962,74.0,70.0,78.0,52.0,87.0,8.0
2,bp_diastolic,138,84.23188405797102,9.164585801920667,83.0,78.0,89.0,61.0,115.0,11.0
3,bp_diastolic,124,71.54032258064517,8.132439501946468,70.0,67.0,76.0,54.0,98.0,9.0
4,bp_diastolic,66,78.8030303030303,9.93241731669153,77.0,73.0,84.0,55.0,98.0,11.0
0,bp_pam,131,93.73282442748092,10.125487840717943,94.33333333333331,87.66666666666667,101.16666666666666,66.0,118.66666666666669,13.499999999999986
1,bp_pam,71,89.21596244131456,6.540253524416969,90.0,84.66666666666667,93.16666666666666,69.33333333333333,105.66666666666669,8.499999999999986
2,bp_pam,138,105.36473429951691,8.993183656574288,104.83333333333334,99.0,109.83333333333333,91.33333333333331,135.66666666666666,10.833333333333329
