variable,type,test,statistic,p_value,effect_size,p_adj_fdr
sex,categorical,chi2,59.93836782239477,2.9886741095252364e-12,0.3251610223550802,3.984898812700315e-12
age_group,categorical,chi2,37.466454838206865,0.00018763608830758293,0.12686070975416577,0.00018763608830758293
bmi_cat,categorical,chi2,143.99043582791103,9.35410478934458e-25,0.28891514641031246,1.870820957868916e-24
bp_cat,categorical,chi2,170.26858141730773,9.15848010346206e-36,0.5606194489656864,3.663392041384824e-35
