cluster,n,fraction,t2m_pre_mean_rr,t2m_pre_mean_hr,t2m_pre_sdnn,t2m_pre_rmssd,t2m_pre_hf,t2m_pre_lf,t2m_pre_vlf,age,weight_kg,height_m_final,imc_final,bp_systolic,bp_diastolic,bp_pam,bp_pp,auto_label
0,131,0.24716981132075472,-1.0,1.0,-6.120833333333334,-1.8837209302325573,-1.0,-1.0,-1.0833333333333333,0.0,-0.2857142857142857,0.0,-1.0,0.0,0.3333333333333333,0.0,-1.0,lower_vagal__lower_global_variability__higher_heart_rate__shorter_rr__lower_bmi
1,71,0.1339622641509434,3.3333333333333335,-2.0,1.0,1.0,1.5511811023622046,1.4,1.0,-6.0,3.5714285714285716,-3.5,5.303276096803287,-1.2727272727272727,-1.0,-1.0,-2.0,higher_vagal__higher_global_variability__lower_heart_rate__longer_rr__younger__higher_bmi__lower_sbp__lower_dbp
2,138,0.26037735849056604,0.0,0.0,0.0,0.30232558139534893,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.4545454545454546,2.0,2.4230769230769402,13.5,older__higher_sbp__higher_dbp
3,124,0.2339622641509434,-2.2222222222222223,2.0,-0.625,-1.0,-0.3937007874015748,-0.41818181818181815,-0.2916666666666667,0.0,-1.8571428571428572,0.0,-3.0240584857485726,-1.0,-2.3333333333333335,-1.5384615384615397,0.0,lower_vagal__higher_heart_rate__shorter_rr__lower_bmi__lower_sbp__lower_dbp
4,66,0.12452830188679245,0.6666666666666666,-1.0,1.8333333333333333,0.0,13.141732283464567,27.89090909090909,30.5,-1.0,0.0,-2.2500000000000053,0.05556285495223533,0.18181818181818182,0.0,0.11538461538462245,0.0,higher_global_variability__lower_heart_rate__younger
