sex,n,median,mean,std,q1,q3,iqr,min,max
1,366,35.0,127.82786885245902,274.8907935378777,17.0,91.75,74.75,2,2230
2,164,25.0,87.34146341463415,239.17664081072323,8.0,47.25,39.25,1,2340
