grouping_variable,value_variable,group_a,group_b,n_a,n_b,median_a,median_b,p_value_raw,cliffs_delta,cliffs_magnitude,p_adj_fdr,significant_fdr,combined_grouping
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | normal,60-69 | overweight | normal,50,37,12.7,13.8,0.8166548300244889,-0.02972972972972973,negligible,0.9316349845278565,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | normal,70-79 | low | normal,50,10,12.7,13.15,0.6410471063071589,0.096,negligible,0.8741551449643077,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | normal,60-69 | obesity | high,50,29,12.7,16.3,0.23196213532385146,-0.16275862068965516,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | normal,60-69 | obesity | normal,50,62,12.7,13.899999999999999,0.24886080216446493,-0.12741935483870967,negligible,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | normal,80+ | overweight | normal,50,12,12.7,11.0,0.8445665149704314,0.03833333333333333,negligible,0.9316349845278565,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | normal,80+ | normal | normal,50,12,12.7,10.899999999999999,0.43294979752180307,0.14833333333333334,small,0.7718084063591163,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | normal,70-79 | normal | high,50,19,12.7,16.1,0.028516014692309147,-0.34421052631578947,medium,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | high,70-79 | obesity | high,20,34,14.5,11.85,0.9785550864871123,-0.0058823529411764705,negligible,0.991343153975406,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | high,70-79 | overweight | high,20,22,14.5,16.5,0.2900562432509618,-0.19318181818181818,small,0.7251406081274044,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | high,60-69 | normal | high,20,16,14.5,15.3,0.5346019165311058,-0.125,negligible,0.7971097088527994,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | high,60-69 | overweight | normal,20,37,14.5,13.8,0.8605960722922503,0.02972972972972973,negligible,0.9316349845278565,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | high,70-79 | low | normal,20,10,14.5,13.15,0.582159715045429,0.13,negligible,0.8260374335104059,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | high,60-69 | obesity | high,20,29,14.5,16.3,0.6181199827463952,-0.08620689655172414,negligible,0.8653679758449533,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | high,60-69 | obesity | normal,20,62,14.5,13.899999999999999,0.5489368953664462,-0.09032258064516129,negligible,0.7971097088527994,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | high,80+ | overweight | normal,20,12,14.5,11.0,0.8303871788942898,0.05,negligible,0.9316349845278565,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | high,80+ | normal | normal,20,12,14.5,10.899999999999999,0.424595591593964,0.175,small,0.7718084063591163,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | high,70-79 | normal | high,20,19,14.5,16.1,0.08905201861891136,-0.32105263157894737,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | high,70-79 | overweight | high,34,22,11.85,16.5,0.2142542073127376,-0.19919786096256684,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | high,60-69 | normal | high,34,16,11.85,15.3,0.40533550521560346,-0.1488970588235294,small,0.7718084063591163,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | high,60-69 | overweight | normal,34,37,11.85,13.8,0.7471783476172639,-0.04531001589825119,negligible,0.9316349845278565,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | high,70-79 | low | normal,34,10,11.85,13.15,0.7900970746319698,0.058823529411764705,negligible,0.9316349845278565,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | high,60-69 | obesity | high,34,29,11.85,16.3,0.38488965648362916,-0.12880324543610547,negligible,0.7718084063591163,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | high,60-69 | obesity | normal,34,62,11.85,13.899999999999999,0.31925604164028254,-0.12381404174573055,negligible,0.7376870856040928,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | high,80+ | overweight | normal,34,12,11.85,11.0,0.7354866530325562,0.06862745098039216,negligible,0.9316349845278565,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | high,80+ | normal | normal,34,12,11.85,10.899999999999999,0.4018285115449447,0.16666666666666666,small,0.7718084063591163,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | obesity | high,70-79 | normal | high,34,19,11.85,16.1,0.030641049683425254,-0.3622291021671827,medium,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | overweight | high,60-69 | normal | high,22,16,16.5,15.3,0.5541810356786129,0.11647727272727272,negligible,0.7971097088527994,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | overweight | high,60-69 | overweight | normal,22,37,16.5,13.8,0.14696219133715538,0.2285012285012285,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | overweight | high,70-79 | low | normal,22,10,16.5,13.15,0.1376815494691111,0.33636363636363636,medium,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | overweight | high,60-69 | obesity | high,22,29,16.5,16.3,0.8046647692878721,0.04231974921630094,negligible,0.9316349845278565,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | overweight | high,60-69 | obesity | normal,22,62,16.5,13.899999999999999,0.5051381417963461,0.0967741935483871,negligible,0.7971097088527994,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | overweight | high,80+ | overweight | normal,22,12,16.5,11.0,0.15975616294827888,0.29924242424242425,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | overweight | high,80+ | normal | normal,22,12,16.5,10.899999999999999,0.0744027398858827,0.3787878787878788,medium,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | overweight | high,70-79 | normal | high,22,19,16.5,16.1,0.44045428194772596,-0.14354066985645933,negligible,0.7718084063591163,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | normal | high,60-69 | overweight | normal,16,37,15.3,13.8,0.4673414313297346,0.12837837837837837,negligible,0.7817545709658993,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | normal | high,70-79 | low | normal,16,10,15.3,13.15,0.25698877246431473,0.275,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | normal | high,60-69 | obesity | high,16,29,15.3,16.3,0.7941894669771762,-0.04956896551724138,negligible,0.9316349845278565,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | normal | high,60-69 | obesity | normal,16,62,15.3,13.899999999999999,0.8819435374936808,0.025201612903225805,negligible,0.9353946609781464,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | normal | high,80+ | overweight | normal,16,12,15.3,11.0,0.3068358834349315,0.234375,small,0.7376870856040928,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | normal | high,80+ | normal | normal,16,12,15.3,10.899999999999999,0.14994379822362858,0.328125,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | normal | high,70-79 | normal | high,16,19,15.3,16.1,0.2815759033042483,-0.21710526315789475,small,0.7251406081274044,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | normal,70-79 | low | normal,37,10,13.8,13.15,0.5326192656277772,0.13243243243243244,negligible,0.7971097088527994,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | normal,60-69 | obesity | high,37,29,13.8,16.3,0.255485636775316,-0.16495806150978565,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | normal,60-69 | obesity | normal,37,62,13.8,13.899999999999999,0.4283232106569447,-0.0959023539668701,negligible,0.7718084063591163,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | normal,80+ | overweight | normal,37,12,13.8,11.0,0.48536517431045245,0.1373873873873874,negligible,0.796302239103086,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | normal,80+ | normal | normal,37,12,13.8,10.899999999999999,0.18116094874251,0.26126126126126126,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | overweight | normal,70-79 | normal | high,37,19,13.8,16.1,0.05470227076075975,-0.31721194879089615,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | low | normal,60-69 | obesity | high,10,29,13.15,16.3,0.21544592101199134,-0.2689655172413793,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | low | normal,60-69 | obesity | normal,10,62,13.15,13.899999999999999,0.28612814388417696,-0.2129032258064516,small,0.7251406081274044,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | low | normal,80+ | overweight | normal,10,12,13.15,11.0,0.921145455813212,-0.03333333333333333,negligible,0.9576264639642303,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | low | normal,80+ | normal | normal,10,12,13.15,10.899999999999999,0.7167063230166217,0.1,negligible,0.9316349845278565,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,70-79 | low | normal,70-79 | normal | high,10,19,13.15,16.1,0.06982345153602734,-0.42105263157894735,medium,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | obesity | high,60-69 | obesity | normal,29,62,16.3,13.899999999999999,0.7591082320847384,0.040600667408231365,negligible,0.9316349845278565,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | obesity | high,80+ | overweight | normal,29,12,16.3,11.0,0.3978336002316514,0.1724137931034483,small,0.7718084063591163,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | obesity | high,80+ | normal | normal,29,12,16.3,10.899999999999999,0.1116971850144648,0.3218390804597701,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | obesity | high,70-79 | normal | high,29,19,16.3,16.1,0.38730631676135596,-0.15063520871143377,small,0.7718084063591163,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | obesity | normal,80+ | overweight | normal,62,12,13.899999999999999,11.0,0.3150753115370952,0.18548387096774194,small,0.7376870856040928,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | obesity | normal,80+ | normal | normal,62,12,13.899999999999999,10.899999999999999,0.11154518833227274,0.29301075268817206,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,60-69 | obesity | normal,70-79 | normal | high,62,19,13.899999999999999,16.1,0.13672060166967404,-0.22750424448217318,small,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,80+ | overweight | normal,80+ | normal | normal,12,12,11.0,10.899999999999999,0.5441074195582825,0.1527777777777778,small,0.7971097088527994,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,80+ | overweight | normal,70-79 | normal | high,12,19,11.0,16.1,0.04678794039028673,-0.4342105263157895,medium,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_rmssd,80+ | normal | normal,70-79 | normal | high,12,19,10.899999999999999,16.1,0.015788264001373748,-0.5263157894736842,large,0.7111152603394039,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,60-69 | normal | normal,57,46,153.0,87.5,0.2679171031460804,0.12776506483600306,negligible,0.7141605340037199,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,70-79 | overweight | normal,57,63,153.0,56.0,0.016551675166656538,0.25424672793093844,small,0.23673776288680531,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,70-79 | obesity | normal,57,50,153.0,72.0,0.02458154300867894,0.25298245614035086,small,0.23673776288680531,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,60-69 | overweight | high,57,20,153.0,96.0,0.3556821968910031,0.14035087719298245,negligible,0.7609721043389607,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,70-79 | obesity | high,57,34,153.0,115.0,0.24734313880782233,0.14602683178534573,negligible,0.7126378615962801,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,70-79 | overweight | high,57,23,153.0,88.0,0.04071009701214954,0.2944317315026697,small,0.2849706790850468,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,60-69 | normal | high,57,16,153.0,80.5,0.2459849649268715,0.19188596491228072,small,0.7126378615962801,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,60-69 | overweight | normal,57,39,153.0,116.0,0.3627373887718771,0.11021142600089968,negligible,0.7609721043389607,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,70-79 | low | normal,57,10,153.0,104.5,0.3648308397118458,0.1824561403508772,small,0.7609721043389607,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,60-69 | obesity | high,57,29,153.0,105.0,0.5077666144494066,0.08832425892316999,negligible,0.8530094582459782,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,60-69 | obesity | normal,57,62,153.0,179.0,0.9893891107888118,-0.001697792869269949,negligible,0.9922146319741989,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,80+ | overweight | normal,57,12,153.0,55.0,0.032572930750496026,0.3961988304093567,medium,0.2630890560616987,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,80+ | normal | normal,57,12,153.0,31.0,0.005731318544367587,0.5116959064327485,large,0.23673776288680531,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | normal | normal,70-79 | normal | high,57,19,153.0,131.0,0.764242217866792,0.04709141274238227,negligible,0.9118799190456041,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,70-79 | overweight | normal,46,63,87.5,56.0,0.059193958941504636,0.21256038647342995,small,0.3884603555536241,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,70-79 | obesity | normal,46,50,87.5,72.0,0.1843333144275735,0.15782608695652173,small,0.6606265847517507,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,60-69 | overweight | high,46,20,87.5,96.0,0.7909181413936838,0.042391304347826085,negligible,0.9144446124989941,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,70-79 | obesity | high,46,34,87.5,115.0,0.609360528093204,0.06777493606138107,negligible,0.8709895981936852,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,70-79 | overweight | high,46,23,87.5,88.0,0.36607885152979613,0.13516068052930058,negligible,0.7609721043389607,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,60-69 | normal | high,46,16,87.5,80.5,0.8280592147772813,0.03804347826086957,negligible,0.92546151255227,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,60-69 | overweight | normal,46,39,87.5,116.0,0.9859264656598913,-0.002787068004459309,negligible,0.9922146319741989,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,70-79 | low | normal,46,10,87.5,104.5,0.6001620761531061,0.10869565217391304,negligible,0.8709895981936852,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,60-69 | obesity | high,46,29,87.5,105.0,0.7564991821177856,-0.043478260869565216,negligible,0.9118799190456041,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,60-69 | obesity | normal,46,62,87.5,179.0,0.2908570947981822,-0.11956521739130435,negligible,0.7271427369954555,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,80+ | overweight | normal,46,12,87.5,55.0,0.07737838062283706,0.3351449275362319,medium,0.47792529208222884,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,80+ | normal | normal,46,12,87.5,31.0,0.008537473997800228,0.49818840579710144,large,0.23673776288680531,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | normal | normal,70-79 | normal | high,46,19,87.5,131.0,0.7292041933734226,-0.05606407322654462,negligible,0.9118799190456041,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,70-79 | obesity | normal,63,50,56.0,72.0,0.792518664165795,-0.029206349206349208,negligible,0.9144446124989941,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,60-69 | overweight | high,63,20,56.0,96.0,0.6470208443724519,-0.06904761904761905,negligible,0.8709895981936852,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,70-79 | obesity | high,63,34,56.0,115.0,0.5655144631358344,-0.07142857142857142,negligible,0.8617297865907181,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,70-79 | overweight | high,63,23,56.0,88.0,0.9922146319741989,0.002070393374741201,negligible,0.9922146319741989,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,60-69 | normal | high,63,16,56.0,80.5,0.2669006915282345,-0.18154761904761904,small,0.7141605340037199,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,60-69 | overweight | normal,63,39,56.0,116.0,0.17710190221073874,-0.15995115995115994,small,0.6606265847517507,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,70-79 | low | normal,63,10,56.0,104.5,0.8285084017134609,-0.044444444444444446,negligible,0.92546151255227,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,60-69 | obesity | high,63,29,56.0,105.0,0.11505919286685003,-0.20580186097427478,small,0.6088923265157067,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,60-69 | obesity | normal,63,62,56.0,179.0,0.012727442308291223,-0.25857654889912957,small,0.23673776288680531,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,80+ | overweight | normal,63,12,56.0,55.0,0.4654382339283113,0.1349206349206349,negligible,0.8497754292298535,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,80+ | normal | normal,63,12,56.0,31.0,0.17425258822336342,0.25,small,0.6606265847517507,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | overweight | normal,70-79 | normal | high,63,19,56.0,131.0,0.16946850650997758,-0.2096908939014202,small,0.6606265847517507,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | normal,60-69 | overweight | high,50,20,72.0,96.0,0.6030104189867107,-0.081,negligible,0.8709895981936852,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | normal,70-79 | obesity | high,50,34,72.0,115.0,0.5658383478619792,-0.07470588235294118,negligible,0.8617297865907181,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | normal,70-79 | overweight | high,50,23,72.0,88.0,0.914872656167527,0.01652173913043478,negligible,0.9903260711091787,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | normal,60-69 | normal | high,50,16,72.0,80.5,0.5199295745499296,-0.10875,negligible,0.8530094582459782,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | normal,60-69 | overweight | normal,50,39,72.0,116.0,0.3250761316216797,-0.12256410256410256,negligible,0.7609721043389607,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | normal,70-79 | low | normal,50,10,72.0,104.5,0.8739046516074396,-0.034,negligible,0.955833212695637,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | normal,60-69 | obesity | high,50,29,72.0,105.0,0.16192542234423235,-0.19034482758620688,small,0.6606265847517507,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | normal,60-69 | obesity | normal,50,62,72.0,179.0,0.01892042290581319,-0.25903225806451613,small,0.23673776288680531,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | normal,80+ | overweight | normal,50,12,72.0,55.0,0.4382248795474225,0.14666666666666667,negligible,0.8366111336814429,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | normal,80+ | normal | normal,50,12,72.0,31.0,0.11894890704824194,0.29333333333333333,small,0.6088923265157067,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | normal,70-79 | normal | high,50,19,72.0,131.0,0.2018471930864021,-0.20105263157894737,small,0.6679258160207,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | overweight | high,70-79 | obesity | high,20,34,96.0,115.0,0.9857070681815249,-0.004411764705882353,negligible,0.9922146319741989,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | overweight | high,70-79 | overweight | high,20,23,96.0,88.0,0.4502505376707908,0.13695652173913042,negligible,0.8442197581327328,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | overweight | high,60-69 | normal | high,20,16,96.0,80.5,0.9492220446234386,-0.015625,negligible,0.9922146319741989,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | overweight | high,60-69 | overweight | normal,20,39,96.0,116.0,0.9425493094579853,-0.01282051282051282,negligible,0.9922146319741989,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | overweight | high,70-79 | low | normal,20,10,96.0,104.5,0.644088631871164,0.11,negligible,0.8709895981936852,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | overweight | high,60-69 | obesity | high,20,29,96.0,105.0,0.6253864889816503,-0.08448275862068966,negligible,0.8709895981936852,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | overweight | high,60-69 | obesity | normal,20,62,96.0,179.0,0.4211191063570412,-0.12096774193548387,negligible,0.8342925691979118,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | overweight | high,80+ | overweight | normal,20,12,96.0,55.0,0.34021090580603464,0.20833333333333334,small,0.7609721043389607,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | overweight | high,80+ | normal | normal,20,12,96.0,31.0,0.14972963998206235,0.3125,small,0.6550671749215228,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,60-69 | overweight | high,70-79 | normal | high,20,19,96.0,131.0,0.5000506563938336,-0.12894736842105264,negligible,0.8530094582459782,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | high,70-79 | overweight | high,34,23,115.0,88.0,0.4300657393108154,0.12531969309462915,negligible,0.8362389375488077,False,age_group__bmi_cat__bp_cat
age_group__bmi_cat__bp_cat,t2m_pre_hf,70-79 | obesity | high,60-69 | normal | high,34,16,115.0,80.5,0.9834049943859992,0.0055147058823529415,negligible,0.9922146319741989,False,age_group__bmi_cat__bp_cat
