grouping_variable,value_variable,group_a,group_b,n_a,n_b,median_a,median_b,p_value_raw,cliffs_delta,cliffs_magnitude,p_adj_fdr,significant_fdr,combined_grouping
sex__age_group__bmi_cat,t2m_pre_vlf,1 | 80+ | overweight,2 | 70-79 | normal,11,26,15.0,39.0,0.015212012837079148,-0.513986013986014,large,0.1516365649707892,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,1 | 80+ | overweight,1 | 80+ | normal,11,12,15.0,26.0,0.7108978746168301,-0.09848484848484848,negligible,0.8679567073810135,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,1 | 80+ | overweight,2 | 70-79 | obesity,11,30,15.0,20.5,0.7237987131309074,-0.07575757575757576,negligible,0.8735501710200606,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,1 | 80+ | overweight,2 | 60-69 | obesity,11,22,15.0,26.5,0.7889768523258909,-0.06198347107438017,negligible,0.8921583064559637,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,1 | 80+ | overweight,2 | 60-69 | normal,11,14,15.0,20.5,0.4590079483119621,-0.18181818181818182,small,0.7063515825275258,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,2 | 70-79 | normal,1 | 80+ | normal,26,12,39.0,26.0,0.0990807041868908,0.33974358974358976,medium,0.335595933536243,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,2 | 70-79 | normal,2 | 70-79 | obesity,26,30,39.0,20.5,0.019193843240841613,0.36666666666666664,medium,0.1516365649707892,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,2 | 70-79 | normal,2 | 60-69 | obesity,26,22,39.0,26.5,0.043547587945176096,0.34265734265734266,medium,0.22914757131362673,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,2 | 70-79 | normal,2 | 60-69 | normal,26,14,39.0,20.5,0.13270672251186236,0.29395604395604397,small,0.37859153781894056,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,1 | 80+ | normal,2 | 70-79 | obesity,12,30,26.0,20.5,0.9444827477114927,0.016666666666666666,negligible,0.9818880050466012,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,1 | 80+ | normal,2 | 60-69 | obesity,12,22,26.0,26.5,0.9281140682167811,0.022727272727272728,negligible,0.9818880050466012,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,1 | 80+ | normal,2 | 60-69 | normal,12,14,26.0,20.5,0.7770388089114635,-0.07142857142857142,negligible,0.8921583064559637,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,2 | 70-79 | obesity,2 | 60-69 | obesity,30,22,20.5,26.5,0.9630425299691822,-0.00909090909090909,negligible,0.9913673102623934,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,2 | 70-79 | obesity,2 | 60-69 | normal,30,14,20.5,20.5,0.6959469586363699,-0.0761904761904762,negligible,0.8596991841978687,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_vlf,2 | 60-69 | obesity,2 | 60-69 | normal,22,14,26.5,20.5,0.5921178561364728,-0.11038961038961038,negligible,0.8125157504360286,False,sex__age_group__bmi_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | normal,1 | 60-69 | normal,119,115,853.0,838.0,0.35733242223678985,0.06971136280599197,negligible,0.6339768781620465,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | normal,2 | 70-79 | normal,119,61,853.0,885.0,0.38905917456694017,-0.07866097258575562,negligible,0.6686954562869285,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | normal,1 | 60-69 | high,119,47,853.0,826.0,0.31039828149036497,0.10137672090112641,negligible,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | normal,1 | 70-79 | high,119,48,853.0,872.5,0.5994828557132067,-0.05217086834733894,negligible,0.8242889266056592,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | normal,2 | 70-79 | high,119,33,853.0,834.0,0.549264305195797,0.06850012732365673,negligible,0.7933983392853047,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | normal,2 | 60-69 | normal,119,38,853.0,837.0,0.7663652806376822,0.03228659885006634,negligible,0.8781268840640108,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | normal,1 | 80+ | normal,119,19,853.0,896.0,0.06465739360924698,-0.2649270234409553,small,0.5893062102748207,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | normal,1 | <60 | normal,119,8,853.0,848.5,0.9525200570657308,0.01365546218487395,negligible,0.9748546116457518,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | normal,1 | 80+ | high,119,10,853.0,799.5,0.19694559789508048,0.24705882352941178,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | normal,2 | 60-69 | high,119,19,853.0,786.0,0.1588671040374552,0.20212295444493586,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | normal,2 | 70-79 | normal,115,61,838.0,885.0,0.09657766499649825,-0.1525302922309337,small,0.5893062102748207,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | normal,1 | 60-69 | high,115,47,838.0,826.0,0.7411602907003756,0.03330249768732655,negligible,0.8781268840640108,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | normal,1 | 70-79 | high,115,48,838.0,872.5,0.22604513341217303,-0.12065217391304348,negligible,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | normal,2 | 70-79 | high,115,33,838.0,834.0,0.9101350166604205,0.013175230566534914,negligible,0.9745280568314764,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | normal,2 | 60-69 | normal,115,38,838.0,837.0,0.756268107316307,-0.033867276887871854,negligible,0.8781268840640108,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | normal,1 | 80+ | normal,115,19,838.0,896.0,0.011753060212899284,-0.3620137299771167,medium,0.4712503785307667,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | normal,1 | <60 | normal,115,8,838.0,848.5,0.7350103045633551,-0.07282608695652174,negligible,0.8781268840640108,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | normal,1 | 80+ | high,115,10,838.0,799.5,0.34391307257034665,0.1817391304347826,small,0.6305072997123022,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | normal,2 | 60-69 | high,115,19,838.0,786.0,0.27822200722646406,0.15606407322654461,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | normal,1 | 60-69 | high,61,47,885.0,826.0,0.14789935232078302,0.1632368329264039,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | normal,1 | 70-79 | high,61,48,885.0,872.5,0.7463039711990977,0.036543715846994534,negligible,0.8781268840640108,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | normal,2 | 70-79 | high,61,33,885.0,834.0,0.2136046495681907,0.15648286140089418,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | normal,2 | 60-69 | normal,61,38,885.0,837.0,0.33133814225114366,0.11691113028472822,negligible,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | normal,1 | 80+ | normal,61,19,885.0,896.0,0.2904440138398815,-0.1622088006902502,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | normal,1 | <60 | normal,61,8,885.0,848.5,0.6326847686251623,0.10655737704918032,negligible,0.8487234701069251,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | normal,1 | 80+ | high,61,10,885.0,799.5,0.10523839456164769,0.32295081967213113,small,0.5893062102748207,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | normal,2 | 60-69 | high,61,19,885.0,786.0,0.10714658368633104,0.24676445211389128,small,0.5893062102748207,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | high,1 | 70-79 | high,47,48,826.0,872.5,0.2193586650497722,-0.14671985815602837,negligible,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | high,2 | 70-79 | high,47,33,826.0,834.0,0.9571299823431018,-0.007736943907156673,negligible,0.9748546116457518,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | high,2 | 60-69 | normal,47,38,826.0,837.0,0.5625915496750342,-0.07390817469204927,negligible,0.7933983392853047,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | high,1 | 80+ | normal,47,19,826.0,896.0,0.02570456610167818,-0.3538633818589026,medium,0.4712503785307667,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | high,1 | <60 | normal,47,8,826.0,848.5,0.6936439426558477,-0.09042553191489362,negligible,0.8781268840640108,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | high,1 | 80+ | high,47,10,826.0,799.5,0.5498533022196085,0.12340425531914893,negligible,0.7933983392853047,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 60-69 | high,2 | 60-69 | high,47,19,826.0,786.0,0.45713541261638757,0.1187010078387458,negligible,0.7394837557029799,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | high,2 | 70-79 | high,48,33,872.5,834.0,0.3315794385411929,0.12815656565656566,negligible,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | high,2 | 60-69 | normal,48,38,872.5,837.0,0.5058572401488677,0.08442982456140351,negligible,0.7729794727232887,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | high,1 | 80+ | normal,48,19,872.5,896.0,0.1863220107841772,-0.20942982456140352,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | high,1 | <60 | normal,48,8,872.5,848.5,0.7967320662260342,0.059895833333333336,negligible,0.8942910947435079,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | high,1 | 80+ | high,48,10,872.5,799.5,0.18086835536300694,0.27291666666666664,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 70-79 | high,2 | 60-69 | high,48,19,872.5,786.0,0.14220815996946412,0.2324561403508772,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | high,2 | 60-69 | normal,33,38,834.0,837.0,0.6654655842049064,-0.06060606060606061,negligible,0.8714430269349964,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | high,1 | 80+ | normal,33,19,834.0,896.0,0.07558782417406931,-0.29984051036682613,small,0.5893062102748207,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | high,1 | <60 | normal,33,8,834.0,848.5,0.921371981004305,-0.026515151515151516,negligible,0.9745280568314764,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | high,1 | 80+ | high,33,10,834.0,799.5,0.42079972127441967,0.17272727272727273,small,0.7013328687906994,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 70-79 | high,2 | 60-69 | high,33,19,834.0,786.0,0.5059502003279708,0.11323763955342903,negligible,0.7729794727232887,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 60-69 | normal,1 | 80+ | normal,38,19,837.0,896.0,0.05680053371450811,-0.31301939058171746,small,0.5893062102748207,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 60-69 | normal,1 | <60 | normal,38,8,837.0,848.5,0.8733054876490302,-0.039473684210526314,negligible,0.9606360364139332,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 60-69 | normal,1 | 80+ | high,38,10,837.0,799.5,0.26382545999515916,0.23421052631578948,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,2 | 60-69 | normal,2 | 60-69 | high,38,19,837.0,786.0,0.2426920152838593,0.1925207756232687,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 80+ | normal,1 | <60 | normal,19,8,896.0,848.5,0.28281837325315584,0.27631578947368424,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 80+ | normal,1 | 80+ | high,19,10,896.0,799.5,0.023133919510755132,0.5263157894736842,large,0.4712503785307667,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 80+ | normal,2 | 60-69 | high,19,19,896.0,786.0,0.03818837815139562,0.3961218836565097,medium,0.5250901995816898,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | <60 | normal,1 | 80+ | high,8,10,848.5,799.5,0.2860718353637739,0.3125,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | <60 | normal,2 | 60-69 | high,8,19,848.5,786.0,0.30735448126752474,0.2631578947368421,small,0.6288575558539865,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_rr,1 | 80+ | high,2 | 60-69 | high,10,19,799.5,786.0,1.0,0.0,negligible,1.0,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | normal,1 | 60-69 | normal,119,115,70.0,71.0,0.33915308568908586,-0.07234198027036902,negligible,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | normal,2 | 70-79 | normal,119,61,70.0,68.0,0.4099353134817084,0.07521697203471553,negligible,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | normal,1 | 60-69 | high,119,47,70.0,73.0,0.08746476205503276,-0.17057035580189522,small,0.5098028604164786,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | normal,1 | 70-79 | high,119,48,70.0,68.0,0.5322908940038074,0.06197478991596639,negligible,0.7966152628098695,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | normal,2 | 70-79 | high,119,33,70.0,71.0,0.6758699455207995,-0.04787369493251846,negligible,0.8644848140382319,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | normal,2 | 60-69 | normal,119,37,70.0,72.0,0.4209466124652781,-0.08789461730638201,negligible,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | normal,1 | 80+ | normal,119,19,70.0,67.0,0.1032355364545563,0.2335249889429456,small,0.5098028604164786,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | normal,1 | <60 | normal,119,8,70.0,71.0,0.7695626980188564,-0.06302521008403361,negligible,0.9405766309119354,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | normal,1 | 80+ | high,119,10,70.0,72.0,0.5757109834074619,-0.10756302521008404,negligible,0.8185628103476004,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | normal,2 | 60-69 | high,119,19,70.0,76.0,0.10196049932533101,-0.2344095532950022,small,0.5098028604164786,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | normal,2 | 70-79 | normal,115,61,71.0,68.0,0.11122971499995897,0.14611546685673557,negligible,0.5098028604164786,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | 60-69 | high,115,47,71.0,73.0,0.28252500850092255,-0.10786308973172988,negligible,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | 70-79 | high,115,48,71.0,68.0,0.2067940223567467,0.1257246376811594,negligible,0.6690394840953571,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | normal,2 | 70-79 | high,115,33,71.0,71.0,0.9357038125479797,0.009486166007905139,negligible,0.9480301553589034,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | normal,2 | 60-69 | normal,115,37,71.0,72.0,0.8064893348662948,-0.02702702702702703,negligible,0.9480301553589034,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | 80+ | normal,115,19,71.0,67.0,0.021364222723107017,0.33043478260869563,medium,0.5008503604743497,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | <60 | normal,115,8,71.0,71.0,0.8979012429171355,0.02826086956521739,negligible,0.9480301553589034,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | 80+ | high,115,10,71.0,72.0,0.8518878186142682,-0.036521739130434785,negligible,0.9480301553589034,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | normal,2 | 60-69 | high,115,19,71.0,76.0,0.18855305977357706,-0.18901601830663617,small,0.6481511429716712,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | normal,1 | 60-69 | high,61,47,68.0,73.0,0.04553185095221361,-0.22532263690268572,small,0.5008503604743497,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | normal,1 | 70-79 | high,61,48,68.0,68.0,0.8858711703759143,-0.01639344262295082,negligible,0.9480301553589034,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | normal,2 | 70-79 | high,61,33,68.0,71.0,0.3354983313479615,-0.12121212121212122,negligible,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | normal,2 | 60-69 | normal,61,37,68.0,72.0,0.16782286579842787,-0.16703588834736377,small,0.6153505079275688,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | normal,1 | 80+ | normal,61,19,68.0,67.0,0.36839381135442406,0.13805004314063848,negligible,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | normal,1 | <60 | normal,61,8,68.0,71.0,0.5359048131630031,-0.13729508196721313,negligible,0.7966152628098695,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | normal,1 | 80+ | high,61,10,68.0,72.0,0.3897161673199986,-0.1721311475409836,small,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | normal,2 | 60-69 | high,61,19,68.0,76.0,0.08051618398105184,-0.26747195858498707,small,0.5098028604164786,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | high,1 | 70-79 | high,47,48,73.0,68.0,0.06104841382401708,0.22340425531914893,small,0.5098028604164786,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | high,2 | 70-79 | high,47,33,73.0,71.0,0.45135669030940395,0.09993552546744036,negligible,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | high,2 | 60-69 | normal,47,37,73.0,72.0,0.4247957995088275,0.10235767682576193,negligible,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | high,1 | 80+ | normal,47,19,73.0,67.0,0.015355049789965339,0.3840985442329227,medium,0.5008503604743497,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | high,1 | <60 | normal,47,8,73.0,71.0,0.6073707969975449,0.11702127659574468,negligible,0.8351348458716242,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | high,1 | 80+ | high,47,10,73.0,72.0,0.65916942615255,0.09148936170212765,negligible,0.8631980580569107,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 60-69 | high,2 | 60-69 | high,47,19,73.0,76.0,0.5804354473373894,-0.08846584546472565,negligible,0.8185628103476004,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | high,2 | 70-79 | high,48,33,68.0,71.0,0.41082731015653895,-0.10858585858585859,negligible,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | high,2 | 60-69 | normal,48,37,68.0,72.0,0.2710559986581613,-0.14020270270270271,negligible,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | high,1 | 80+ | normal,48,19,68.0,67.0,0.30286278660647503,0.16337719298245615,small,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | high,1 | <60 | normal,48,8,68.0,71.0,0.6392198654102734,-0.10677083333333333,negligible,0.8574900633552448,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | high,1 | 80+ | high,48,10,68.0,72.0,0.46446073317014036,-0.15,small,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 70-79 | high,2 | 60-69 | high,48,19,68.0,76.0,0.09487094376279086,-0.2642543859649123,small,0.5098028604164786,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | high,2 | 60-69 | normal,33,37,71.0,72.0,0.9202427883989172,-0.014742014742014743,negligible,0.9480301553589034,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | high,1 | 80+ | normal,33,19,71.0,67.0,0.1353537458444579,0.25199362041467305,small,0.5726504631880911,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | high,1 | <60 | normal,33,8,71.0,71.0,0.895153847751644,-0.03409090909090909,negligible,0.9480301553589034,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | high,1 | 80+ | high,33,10,71.0,72.0,0.829133026057141,-0.048484848484848485,negligible,0.9480301553589034,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 70-79 | high,2 | 60-69 | high,33,19,71.0,76.0,0.31360364168188637,-0.17065390749601275,small,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 60-69 | normal,1 | 80+ | normal,37,19,72.0,67.0,0.038132297866161666,0.3413940256045519,medium,0.5008503604743497,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 60-69 | normal,1 | <60 | normal,37,8,72.0,71.0,0.8117298234811813,0.057432432432432436,negligible,0.9480301553589034,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 60-69 | normal,1 | 80+ | high,37,10,72.0,72.0,0.9480301553589034,-0.016216216216216217,negligible,0.9480301553589034,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,2 | 60-69 | normal,2 | 60-69 | high,37,19,72.0,76.0,0.27463596553639447,-0.1806543385490754,small,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 80+ | normal,1 | <60 | normal,19,8,67.0,71.0,0.25251571316250976,-0.2894736842105263,small,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 80+ | normal,1 | 80+ | high,19,10,67.0,72.0,0.1476180381347151,-0.3368421052631579,medium,0.5799280069578094,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 80+ | normal,2 | 60-69 | high,19,19,67.0,76.0,0.03931978298553838,-0.39335180055401664,medium,0.5008503604743497,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | <60 | normal,1 | 80+ | high,8,10,71.0,72.0,0.755323997875708,-0.1,negligible,0.9405766309119354,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | <60 | normal,2 | 60-69 | high,8,19,71.0,76.0,0.3524706336464889,-0.23684210526315788,small,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_mean_hr,1 | 80+ | high,2 | 60-69 | high,10,19,72.0,76.0,0.4486713444675222,-0.17894736842105263,small,0.7298668664102206,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 60-69 | normal,116,114,153.0,169.0,0.18061169979031988,-0.10223835450695705,negligible,0.36791272179509604,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | normal,2 | 70-79 | normal,116,60,153.0,120.0,0.004398872670131095,0.2623563218390805,small,0.02221202494680733,True,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 60-69 | high,116,46,153.0,158.0,0.48149378242486607,-0.0712143928035982,negligible,0.7356155009268788,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 70-79 | high,116,47,153.0,152.0,0.7680577085248597,0.02971386647101981,negligible,0.878945542564453,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | normal,2 | 70-79 | high,116,33,153.0,85.0,0.015011135508732773,0.2782131661442006,small,0.06088292667105354,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | normal,2 | 60-69 | normal,116,36,153.0,18.5,2.2884518001614037e-06,0.5225095785440613,large,4.195494966962573e-05,True,sex__age_group__bp_cat
