sex,n,median,mean,std,q1,q3,iqr,min,max
1,362,14.0,15.136464088397789,7.563126519737348,10.5,18.95,8.45,0.5,70.0
2,160,12.5,14.608125000000001,11.368758758437405,7.9,16.95,9.049999999999999,3.3,71.6
