variable,type,test,statistic,p_value,effect_size,p_adj_fdr
sex,categorical,chi2,54.86214865072845,1.393441351179648e-10,0.30698507996857277,1.8579218015728638e-10
age_group,categorical,chi2,45.131147372524936,7.300759445644949e-05,0.13798751404792864,7.300759445644949e-05
bmi_cat,categorical,chi2,158.70799559327546,4.453076676153682e-26,0.30146300067552306,8.906153352307363e-26
bp_cat,categorical,chi2,173.48154392928092,1.3187073666134003e-35,0.5643349200699859,5.274829466453601e-35
