variable,cluster,sex,n,cluster_total,fraction,age_group,bmi_cat,bp_cat
sex,0,1.0,96,133,0.7218045112781954,,,
sex,0,2.0,37,133,0.2781954887218045,,,
sex,1,1.0,45,109,0.41284403669724773,,,
sex,1,2.0,64,109,0.5871559633027523,,,
sex,2,1.0,78,107,0.7289719626168224,,,
sex,2,2.0,29,107,0.27102803738317754,,,
sex,3,1.0,53,70,0.7571428571428571,,,
sex,3,2.0,17,70,0.24285714285714285,,,
sex,4,1.0,58,69,0.8405797101449275,,,
sex,4,2.0,11,69,0.15942028985507245,,,
sex,5,1.0,36,42,0.8571428571428571,,,
sex,5,2.0,6,42,0.14285714285714285,,,
age_group,0,,55,133,0.41353383458646614,60-69,,
age_group,0,,72,133,0.5413533834586466,70-79,,
age_group,0,,6,133,0.045112781954887216,80+,,
age_group,1,,37,109,0.3394495412844037,60-69,,
age_group,1,,55,109,0.5045871559633027,70-79,,
age_group,1,,12,109,0.11009174311926606,80+,,
age_group,1,,5,109,0.045871559633027525,<60,,
age_group,2,,31,107,0.2897196261682243,60-69,,
age_group,2,,58,107,0.5420560747663551,70-79,,
age_group,2,,16,107,0.14953271028037382,80+,,
age_group,2,,2,107,0.018691588785046728,<60,,
age_group,3,,31,70,0.44285714285714284,60-69,,
age_group,3,,35,70,0.5,70-79,,
age_group,3,,3,70,0.04285714285714286,80+,,
age_group,3,,1,70,0.014285714285714285,<60,,
age_group,4,,44,69,0.6376811594202898,60-69,,
age_group,4,,23,69,0.3333333333333333,70-79,,
age_group,4,,2,69,0.028985507246376812,<60,,
age_group,5,,21,42,0.5,60-69,,
age_group,5,,18,42,0.42857142857142855,70-79,,
age_group,5,,3,42,0.07142857142857142,80+,,
bmi_cat,0,,2,133,0.015037593984962405,,low,
bmi_cat,0,,35,133,0.2631578947368421,,normal,
bmi_cat,0,,51,133,0.38345864661654133,,obesity,
bmi_cat,0,,45,133,0.3383458646616541,,overweight,
bmi_cat,1,,9,109,0.08256880733944955,,low,
bmi_cat,1,,32,109,0.29357798165137616,,normal,
bmi_cat,1,,29,109,0.26605504587155965,,obesity,
bmi_cat,1,,39,109,0.3577981651376147,,overweight,
bmi_cat,2,,2,107,0.018691588785046728,,low,
bmi_cat,2,,45,107,0.4205607476635514,,normal,
bmi_cat,2,,19,107,0.17757009345794392,,obesity,
bmi_cat,2,,41,107,0.38317757009345793,,overweight,
bmi_cat,3,,1,70,0.014285714285714285,,low,
bmi_cat,3,,18,70,0.2571428571428571,,normal,
bmi_cat,3,,28,70,0.4,,obesity,
bmi_cat,3,,23,70,0.32857142857142857,,overweight,
bmi_cat,4,,1,69,0.014492753623188406,,low,
bmi_cat,4,,3,69,0.043478260869565216,,normal,
bmi_cat,4,,57,69,0.8260869565217391,,obesity,
bmi_cat,4,,8,69,0.11594202898550725,,overweight,
bmi_cat,5,,8,42,0.19047619047619047,,low,
bmi_cat,5,,28,42,0.6666666666666666,,normal,
bmi_cat,5,,6,42,0.14285714285714285,,overweight,
bp_cat,0,,97,133,0.7293233082706767,,,high
bp_cat,0,,36,133,0.2706766917293233,,,normal
bp_cat,1,,27,109,0.24770642201834864,,,high
bp_cat,1,,82,109,0.7522935779816514,,,normal
bp_cat,2,,8,107,0.07476635514018691,,,high
bp_cat,2,,99,107,0.9252336448598131,,,normal
bp_cat,3,,22,70,0.3142857142857143,,,high
bp_cat,3,,48,70,0.6857142857142857,,,normal
bp_cat,4,,2,69,0.028985507246376812,,,high
bp_cat,4,,67,69,0.9710144927536232,,,normal
bp_cat,5,,5,42,0.11904761904761904,,,high
bp_cat,5,,37,42,0.8809523809523809,,,normal
