cluster,t2m_pre_mean_rr,t2m_pre_mean_hr,t2m_pre_sdnn,t2m_pre_rmssd,t2m_pre_hf,t2m_pre_lf,t2m_pre_vlf
0,-1.4666666666666666,3.0,-0.25333333333333335,0.2702702702702702,-0.3691275167785235,-0.41044776119402987,-0.3939393939393939
1,0.9333333333333333,-1.0,-4.144,-1.621621621621621,-1.0268456375838926,-0.8432835820895522,-0.9393939393939394
2,-3.8,7.0,-1.3066666666666666,-1.8918918918918914,-1.1342281879194631,-1.1567164179104477,-1.121212121212121
3,-0.8666666666666667,1.0,0.9466666666666667,-0.2702702702702702,10.409395973154362,21.365671641791046,18.818181818181817
4,1.0666666666666667,-1.0,0.25333333333333335,0.37837837837837884,0.3691275167785235,0.41044776119402987,0.3939393939393939
5,0.8666666666666667,-1.0,1.0533333333333332,3.8378378378378364,0.9731543624161074,1.9701492537313432,1.0606060606060606
