cluster,variable,n,mean,std,median,q1,q3,min,max,iqr
0,t2m_pre_mean_rr,15,924.5333333333333,122.75170447851613,962.0,830.0,1016.5,684.0,1066.0,186.5
1,t2m_pre_mean_rr,150,726.4866666666667,70.13034237546702,736.0,691.0,777.75,468.0,1036.0,86.75
2,t2m_pre_mean_rr,172,885.2674418604652,94.08151553492047,871.0,823.75,937.0,686.0,1296.0,113.25
3,t2m_pre_mean_rr,19,860.421052631579,131.37660699491778,868.0,787.0,961.5,520.0,1045.0,174.5
4,t2m_pre_mean_rr,164,942.030487804878,86.02128597898533,934.0,880.75,1001.75,600.0,1203.0,121.0
5,t2m_pre_mean_rr,10,96.28,13.319726390249581,100.0,88.1,105.75,68.0,113.2,17.650000000000006
0,t2m_pre_mean_hr,15,66.4,10.280355747040776,62.0,59.0,72.5,56.0,88.0,13.5
1,t2m_pre_mean_hr,150,83.86,8.855309710400538,82.0,77.0,87.0,74.0,128.0,10.0
2,t2m_pre_mean_hr,172,68.48837209302326,6.961454754947526,69.0,64.0,73.0,46.0,87.0,9.0
3,t2m_pre_mean_hr,19,71.47368421052632,13.24289503869331,69.0,62.5,76.0,57.0,115.0,13.5
4,t2m_pre_mean_hr,163,63.736196319018404,6.801260069216744,64.0,60.0,68.0,10.0,74.0,8.0
5,t2m_pre_mean_hr,10,63.6,10.200217862597075,60.0,57.0,68.0,53.0,88.0,11.0
0,t2m_pre_sdnn,14,278.7857142857143,147.5534732648726,233.0,216.25,245.0,143.0,626.0,28.75
1,t2m_pre_sdnn,145,83.4648275862069,55.49045529918044,87.0,20.0,124.0,4.8,219.0,104.0
2,t2m_pre_sdnn,170,212.44117647058823,59.16719424095899,204.0,177.0,242.0,29.0,525.0,65.0
3,t2m_pre_sdnn,18,224.83888888888887,119.88208490448335,255.5,207.0,320.5,18.1,358.0,113.5
4,t2m_pre_sdnn,162,76.88641975308643,61.328042187328855,85.0,15.325,130.75,6.5,239.0,115.425
