status,algorithm,family,space_name,params_json,n_clusters,n_noise,noise_fraction,n_clustered,min_cluster_size,max_cluster_size,median_cluster_size,cluster_size_entropy,imbalance_ratio,silhouette,calinski_harabasz,davies_bouldin,experiment_id,pass_k,pass_min_cluster,pass_noise,pass_silhouette,pass_max_cluster_fraction,pass_all_filters,k_penalty,sil_norm,db_norm,ch_norm,noise_norm,S_struct,hrv_var_reduction,hrv_iqr_compactness,S_hrv_intra_raw,S_hrv_rel_raw,E_ext_raw,D_dom_raw,S_desc_raw,hrv_intra_norm,hrv_rel_norm,desc_norm,struct_norm,S_primary
ok,kmeans,centroid-based,hrv_raw_scaled,"{""n_clusters"": 6}",6,0,0.0,530,10.0,172.0,84.5,1.9917124498676595,17.2,0.2778030223018009,152.63491081633654,1.1673009307017497,4,True,True,True,True,True,True,0,0.3312887408852353,0.801457974369084,0.0134202810366016,1.0,0.3597435218797079,0.5853174305646345,0.1095591109974537,0.3950141027377621,0.9194070080862532,0.0303947533403538,0.5780444688175503,-0.1521370133070174,0.8819164294104853,0.8201684041700075,0.2060380064486419,0.4572879615719989,0.6282340228103994
