cluster,t2m_pre_mean_rr,t2m_pre_mean_hr,t2m_pre_sdnn,t2m_pre_rmssd,t2m_pre_hf,t2m_pre_lf,t2m_pre_vlf
0,1.178343949044586,-1.2857142857142858,0.7554347826086957,0.35643564356435675,31.56333830104322,17.54093567251462,28.196428571428573
1,-1.7006369426751593,4.428571428571429,-2.4184782608695654,-3.6831683168316762,-1.068554396423249,-1.108187134502924,-1.3035714285714286
2,0.01910828025477707,0.7142857142857143,0.125,0.5148514851485158,-0.16244411326378538,0.4473684210526316,0.625
3,-0.01910828025477707,0.7142857142857143,1.2445652173913044,-0.3564356435643553,5.023845007451565,50.87426900584796,76.76785714285714
4,0.821656050955414,-0.7142857142857143,-2.4619565217391304,-1.900990099009897,-0.9314456035767511,-0.8918128654970761,-0.6964285714285714
5,-9.802547770700636,-1.8571428571428572,-0.125,1.4851485148514842,0.16244411326378538,-0.4473684210526316,-0.625
