variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,median_1,median_2,median_diff,mean_1,mean_2,n_1,n_2,p_adj_fdr
t2m_pre_mean_rr,0,1,mannwhitneyu,1295.0,0.005884692820155142,-0.3069306930693069,780.0,872.0,-92.0,786.7567567567568,861.6118811881188,37,101,0.025854783360176256
t2m_pre_mean_rr,0,2,mannwhitneyu,1021.5,0.36593991431774764,-0.10941586748038361,780.0,809.5,-29.5,786.7567567567568,805.1935483870968,37,62,0.46294018238791035
t2m_pre_mean_rr,0,3,mannwhitneyu,693.0,0.003772191722321146,-0.35414725069897485,780.0,898.5,-118.5,786.7567567567568,871.2448275862068,37,58,0.02333615394565081
t2m_pre_mean_rr,0,4,mannwhitneyu,791.5,0.3947487949004832,-0.10867117117117117,780.0,836.0,-56.0,786.7567567567568,819.625,37,48,0.4736985538805798
t2m_pre_mean_rr,0,5,mannwhitneyu,856.5,0.003123295620772098,-0.34792539017891133,780.0,881.0,-101.0,786.7567567567568,862.4788732394367,37,71,0.02333615394565081
t2m_pre_mean_rr,0,6,mannwhitneyu,933.5,0.1540326189056835,-0.17279574656623836,780.0,833.0,-53.0,786.7567567567568,834.4426229508197,37,61,0.29185127792655824
t2m_pre_mean_rr,0,7,mannwhitneyu,469.5,0.003889358990941801,-0.3810151615029664,780.0,878.0,-98.0,786.7567567567568,880.629268292683,37,41,0.02333615394565081
t2m_pre_mean_rr,0,8,mannwhitneyu,705.5,0.04468209332060989,-0.25225225225225223,780.0,856.0,-76.0,786.7567567567568,838.0196078431372,37,51,0.114896811395854
t2m_pre_mean_rr,1,2,mannwhitneyu,3934.5,0.006051673504201121,0.2566272756307889,872.0,809.5,62.5,861.6118811881188,805.1935483870968,101,62,0.025854783360176256
t2m_pre_mean_rr,1,3,mannwhitneyu,2605.5,0.24776816735599883,-0.1104472516217139,872.0,898.5,-26.5,861.6118811881188,871.2448275862068,101,58,0.4002550880390891
t2m_pre_mean_rr,1,4,mannwhitneyu,2962.5,0.028846588668617622,0.22215346534653466,872.0,836.0,36.0,861.6118811881188,819.625,101,48,0.08653976600585288
t2m_pre_mean_rr,1,5,mannwhitneyu,3297.0,0.37038993947387355,-0.0804629758750523,872.0,881.0,-9.0,861.6118811881188,862.4788732394367,101,71,0.46294018238791035
t2m_pre_mean_rr,1,6,mannwhitneyu,3479.5,0.16833852702678131,0.12952442785262133,872.0,833.0,39.0,861.6118811881188,834.4426229508197,101,61,0.30300934864820633
t2m_pre_mean_rr,1,7,mannwhitneyu,1822.5,0.26519964014837016,-0.11977783144168075,872.0,878.0,-6.0,861.6118811881188,880.629268292683,101,41,0.4002550880390891
t2m_pre_mean_rr,1,8,mannwhitneyu,2666.0,0.7254404876338729,0.0351388079984469,872.0,856.0,16.0,861.6118811881188,838.0196078431372,101,51,0.7741749228715917
t2m_pre_mean_rr,2,3,mannwhitneyu,1210.0,0.0020324768341612133,-0.3270300333704116,809.5,898.5,-89.0,805.1935483870968,871.2448275862068,62,58,0.02333615394565081
t2m_pre_mean_rr,2,4,mannwhitneyu,1430.5,0.731165204934281,-0.03864247311827957,809.5,836.0,-26.5,805.1935483870968,819.625,62,48,0.7741749228715917
t2m_pre_mean_rr,2,5,mannwhitneyu,1548.0,0.0032492531208836604,-0.29668332576101775,809.5,881.0,-71.5,805.1935483870968,862.4788732394367,62,71,0.02333615394565081
t2m_pre_mean_rr,2,6,mannwhitneyu,1671.0,0.26683672535939273,-0.11634056054997356,809.5,833.0,-23.5,805.1935483870968,834.4426229508197,62,61,0.4002550880390891
t2m_pre_mean_rr,2,7,mannwhitneyu,817.5,0.002272530816231443,-0.35680566483084186,809.5,878.0,-68.5,805.1935483870968,880.629268292683,62,41,0.02333615394565081
t2m_pre_mean_rr,2,8,mannwhitneyu,1262.5,0.06652956825669654,-0.20145477545857052,809.5,856.0,-46.5,805.1935483870968,838.0196078431372,62,51,0.14088614454359266
t2m_pre_mean_rr,3,4,mannwhitneyu,1821.5,0.006463695840044064,0.30854885057471265,898.5,836.0,62.5,871.2448275862068,819.625,58,48,0.025854783360176256
