variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,n_total,p_adj_fdr
sex,0,1,chi2,2.029573539146233,0.1542638887408751,0.08638433632672288,138,0.28224386600010465
sex,0,2,chi2,5.819408193995281,0.015850277151859857,0.22153695307508428,99,0.047550831455579576
sex,0,3,chi2,5.912925689013301,0.01503018953042883,0.22838103338125723,95,0.047550831455579576
sex,0,4,chi2,0.8066654718127997,0.36910794501627064,0.0,85,0.4921439266883609
sex,0,5,chi2,1.6658352269438135,0.19681730134580472,0.0783323125870133,108,0.33740108802137947
sex,0,6,chi2,0.3972191733462227,0.5285288972226375,0.0,98,0.6394987345982143
sex,0,7,chi2,4.342498806628328,0.03717232940724835,0.20796083085792127,78,0.0955859899043529
sex,0,8,chi2,0.6413405001640291,0.4232257991372207,0.0,88,0.5441474560335694
sex,1,2,chi2,1.5017699815887293,0.22039922208016505,0.05531146527997318,163,0.34497269542982356
sex,1,3,chi2,25.27536004671245,4.970175715564058e-07,0.39192807345873426,159,8.946316288015305e-06
sex,1,4,chi2,9.091009053527564,0.002568691127329707,0.2337216725160934,149,0.010274764509318827
sex,1,5,chi2,0.0,1.0,0.0,172,1.0
sex,1,6,chi2,0.38882892387599444,0.5329156121651786,0.0,162,0.6394987345982143
sex,1,7,chi2,0.9618793194650476,0.32671383838045376,0.0,142,0.4704679272678534
sex,1,8,chi2,0.08852649970879442,0.7660588305766524,0.0,152,0.861816184398734
sex,2,3,chi2,30.608924907334135,3.1563846277997776e-08,0.49875990736607584,120,1.13629846600792e-06
sex,2,4,chi2,14.57549283154122,0.00013465444015686894,0.3528060577193473,110,0.0009095436164608755
sex,2,5,chi2,1.3190159340356047,0.25076873612992645,0.04857500071682201,133,0.3761531041948897
sex,2,6,chi2,3.2062022133350956,0.07335957638381586,0.13422983646456707,123,0.1650590468635857
sex,2,7,chi2,0.0,1.0,0.0,103,1.0
sex,2,8,chi2,2.1451836344636033,0.14301792285478857,0.10072707342007839,113,0.28224386600010465
sex,3,4,chi2,2.0047983133616474,0.1568021477778359,0.0973635693264288,106,0.28224386600010465
sex,3,5,chi2,20.891027719737046,4.86166466147523e-06,0.39414096531412474,129,4.3754981953277074e-05
sex,3,6,chi2,14.062275257521513,0.0001768557032007258,0.3326159572522889,119,0.0009095436164608755
sex,3,7,chi2,23.168518713204374,1.4840708364461894e-06,0.4755300165236881,99,1.7808850037354273e-05
sex,3,8,chi2,14.273631476067557,0.00015806369614445876,0.350469387901275,109,0.0009095436164608755
sex,4,5,chi2,7.494694614555161,0.006188102408957299,0.23446090169458253,119,0.022277168672246273
sex,4,6,chi2,3.936595958779483,0.04724628997840836,0.16464292712868406,109,0.11339109594818006
sex,4,7,chi2,10.844773508910935,0.000990749970927168,0.3343018479319159,89,0.004458374869172257
sex,4,8,chi2,4.405370930188294,0.03582593278347918,0.1861401820135535,99,0.0955859899043529
sex,5,6,chi2,0.27492995832014205,0.6000437230650956,0.0,132,0.696824968720756
sex,5,7,chi2,0.868830172163367,0.35127937010345844,0.0,112,0.4863868201432502
sex,5,8,chi2,0.05202547939806394,0.8195755390637532,0.0,122,0.8940824062513673
sex,6,7,chi2,2.2448674376403286,0.13405839655591864,0.1105829522733833,102,0.28224386600010465
sex,6,8,chi2,0.0009000321440051385,0.9760666259144801,0.0,112,1.0
sex,7,8,chi2,1.5058345289335238,0.2197758021972912,0.07374631910322192,92,0.34497269542982356
age_group,0,1,chi2,46.55517526381765,4.321567061574383e-10,0.5637180858406703,138,1.555764142166778e-08
