variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,n_total,p_adj_fdr
age_group,0,2,chi2,17.362810989408672,0.0005951205813798787,0.38244235547338123,99,0.0019476673572432393
age_group,0,3,chi2,30.743485942839392,9.626033891118492e-07,0.5429892402876203,95,8.663430502006644e-06
age_group,0,4,chi2,2.2282812704008355,0.3281971988662178,0.049340981846079116,85,0.3580333078540558
age_group,0,5,chi2,11.262801552776697,0.0035835520548077636,0.29394063630575085,108,0.009923682613313807
age_group,0,6,chi2,33.9549626168002,4.2342212866453154e-08,0.5738074899159042,98,7.621598315961568e-07
age_group,0,7,chi2,17.22121361412761,0.0001821633388676496,0.44426800861231713,78,0.0007286533554705984
age_group,0,8,chi2,18.698850783556665,0.000315530265992013,0.42435126743358903,88,0.0011359089575712466
age_group,1,2,chi2,9.257999723808105,0.02605021297741397,0.19625693293115026,163,0.046890383359345145
age_group,1,3,chi2,4.434232648270031,0.10892275429939088,0.12380240041251822,159,0.15684876619112287
age_group,1,4,chi2,34.01688280241068,1.964995311273011e-07,0.45765285224392416,149,2.3579943735276134e-06
age_group,1,5,chi2,22.298117597907655,5.654685479451872e-05,0.33579122872715006,172,0.0002544608465753343
age_group,1,6,chi2,4.244067760590017,0.23628673440948217,0.08724497877566408,162,0.26582257621066746
age_group,1,7,chi2,8.289143956799771,0.040399073623314616,0.19329418185728625,142,0.06925555478282505
age_group,1,8,chi2,5.793844670299674,0.1220824373132946,0.13554156241175536,152,0.169037220895331
age_group,2,3,chi2,5.662401322965791,0.12924151747023446,0.14887187772343632,120,0.17169949491329653
age_group,2,4,chi2,10.069511817177354,0.017984407634203673,0.25418662582210977,110,0.040464917176958264
age_group,2,5,chi2,5.521505184639896,0.13735801224042965,0.1375907780302125,133,0.17169949491329653
age_group,2,6,chi2,9.646955004625402,0.02181831733206007,0.2329921162808498,123,0.04363663466412014
age_group,2,7,chi2,2.7682107933653404,0.42875975645067066,0.0,103,0.45398091859482775
age_group,2,8,chi2,0.558222107869939,0.9059262201746061,0.0,113,0.9059262201746061
age_group,3,4,chi2,22.41409255741153,5.348868840376951e-05,0.4296984503252489,106,0.0002544608465753343
age_group,3,5,chi2,16.71967230818615,0.0008070301388012313,0.327121331788796,129,0.002421090416403694
age_group,3,6,chi2,9.280267806670437,0.02578758113562246,0.23024109182943678,119,0.046890383359345145
age_group,3,7,chi2,8.125031315426874,0.04349713870042948,0.2280115816383544,99,0.07058115180907235
age_group,3,8,chi2,4.768707531924484,0.18953838181281246,0.1269689019818079,109,0.22744605817537494
age_group,4,5,chi2,6.198033728392064,0.04509351365579622,0.18824310094727442,119,0.07058115180907235
age_group,4,6,chi2,24.128269641975983,5.762524943919867e-06,0.4524792489694479,109,4.1490179596223036e-05
age_group,4,7,chi2,9.557370457075105,0.008407045047276697,0.29262946387594596,89,0.02161811583585436
age_group,4,8,chi2,11.2642147604234,0.01037968694339085,0.2898708353190096,99,0.02491124866413804
age_group,5,6,chi2,20.610157417121112,3.3462715517840926e-05,0.3767678316022175,132,0.00020077629310704556
age_group,5,7,chi2,7.818513331395503,0.020055403391577718,0.22860655316803982,112,0.04247026600569399
age_group,5,8,chi2,5.50544209367739,0.13831348201348886,0.1431873923435955,122,0.17169949491329653
age_group,6,7,chi2,3.015416991098297,0.22141677459872158,0.0992901847828305,102,0.25712915759851535
age_group,6,8,chi2,6.643437265616629,0.08417413166469405,0.180507387445383,112,0.1262611974970411
age_group,7,8,chi2,2.4142950306508424,0.4909791547572925,0.0,92,0.5050071306075008
bmi_cat,0,1,chi2,48.86134837004519,1.3961948660850607e-10,0.5784568761459568,138,1.0052603035812437e-09
bmi_cat,0,2,chi2,4.571922673612285,0.2059639693754944,0.1254164870409866,99,0.2851808806737615
bmi_cat,0,3,chi2,4.7736976508528235,0.1891381777690229,0.1361311907523807,95,0.27235897598739295
bmi_cat,0,4,chi2,2.7857580271713154,0.42584976873441893,0.0,85,0.5110197224813027
bmi_cat,0,5,chi2,1.403344885035026,0.704750859156863,0.0,108,0.7663886653316098
bmi_cat,0,6,chi2,19.4882251849465,0.00021666583615780082,0.4119234069212658,98,0.0005199980067787219
bmi_cat,0,7,chi2,19.67387634381918,0.00019831338152833191,0.4648379338391424,78,0.0005099486953585678
bmi_cat,0,8,chi2,1.931556324125984,0.5867332500529012,0.0,88,0.681367645222724
bmi_cat,1,2,chi2,64.05532639140111,7.987451049187017e-14,0.613827969349523,163,1.4377411888536633e-12
bmi_cat,1,3,chi2,45.06316626357595,8.971066817277661e-10,0.515861471823401,159,5.382640090366597e-09
bmi_cat,1,4,chi2,38.30429412426537,2.4367786342978035e-08,0.488279071012609,149,1.0965503854340117e-07
bmi_cat,1,5,chi2,53.02006494534875,1.8153920321551863e-11,0.5407609494352871,172,1.6338528289396678e-10
bmi_cat,1,6,chi2,9.886199088925919,0.019558671479186274,0.20653651566708345,162,0.03352915110717647
bmi_cat,1,7,chi2,98.23353172332304,3.726361547635941e-21,0.8217652875219809,142,1.3414901571489389e-19
bmi_cat,1,8,chi2,39.66447650906983,1.2550805118162661e-08,0.492635944051458,152,6.454699775055083e-08
bmi_cat,2,3,chi2,8.449724717473194,0.037576539747917796,0.2135120038864878,120,0.05881545351848003
bmi_cat,2,4,chi2,8.495897940366735,0.03680123283972955,0.22399285918977707,110,0.05881545351848003
bmi_cat,2,5,chi2,3.958326953426112,0.265999369686226,0.08419194249100025,133,0.35466582624830134
bmi_cat,2,6,chi2,24.551137435562236,1.9163771886038847e-05,0.42007018984714,123,5.7491315658116544e-05
bmi_cat,2,7,chi2,19.10240346025161,0.00026038783823507017,0.3969804747733932,103,0.0005858726360289079
bmi_cat,2,8,chi2,5.5958652371149,0.13301593203458317,0.1514596936188242,113,0.19952389805187476
bmi_cat,3,4,chi2,1.233003432113554,0.7451000912946206,0.0,106,0.7663886653316098
bmi_cat,3,5,chi2,3.604637749689031,0.3074423760077552,0.06738623083009726,129,0.39528305486711385
bmi_cat,3,6,chi2,16.477699265121537,0.0009048860481966821,0.3376544433466117,119,0.0018097720963933643
bmi_cat,3,7,chi2,21.56232608434459,8.04424350321571e-05,0.4348779282535698,99,0.00022276366624289658
bmi_cat,3,8,chi2,3.496813157311607,0.321175678887142,0.06590366111377831,109,0.3987008427564521
bmi_cat,4,5,chi2,1.767981886591416,0.6219270964161894,0.0,119,0.6996679834682131
bmi_cat,4,6,chi2,13.735995407229918,0.0032874482423016697,0.31489468794013004,109,0.006228849301203164
bmi_cat,4,7,chi2,26.323466282193415,8.16000548147572e-06,0.5144766004321556,89,2.6705472484829625e-05
bmi_cat,4,8,chi2,1.2850059676940582,0.7326966000640187,0.0,99,0.7663886653316098
bmi_cat,5,6,chi2,18.351241850420777,0.00037224603944317834,0.34207755858023564,132,0.0007882857305855542
bmi_cat,5,7,chi2,26.87500290198708,6.25349785275526e-06,0.46353432273558987,112,2.2512592269918934e-05
bmi_cat,5,8,chi2,0.5096382895071582,0.9167688761529839,0.0,122,0.9167688761529839
bmi_cat,6,7,chi2,53.49126197186973,1.4404699317702215e-11,0.7068722503740731,102,1.6338528289396678e-10
bmi_cat,6,8,chi2,12.349214432145969,0.0062777983451466806,0.2898111232729753,112,0.011300037021264024
bmi_cat,7,8,chi2,28.845577885783413,2.413143517605122e-06,0.5326249357424723,92,9.652574070420488e-06
bp_cat,0,1,chi2,3.6078721729949392,0.057506653313451,0.13777988017287257,138,0.09410179633110163
bp_cat,0,2,chi2,13.776493025283346,0.0002058964393694814,0.3609457298510624,99,0.00046326698858133316
bp_cat,0,3,chi2,0.012806217547596819,0.9099000924821492,0.0,95,0.9451495707847569
bp_cat,0,4,chi2,0.12668510394723076,0.7218941045108949,0.0,85,0.7875208412846126
bp_cat,0,5,chi2,24.696285823046388,6.71133875997568e-07,0.47052375985031775,108,1.7257728239937463e-06
bp_cat,0,6,chi2,27.628613279757992,1.4698826204668625e-07,0.5238746734514843,98,4.0704441797543886e-07
bp_cat,0,7,chi2,1.2065269210848475,0.27202104868778143,0.05013909956899186,78,0.37664452895231276
bp_cat,0,8,chi2,0.24886735474970764,0.6178737392775467,0.0,88,0.7414484871330561
bp_cat,1,2,chi2,4.9334931050031,0.02634102014038349,0.15570369766545678,163,0.045156034526371694
bp_cat,1,3,chi2,7.181128808344625,0.007367434031945574,0.19769313665788918,159,0.013959348692107403
bp_cat,1,4,chi2,1.5637206920337785,0.2111212699376537,0.06134689599500262,149,0.31668190490648057
bp_cat,1,5,chi2,75.2911556707314,4.061750123703209e-18,0.659114452230174,172,3.6555751113328884e-17
bp_cat,1,6,chi2,78.44872392779381,8.210193020896863e-19,0.6935617877374168,162,1.4778347437614354e-17
bp_cat,1,7,chi2,0.010368373115398679,0.9188954160407359,0.0,142,0.9451495707847569
bp_cat,1,8,chi2,1.2182932578972183,0.2696958610634661,0.03744134707995163,152,0.37664452895231276
bp_cat,2,3,chi2,17.419675708051678,2.997074669121976e-05,0.37137526984076946,120,7.192979205892742e-05
bp_cat,2,4,chi2,10.288021073612736,0.001338966130971858,0.2917776552208504,110,0.0028354576891168755
bp_cat,2,5,chi2,76.26505166800753,2.4803489965679036e-18,0.7550927865076168,133,2.9764187958814845e-17
bp_cat,2,6,chi2,79.46347642241253,4.912226887464629e-19,0.801947175248903,123,1.4778347437614354e-17
bp_cat,2,7,chi2,5.5256922477881805,0.01873918682419806,0.21042260048394076,103,0.0337305362835565
bp_cat,2,8,chi2,9.602462147321019,0.0019431664607861981,0.27700919759332876,113,0.0038863329215723962
bp_cat,3,4,chi2,0.7003678870441324,0.4026601064809311,0.0,106,0.5177058511897685
bp_cat,3,5,chi2,28.29715289104586,1.0404890894319278e-07,0.46174775058557666,129,3.1214672682957833e-07
bp_cat,3,6,chi2,31.272164948246072,2.2427223623095447e-08,0.5064487862006407,119,7.339818640285782e-08
bp_cat,3,7,chi2,2.545991067385096,0.11057450771799605,0.12519156397159184,99,0.17307314251512426
bp_cat,3,8,chi2,1.0065145770952062,0.315739288845967,0.0,109,0.42098571846128935
bp_cat,4,5,chi2,35.485376524191445,2.5697256769821595e-09,0.5405535314526322,119,9.251012437135774e-09
bp_cat,4,6,chi2,38.47587713069495,5.543465752651306e-10,0.589018567787622,109,2.494559588693088e-09
bp_cat,4,7,chi2,0.3075310927216419,0.5791991718491896,0.0,89,0.7190058685024422
bp_cat,4,8,chi2,0.0,1.0,0.0,99,1.0
bp_cat,5,6,chi2,0.14449221466654122,0.7038553636255932,0.0,132,0.7875208412846126
bp_cat,5,7,chi2,39.99810254037896,2.5420967542825735e-10,0.592690143059898,112,1.3073640450596092e-09
bp_cat,5,8,chi2,38.241914245340574,6.249550189726884e-10,0.5547405995286909,122,2.4998200758907538e-09
bp_cat,6,7,chi2,42.99294448887112,5.493763324947139e-11,0.6447592188801791,102,3.9555095939619396e-10
bp_cat,6,8,chi2,41.23407034651895,1.3504795412456868e-10,0.6020110917442341,112,8.102877247474121e-10
bp_cat,7,8,chi2,0.186306918014235,0.6660082784149026,0.0,92,0.7734289684818224
