variable,type,test,statistic,p_value,effect_size,p_adj_fdr
sex,categorical,chi2,31.084762973208527,2.941897360948228e-06,0.22624283211913948,1.1767589443792911e-05
age_group,categorical,chi2,19.99763428539116,0.06713072748018867,0.07102322448102821,0.13426145496037734
bmi_cat,categorical,chi2,11.651081842446523,0.4740927134206735,0.0,0.6321236178942313
bp_cat,categorical,chi2,2.3986339135750203,0.6628741546407041,0.0,0.6628741546407041
