cluster,t2m_pre_mean_rr,t2m_pre_mean_hr,t2m_pre_sdnn,t2m_pre_rmssd,t2m_pre_hf,t2m_pre_lf,t2m_pre_vlf
0,1.4029850746268657,-1.4,0.55,0.6923076923076922,35.0,10.866171003717472,13.981818181818182
1,-2.0,2.4,-2.32,-3.1153846153846128,-1.0,-1.0,-1.0
2,-0.04477611940298507,0.0,0.0,1.0,0.0,0.0,0.0
3,0.0,0.0,1.0,0.0,5.7105263157894735,32.05576208178439,38.70909090909091
4,1.0,-1.0,-2.39,-1.4999999999999987,-0.8552631578947368,-0.8513011152416357,-0.7454545454545455
