cluster,n,fraction,t2m_pre_mean_rr,t2m_pre_mean_hr,t2m_pre_sdnn,t2m_pre_rmssd,t2m_pre_hf,t2m_pre_lf,t2m_pre_vlf,age,weight_kg,height_m_final,imc_final,bp_systolic,bp_diastolic,bp_pam,bp_pp,auto_label
0,15,0.02830188679245283,1.4029850746268657,-1.4,0.55,0.6923076923076922,35.0,10.866171003717472,13.981818181818182,0.0,-4.99999999999998,-3.5,-1.7086014942456935,-5.0,-1.0,-1.5454545454545512,-4.0,lower_heart_rate__longer_rr__lower_bmi__lower_sbp__lower_dbp
1,157,0.2962264150943396,-2.0,2.4,-2.32,-3.1153846153846128,-1.0,-1.0,-1.0,0.0,2.1428571428571344,0.0,1.0,2.0,0.0,0.27272727272727554,-1.0,lower_vagal__lower_global_variability__higher_heart_rate__shorter_rr__higher_bmi__higher_sbp
2,172,0.32452830188679244,-0.04477611940298507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2142857142857114,-1.0,1.330627790362627,1.0,0.0,0.0,0.0,higher_vagal__higher_bmi__higher_sbp
3,19,0.035849056603773584,0.0,0.0,1.0,0.0,5.7105263157894735,32.05576208178439,38.70909090909091,0.0,1.0,1.5,0.0,0.0,1.5,1.3636363636363777,0.0,higher_global_variability__higher_dbp
4,167,0.3150943396226415,1.0,-1.0,-2.39,-1.4999999999999987,-0.8552631578947368,-0.8513011152416357,-0.7454545454545455,0.0,0.0,0.0,-0.2694259051049193,-1.0,-1.5,-1.0,2.0,lower_vagal__lower_global_variability__lower_heart_rate__longer_rr__lower_sbp__lower_dbp
