variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,n_total,p_adj_fdr
sex,0,1,chi2,1.3542531650546508,0.24453594678579946,0.045138974951322616,172,0.4075599113096658
sex,0,2,chi2,9.367325805809937e-05,0.992277799133809,0.0,187,1.0
sex,0,3,chi2,0.0,1.0,0.0,34,1.0
sex,0,4,chi2,1.6887675226884133,0.1937635165014801,0.06144051234306326,182,0.4075599113096658
sex,1,2,chi2,20.067608499410127,7.475207172152708e-06,0.24108960564008508,329,3.737603586076354e-05
sex,1,3,chi2,1.6048355325593004,0.20521928921629543,0.058512065208887167,176,0.4075599113096658
sex,1,4,chi2,0.05252911334902245,0.8187194519904593,0.0,324,1.0
sex,2,3,chi2,0.04204505898150934,0.8375339054831296,0.0,191,1.0
sex,2,4,chi2,23.74224678267818,1.1013815833532057e-06,0.2593773110453009,339,1.1013815833532056e-05
sex,3,4,chi2,2.013699056181267,0.15588483457304048,0.07382679189839125,186,0.4075599113096658
age_group,0,1,chi2,1.404987272664448,0.7043661042488321,0.0,172,0.8554879556089419
age_group,0,2,chi2,1.7691384141216027,0.621673678101254,0.0,187,0.8554879556089419
age_group,0,3,chi2,0.006697445367805432,0.9347756003365648,0.0,34,0.9347756003365648
age_group,0,4,chi2,2.861065237945162,0.4135458927513581,0.0,182,0.8554879556089419
age_group,1,2,chi2,1.1295775774509145,0.7699391600480477,0.0,329,0.8554879556089419
age_group,1,3,chi2,1.174856467856351,0.759040868407228,0.0,176,0.8554879556089419
age_group,1,4,chi2,12.696539990439478,0.005341001049099279,0.17318134984343317,324,0.05341001049099279
age_group,2,3,chi2,1.6823814617252033,0.6408578777636944,0.0,191,0.8554879556089419
age_group,2,4,chi2,8.240914959832317,0.04128647475389291,0.12441680542567132,339,0.20643237376946455
age_group,3,4,chi2,4.214330737022196,0.23923101755392442,0.08047660492097619,186,0.7974367251797481
bmi_cat,0,1,chi2,1.3838082471488242,0.7093345188138869,0.0,172,0.7881494653487632
bmi_cat,0,2,chi2,0.7354504254207413,0.8648356465442192,0.0,187,0.8648356465442192
bmi_cat,0,3,chi2,3.671132376395534,0.2992356129541907,0.1326600324533591,34,0.7881494653487632
bmi_cat,0,4,chi2,1.6333850816884754,0.6518438896302636,0.0,182,0.7881494653487632
bmi_cat,1,2,chi2,2.235376825227723,0.5250138948833125,0.0,329,0.7881494653487632
bmi_cat,1,3,chi2,2.5846801152781023,0.4601816527918986,0.0,176,0.7881494653487632
bmi_cat,1,4,chi2,2.2334736980071446,0.525385226151649,0.0,324,0.7881494653487632
bmi_cat,2,3,chi2,5.454077667144472,0.14141122738200168,0.11328482357455748,191,0.7070561369100083
bmi_cat,2,4,chi2,6.49548766534701,0.08984062927462674,0.1015653001383746,339,0.7070561369100083
bmi_cat,3,4,chi2,1.8374228334253535,0.6068253641279242,0.0,186,0.7881494653487632
bp_cat,0,1,chi2,0.04897555771704675,0.8248555644866347,0.0,172,1.0
bp_cat,0,2,chi2,0.007868535648346752,0.9293165441351164,0.0,187,1.0
bp_cat,0,3,chi2,0.06790097774079465,0.7944178333436499,0.0,34,1.0
bp_cat,0,4,chi2,0.0,1.0,0.0,182,1.0
bp_cat,1,2,chi2,0.04685238499104424,0.82863378626449,0.0,329,1.0
bp_cat,1,3,chi2,0.004521444591445791,0.9463892980606184,0.0,176,1.0
bp_cat,1,4,chi2,1.470719556528913,0.22523219820841436,0.038049505944278715,324,1.0
bp_cat,2,3,chi2,0.05016329194713228,0.8227793768945562,0.0,191,1.0
bp_cat,2,4,chi2,0.8193525836260811,0.3653695231648326,0.0,339,1.0
bp_cat,3,4,chi2,0.49041236412623673,0.4837434159148649,0.0,186,1.0
