cluster,variable,n,mean,std,median,q1,q3,min,max,iqr
0,t2m_pre_vlf,15,516.1333333333333,378.21287782462,430.0,247.5,620.0,60.0,1400.0,372.5
1,t2m_pre_vlf,157,49.961783439490446,95.68651308592317,18.0,7.0,42.0,1.0,747.0,35.0
2,t2m_pre_vlf,172,75.87209302325581,93.87727418528478,45.5,26.0,84.5,4.0,750.0,58.5
3,t2m_pre_vlf,19,1140.6315789473683,573.7332142813336,1110.0,680.0,1475.0,250.0,2340.0,795.0
4,t2m_pre_vlf,167,64.67664670658682,122.17670737432837,25.0,14.0,49.0,3.0,853.0,35.0
0,age,15,70.73333333333333,5.063407473045717,71.0,66.5,75.5,63.0,79.0,9.0
1,age,157,70.29936305732484,5.99194434450128,70.0,66.0,74.0,55.0,89.0,8.0
2,age,172,70.59883720930233,6.049174593272533,71.0,66.0,75.0,57.0,87.0,9.0
3,age,19,70.21052631578948,4.756036484399131,71.0,66.0,74.0,64.0,79.0,8.0
4,age,167,71.74850299401197,6.863311367422862,71.0,67.5,76.0,50.0,89.0,8.5
0,weight_kg,15,67.04666666666667,9.355736717319996,65.0,60.95,75.05,50.6,82.7,14.099999999999994
1,weight_kg,157,76.54649681528662,13.871269554704954,75.0,66.0,85.2,50.0,114.6,19.200000000000003
2,weight_kg,172,75.37848837209303,14.577285544365562,71.7,65.0,85.0,47.0,120.0,20.0
3,weight_kg,19,74.9421052631579,14.524665449942331,73.4,64.5,78.05,57.2,116.0,13.549999999999997
4,weight_kg,167,74.00239520958084,13.706919157222295,72.0,65.05,81.05,48.0,120.0,16.0
0,height_m_final,15,1.5173333333333334,0.11310340822619346,1.5,1.45,1.6,1.3,1.7,0.15000000000000013
1,height_m_final,157,1.5780891719745223,0.09161747228643746,1.57,1.5,1.61,1.4,1.8,0.1100000000000001
2,height_m_final,172,1.5576744186046512,0.08183101141672734,1.55,1.5,1.6,1.3,1.78,0.10000000000000009
3,height_m_final,19,1.5578947368421054,0.07685331969757732,1.6,1.5,1.6,1.4,1.7,0.10000000000000009
4,height_m_final,167,1.5649101796407183,0.09053301510201409,1.57,1.5,1.6,1.3,1.8,0.10000000000000009
0,imc_final,15,29.55537861198256,6.0078427676639095,28.265306122448983,25.59065016847469,33.355555555555554,19.765625,42.193877551020414,7.764905387080866
1,imc_final,157,30.791907495214744,5.31531478535713,30.08639971931056,26.890680599972978,33.333333333333336,19.921875,47.8049208368054,6.442652733360358
2,imc_final,172,31.161620985041605,6.077851920419834,30.308693088509763,26.5625,34.17501091704099,18.359375,57.07491082045184,7.612510917040993
3,imc_final,19,30.951128227348732,5.913555345044052,29.4140625,28.168229166666666,33.46666666666667,22.34375,45.31249999999999,5.298437500000002
4,imc_final,167,30.232595297071416,5.09329748602647,29.232917436151528,26.7985396198454,32.879818594104314,19.0234375,47.66600920447074,6.081278974258915
0,bp_systolic,15,124.4,13.42598759336321,123.0,115.5,135.0,99.0,147.0,19.5
1,bp_systolic,157,129.0828025477707,17.437787506476244,130.0,118.0,140.0,80.0,172.0,22.0
2,bp_systolic,172,131.70348837209303,16.154929345127538,129.0,120.0,144.0,96.0,168.0,24.0
3,bp_systolic,19,134.26315789473685,16.144631392726733,128.0,125.5,137.0,109.0,167.0,11.5
4,bp_systolic,167,129.94011976047904,18.68660386054653,127.0,119.0,138.0,94.0,203.0,19.0
0,bp_diastolic,15,74.06666666666666,10.166237305531528,76.0,68.0,78.5,55.0,92.0,10.5
1,bp_diastolic,157,78.85350318471338,10.900961664602386,78.0,70.0,87.0,53.0,115.0,17.0
2,bp_diastolic,172,78.02906976744185,9.082743309716054,78.0,72.0,84.0,55.0,105.0,12.0
3,bp_diastolic,19,80.84210526315789,11.658393056290855,81.0,74.5,91.5,56.0,98.0,17.0
4,bp_diastolic,167,75.53892215568862,9.979345237107173,75.0,69.0,82.5,52.0,102.0,13.5
0,bp_pam,15,90.84444444444445,10.222032434401052,91.66666666666669,83.83333333333333,96.83333333333334,69.66666666666667,108.0,13.000000000000014
1,bp_pam,157,95.59660297239915,11.471818054207954,95.0,88.0,102.33333333333331,66.0,129.66666666666666,14.333333333333314
2,bp_pam,172,95.9205426356589,10.17345431371691,94.5,89.0,102.66666666666669,69.33333333333333,122.33333333333331,13.666666666666686
3,bp_pam,19,98.64912280701755,11.83031974365727,97.0,90.66666666666669,104.0,81.66666666666667,121.0,13.333333333333314
4,bp_pam,167,93.67265469061877,11.629284519648897,92.66666666666669,86.33333333333333,100.66666666666666,69.66666666666667,135.66666666666666,14.333333333333329
0,bp_pp,15,50.333333333333336,10.499433091271897,47.0,44.0,58.0,34.0,69.0,14.0
1,bp_pp,157,50.22929936305732,14.84573348511583,50.0,39.0,60.0,16.0,94.0,21.0
2,bp_pp,172,53.674418604651166,13.161117516377008,51.0,44.0,62.25,26.0,93.0,18.25
3,bp_pp,19,53.421052631578945,12.997075694485554,51.0,44.5,63.5,34.0,77.0,19.0
4,bp_pp,167,54.40119760479042,14.627528050574904,53.0,44.5,61.0,27.0,101.0,16.5
