cluster,variable,n,mean,std,median,q1,q3,min,max,iqr
0,t2m_pre_mean_rr,15,924.5333333333333,122.75170447851613,962.0,830.0,1016.5,684.0,1066.0,186.5
1,t2m_pre_mean_rr,157,698.3375796178344,147.6285096041762,734.0,681.0,776.0,68.0,1036.0,95.0
2,t2m_pre_mean_rr,172,869.917441860465,138.56344141346094,865.0,821.5,937.0,85.8,1296.0,115.5
3,t2m_pre_mean_rr,19,860.421052631579,131.37660699491778,868.0,787.0,961.5,520.0,1045.0,174.5
4,t2m_pre_mean_rr,167,942.6946107784431,86.04136806777367,935.0,881.0,1002.5,600.0,1203.0,121.5
0,t2m_pre_mean_hr,15,66.4,10.280355747040776,62.0,59.0,72.5,56.0,88.0,13.5
1,t2m_pre_mean_hr,157,83.0,9.797304705232941,81.0,77.0,87.0,53.0,128.0,10.0
2,t2m_pre_mean_hr,172,68.48255813953489,6.985761489851425,69.0,64.0,73.0,46.0,87.0,9.0
3,t2m_pre_mean_hr,19,71.47368421052632,13.24289503869331,69.0,62.5,76.0,57.0,115.0,13.5
4,t2m_pre_mean_hr,166,63.69879518072289,6.775597819553656,64.0,60.0,68.0,10.0,74.0,8.0
0,t2m_pre_sdnn,14,278.7857142857143,147.5534732648726,233.0,216.25,245.0,143.0,626.0,28.75
1,t2m_pre_sdnn,152,85.93684210526315,57.243223011026686,89.5,26.0,126.5,4.8,220.0,100.5
2,t2m_pre_sdnn,170,215.09411764705882,61.49423863510728,205.5,177.0,243.0,29.0,525.0,66.0
3,t2m_pre_sdnn,18,224.83888888888887,119.88208490448335,255.5,207.0,320.5,18.1,358.0,113.5
4,t2m_pre_sdnn,165,78.57939393939394,62.12405124855343,86.0,16.0,134.0,6.5,239.0,118.0
0,t2m_pre_rmssd,13,26.23846153846154,17.849208127231602,18.2,17.4,22.5,16.3,71.6,5.100000000000001
1,t2m_pre_rmssd,154,9.001948051948052,4.5040355293415875,8.3,5.725,11.6,0.5,29.3,5.875
2,t2m_pre_rmssd,171,21.2327485380117,9.63960476617997,19.0,15.45,24.299999999999997,11.2,71.6,8.849999999999998
3,t2m_pre_rmssd,17,16.723529411764705,8.07964490337947,16.4,13.1,20.8,1.3,32.3,7.700000000000001
4,t2m_pre_rmssd,167,13.019161676646705,4.202866694246539,12.5,10.8,15.25,1.2,25.0,4.449999999999999
0,t2m_pre_hf,15,6420.333333333333,2909.231014415682,5512.0,4725.0,6660.0,3620.0,13160.0,1935.0
1,t2m_pre_hf,157,104.64331210191082,202.37807385856613,40.0,16.0,98.0,1.0,1640.0,82.0
2,t2m_pre_hf,172,356.8779069767442,487.4609262256445,192.0,100.0,332.75,6.0,3110.0,232.75
3,t2m_pre_hf,19,1238.1052631578948,856.5832575955372,1060.0,650.0,1345.0,4.0,3270.0,695.0
4,t2m_pre_hf,167,180.52095808383234,319.7039450959589,62.0,26.5,170.0,4.0,2470.0,143.5
0,t2m_pre_lf,15,2145.5333333333333,1820.9173067702,1660.0,1079.5,2310.0,470.0,7600.0,1230.5
1,t2m_pre_lf,157,180.171974522293,327.8489563562721,64.0,26.0,157.0,7.0,2160.0,131.0
2,t2m_pre_lf,172,348.52906976744185,421.9787060857133,198.5,116.0,410.0,12.0,2390.0,294.0
3,t2m_pre_lf,19,5106.1578947368425,2646.149493197782,4510.0,3515.0,6175.0,57.0,10220.0,2660.0
4,t2m_pre_lf,167,135.5688622754491,185.7285711922954,84.0,43.0,153.5,10.0,1220.0,110.5
