row_id,cluster_label
0,2
1,2
2,2
3,3
4,4
5,2
6,2
7,0
8,3
9,5
10,2
11,3
12,3
13,5
14,5
15,3
16,5
17,0
18,4
19,2
20,2
21,4
22,2
23,2
24,2
25,4
26,5
27,0
28,5
29,4
30,0
31,3
32,5
33,3
34,0
35,3
36,2
37,0
38,3
39,4
40,2
41,2
42,3
43,3
44,2
45,3
46,5
47,2
48,0
49,4
50,2
51,2
52,0
53,5
54,5
55,0
56,2
57,5
58,0
59,0
60,3
61,2
62,4
63,4
64,4
65,2
66,2
67,4
68,3
69,4
70,3
71,0
72,2
73,3
74,3
75,0
76,3
77,2
78,3
79,4
80,5
81,3
82,4
83,5
84,0
85,4
86,2
87,3
88,3
89,4
90,2
91,0
92,5
93,0
94,5
95,0
96,3
97,2
98,4
99,4
100,5
101,4
102,2
103,5
104,0
105,4
106,4
107,4
108,5
109,4
110,0
111,0
112,2
113,5
114,4
115,0
116,0
117,0
118,5
119,3
120,4
121,4
122,0
123,4
124,3
125,4
126,3
127,0
128,4
129,2
130,4
131,2
132,3
133,2
134,4
135,0
136,3
137,0
138,4
139,2
140,5
141,2
142,4
143,4
144,5
145,2
146,3
147,0
148,5
149,2
150,3
151,4
152,3
153,5
154,4
155,1
156,2
157,2
158,4
159,3
160,0
161,5
162,5
163,0
164,4
165,3
166,0
167,5
168,4
169,3
170,4
171,0
172,3
173,3
174,0
175,3
176,0
177,1
178,2
179,0
180,4
181,4
182,4
183,0
184,4
185,4
186,5
187,5
188,4
189,4
190,3
191,0
192,2
193,0
194,0
195,5
196,5
197,4
198,0
199,3
200,0
201,0
202,2
203,0
204,3
205,4
206,3
207,5
208,2
209,3
210,2
211,5
212,0
213,0
214,5
215,4
216,5
217,5
218,4
219,2
220,4
221,4
222,5
223,2
224,4
225,3
226,0
227,4
228,2
229,4
230,5
231,5
232,0
233,2
234,5
235,2
236,3
237,4
238,5
239,0
240,2
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,1
257,0
258,0
259,0
260,2
261,0
262,0
263,0
264,4
265,3
266,0
267,0
268,0
269,0
270,1
271,0
272,0
273,0
274,1
275,0
276,2
277,0
278,2
279,0
280,0
281,0
282,3
283,2
284,1
285,0
286,0
287,2
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,1
296,2
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,2
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,5
323,4
324,2
325,5
326,2
327,0
328,2
329,0
330,3
331,2
332,0
333,5
334,4
335,0
336,3
337,3
338,4
339,4
340,0
341,4
342,5
343,1
344,0
345,4
346,4
347,3
348,3
349,0
350,3
351,4
352,3
353,0
354,3
355,4
356,3
357,4
358,5
359,3
360,3
361,0
362,2
363,3
364,4
365,3
366,5
367,5
368,2
369,3
370,3
371,2
372,5
373,5
374,4
375,1
376,5
377,2
378,4
379,4
380,4
381,5
382,2
383,5
384,4
385,2
386,0
387,5
388,4
389,3
390,2
391,5
392,5
393,5
394,2
395,1
396,0
397,5
398,5
399,4
400,3
401,1
402,1
403,4
404,3
405,2
406,5
407,2
408,0
409,2
410,5
411,3
412,5
413,2
414,5
415,0
416,2
417,4
418,4
419,2
420,1
421,1
422,1
423,1
424,5
425,1
426,0
427,1
428,1
429,1
430,1
431,1
432,1
433,5
434,1
435,1
436,5
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,5
458,1
459,0
460,1
461,1
462,1
463,1
464,1
465,1
466,5
467,1
468,1
469,5
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,5
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,0
491,1
492,1
493,1
494,1
495,5
496,1
497,1
498,1
499,1
500,1
501,1
502,5
503,1
504,1
505,1
506,1
507,1
508,1
509,5
510,1
511,1
512,5
513,4
514,1
515,1
516,0
517,1
518,1
519,1
520,1
521,1
522,1
523,4
524,1
525,1
526,1
527,1
528,1
529,1
