row_id,cluster_label
0,1
1,2
2,2
3,2
4,2
5,2
6,2
7,1
8,5
9,2
10,1
11,5
12,2
13,1
14,2
15,5
16,2
17,1
18,1
19,2
20,2
21,5
22,2
23,2
24,2
25,5
26,5
27,1
28,2
29,5
30,1
31,5
32,2
33,5
34,2
35,2
36,1
37,2
38,2
39,2
40,1
41,2
42,2
43,2
44,2
45,2
46,2
47,5
48,2
49,5
50,2
51,2
52,2
53,2
54,5
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,4
63,5
64,5
65,2
66,2
67,5
68,5
69,5
70,2
71,2
72,2
73,5
74,5
75,2
76,5
77,2
78,5
79,5
80,1
81,5
82,5
83,2
84,2
85,2
86,2
87,2
88,5
89,5
90,2
91,2
92,2
93,2
94,2
95,2
96,5
97,2
98,5
99,5
100,2
101,5
102,2
103,2
104,2
105,2
106,5
107,5
108,1
109,2
110,1
111,1
112,2
113,5
114,5
115,2
116,2
117,2
118,2
119,5
120,5
121,2
122,3
123,5
124,5
125,5
126,2
127,2
128,2
129,1
130,2
131,1
132,2
133,2
134,2
135,1
136,2
137,1
138,2
139,2
140,2
141,1
142,5
143,2
144,1
145,2
146,5
147,2
148,2
149,1
150,5
151,5
152,2
153,2
154,5
155,5
156,2
157,2
158,5
159,5
160,2
161,5
162,2
163,2
164,5
165,5
166,2
167,2
168,5
169,5
170,5
171,2
172,5
173,2
174,2
175,5
176,2
177,5
178,2
179,2
180,5
181,2
182,5
183,2
184,5
185,2
186,2
187,1
188,5
189,6
190,2
191,2
192,2
193,2
194,2
195,2
196,1
197,5
198,1
199,2
200,1
201,2
202,3
203,1
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,1
213,1
214,1
215,5
216,2
217,2
218,2
219,2
220,2
221,2
222,1
223,2
224,5
225,2
226,2
227,5
228,2
229,5
230,2
231,2
232,2
233,2
234,2
235,2
236,5
237,5
238,2
239,8
240,3
241,1
242,1
243,0
244,1
245,8
246,8
247,0
248,1
249,8
250,0
251,8
252,8
253,0
254,1
255,1
256,0
257,2
258,8
259,8
260,3
261,1
262,8
263,8
264,7
265,2
266,8
267,8
268,1
269,8
270,5
271,8
272,7
273,2
274,1
275,1
276,1
277,8
278,2
279,1
280,7
281,8
282,2
283,2
284,2
285,1
286,8
287,2
288,1
289,1
290,8
291,1
292,1
293,8
294,2
295,5
296,2
297,8
298,8
299,1
300,8
301,1
302,0
303,1
304,1
305,1
306,8
307,8
308,8
309,1
310,8
311,8
312,8
313,2
314,8
315,1
316,8
317,8
318,8
319,2
320,1
321,2
322,2
323,5
324,2
325,2
326,1
327,2
328,2
329,2
330,2
331,2
332,2
333,2
334,5
335,2
336,2
337,2
338,5
339,2
340,2
341,2
342,5
343,2
344,2
345,2
346,5
347,2
348,5
349,5
350,2
351,2
352,5
353,2
354,2
355,2
356,5
357,5
358,2
359,2
360,2
361,2
362,2
363,2
364,5
365,5
366,2
367,5
368,2
369,2
370,2
371,2
372,2
373,2
374,2
375,2
376,2
377,1
378,5
379,5
380,2
381,2
382,2
383,5
384,2
385,2
386,2
387,2
388,5
389,5
390,2
391,2
392,2
393,2
394,2
395,2
396,2
397,5
398,5
399,5
400,2
401,5
402,2
403,2
404,2
405,2
406,5
407,1
408,2
409,2
410,2
411,2
412,5
413,2
414,2
415,2
416,1
417,5
418,2
419,2
420,5
421,2
422,2
423,2
424,2
425,2
426,1
427,5
428,2
429,5
430,5
431,5
432,2
433,5
434,5
435,5
436,5
437,5
438,5
439,2
440,5
441,5
442,5
443,2
444,5
445,5
446,5
447,5
448,2
449,2
450,5
451,5
452,5
453,5
454,2
455,2
456,2
457,2
458,5
459,1
460,5
461,2
462,5
463,5
464,5
465,2
466,5
467,5
468,5
469,5
470,2
471,5
472,2
473,5
474,5
475,5
476,2
477,5
478,5
479,5
480,5
481,2
482,2
483,5
484,5
485,5
486,2
487,5
488,5
489,5
490,1
491,5
492,5
493,2
494,2
495,5
496,5
497,5
498,6
499,5
500,5
501,2
502,5
503,5
504,5
505,2
506,5
507,5
508,2
509,2
510,5
511,5
512,2
513,5
514,1
515,5
516,1
517,5
518,5
519,5
520,5
521,5
522,5
523,5
524,2
525,5
526,2
527,2
528,2
529,2
