row_id,cluster_label
0,3
1,6
2,7
3,5
4,2
5,13
6,28
7,3
8,29
9,2
10,15
11,20
12,25
13,3
14,6
15,9
16,13
17,3
18,3
19,25
20,17
21,20
22,15
23,11
24,13
25,20
26,25
27,3
28,15
29,29
30,3
31,25
32,13
33,25
34,15
35,27
36,3
37,13
38,28
39,6
40,15
41,27
42,11
43,27
44,15
45,28
46,13
47,16
48,15
49,20
50,11
51,13
52,2
53,17
54,29
55,6
56,11
57,11
58,13
59,17
60,5
61,17
62,27
63,20
64,29
65,13
66,7
67,18
68,9
69,25
70,7
71,5
72,2
73,16
74,7
75,11
76,29
77,13
78,18
79,29
80,3
81,9
82,9
83,27
84,5
85,5
86,13
87,2
88,16
89,20
90,15
91,11
92,13
93,5
94,13
95,13
96,9
97,15
98,20
99,20
100,5
101,29
102,5
103,2
104,13
105,5
106,18
107,29
108,3
109,7
110,17
111,3
112,17
113,29
114,20
115,17
116,11
117,7
118,13
119,9
120,20
121,0
122,3
123,29
124,9
125,9
126,25
127,0
128,11
129,0
130,12
131,0
132,12
133,15
134,12
135,0
136,7
137,15
138,5
139,11
140,5
141,3
142,9
143,5
144,3
145,15
146,18
147,17
148,7
149,0
150,9
151,9
152,7
153,2
154,9
155,18
156,12
157,23
158,18
159,18
160,23
161,29
162,12
163,0
164,20
165,16
166,23
167,0
168,20
169,29
170,20
171,6
172,9
173,12
174,12
175,16
176,25
177,20
178,2
179,23
180,16
181,0
182,20
183,23
184,18
185,0
186,23
187,3
188,16
189,20
190,12
191,15
192,23
193,2
194,11
195,28
196,0
197,20
198,3
199,12
200,14
201,12
202,3
203,0
204,2
205,7
206,12
207,11
208,23
209,5
210,15
211,23
212,3
213,0
214,3
215,16
216,12
217,7
218,0
219,23
220,12
221,7
222,3
223,15
224,29
225,2
226,23
227,29
228,17
229,20
230,2
231,28
232,23
233,12
234,27
235,13
236,9
237,18
238,11
239,10
240,3
241,3
242,3
243,1
244,3
245,10
246,10
247,1
248,14
249,10
250,1
251,10
252,10
253,1
254,14
255,14
256,1
257,0
258,10
259,10
260,3
261,14
262,10
263,10
264,1
265,1
266,10
267,10
268,14
269,10
270,24
271,10
272,1
273,23
274,14
275,14
276,0
277,10
278,1
279,14
280,1
281,10
282,23
283,1
284,2
285,14
286,10
287,1
288,14
289,14
290,10
291,14
292,14
293,10
294,1
295,4
296,15
297,10
298,10
299,14
300,10
301,3
302,1
303,3
304,14
305,14
306,10
307,10
308,10
309,14
310,10
311,10
312,10
313,1
314,10
315,14
316,10
317,10
318,10
319,1
320,14
321,13
322,5
323,29
324,27
325,5
326,3
327,6
328,6
329,6
330,27
331,15
332,6
333,2
334,9
335,13
336,28
337,28
338,18
339,27
340,25
341,25
342,9
343,2
344,27
345,13
346,20
347,28
348,16
349,16
350,7
351,13
352,29
353,13
354,5
355,5
356,26
357,20
358,5
359,5
360,5
361,13
362,11
363,25
364,20
365,29
366,5
367,25
368,13
369,6
370,2
371,5
372,13
373,5
374,5
375,24
376,27
377,3
378,18
379,20
380,13
381,11
382,17
383,29
384,17
385,15
386,2
387,25
388,9
389,16
390,15
391,7
392,11
393,2
394,11
395,4
396,13
397,26
398,16
399,29
400,25
401,4
402,2
403,5
404,7
405,17
406,18
407,15
408,15
409,2
410,6
411,5
412,20
413,25
414,17
415,5
416,0
417,9
418,28
419,6
420,4
421,21
422,21
423,21
424,21
425,21
426,1
427,4
428,21
429,4
430,8
431,8
432,21
433,4
434,21
435,4
436,4
437,21
438,8
439,21
440,4
441,21
442,8
443,4
444,8
445,8
446,4
447,4
448,21
449,21
450,8
451,4
452,8
453,22
454,24
455,24
456,19
457,19
458,24
459,1
460,22
461,19
462,4
463,22
464,8
465,24
466,4
467,24
468,22
469,22
470,24
471,8
472,19
473,4
474,24
475,8
476,4
477,8
478,8
479,4
480,4
481,24
482,24
483,8
484,22
485,8
486,19
487,8
488,8
489,8
490,1
491,24
492,22
493,24
494,19
495,4
496,8
497,24
498,8
499,24
500,8
501,19
502,4
503,24
504,4
505,19
506,22
507,4
508,24
509,19
510,24
511,8
512,19
513,8
514,1
515,24
516,19
517,22
518,4
519,8
520,22
521,24
522,22
523,8
524,19
525,8
526,19
527,19
528,19
529,19
