row_id,cluster_label
0,5
1,4
2,11
3,3
4,11
5,0
6,9
7,5
8,2
9,11
10,5
11,12
12,9
13,5
14,9
15,14
16,0
17,5
18,5
19,9
20,0
21,12
22,13
23,4
24,0
25,12
26,9
27,5
28,13
29,2
30,5
31,9
32,0
33,9
34,13
35,0
36,5
37,0
38,9
39,4
40,13
41,0
42,4
43,3
44,13
45,9
46,0
47,2
48,13
49,12
50,4
51,0
52,11
53,0
54,2
55,4
56,4
57,4
58,0
59,0
60,3
61,5
62,3
63,12
64,2
65,0
66,11
67,2
68,11
69,9
70,11
71,3
72,9
73,2
74,11
75,4
76,2
77,0
78,2
79,2
80,5
81,14
82,14
83,0
84,3
85,3
86,0
87,11
88,2
89,12
90,13
91,13
92,0
93,3
94,0
95,0
96,14
97,13
98,12
99,12
100,3
101,2
102,3
103,11
104,0
105,3
106,2
107,2
108,5
109,11
110,0
111,5
112,0
113,2
114,12
115,4
116,4
117,11
118,0
119,14
120,12
121,0
122,5
123,2
124,14
125,14
126,9
127,0
128,4
129,5
130,14
131,5
132,3
133,13
134,3
135,5
136,11
137,5
138,3
139,4
140,3
141,5
142,14
143,3
144,5
145,13
146,2
147,0
148,11
149,5
150,14
151,14
152,14
153,11
154,14
155,2
156,3
157,4
158,12
159,2
160,4
161,2
162,3
163,0
164,12
165,2
166,4
167,0
168,12
169,2
170,12
171,4
172,14
173,3
174,3
175,2
176,9
177,12
178,11
179,4
180,2
181,5
182,12
183,4
184,2
185,0
186,4
187,5
188,2
189,12
190,3
191,13
192,4
193,11
194,4
195,9
196,5
197,12
198,5
199,3
200,6
201,3
202,5
203,5
204,9
205,11
206,3
207,4
208,4
209,3
210,13
211,4
212,5
213,5
214,5
215,2
216,14
217,11
218,0
219,4
220,14
221,11
222,5
223,13
224,2
225,11
226,4
227,2
228,0
229,12
230,9
231,9
232,4
233,3
234,3
235,0
236,14
237,2
238,4
239,8
240,0
241,5
242,5
243,6
244,5
245,8
246,8
247,6
248,6
249,8
250,6
251,8
252,8
253,6
254,6
255,8
256,6
257,5
258,8
259,8
260,0
261,6
262,8
263,8
264,6
265,6
266,8
267,8
268,6
269,8
270,7
271,8
272,6
273,4
274,6
275,6
276,5
277,8
278,6
279,6
280,6
281,8
282,4
283,6
284,11
285,6
286,8
287,6
288,6
289,6
290,8
291,6
292,6
293,8
294,6
295,1
296,13
297,8
298,8
299,6
300,8
301,5
302,6
303,5
304,6
305,6
306,8
307,8
308,8
309,6
310,8
311,8
312,8
313,6
314,8
315,6
316,8
317,8
318,8
319,6
320,8
321,0
322,3
323,2
324,0
325,3
326,5
327,4
328,4
329,4
330,3
331,13
332,4
333,11
334,14
335,0
336,9
337,9
338,2
339,3
340,9
341,9
342,14
343,9
344,3
345,0
346,12
347,9
348,2
349,2
350,9
351,0
352,2
353,0
354,3
355,3
356,2
357,12
358,3
359,3
360,3
361,0
362,4
363,9
364,12
365,2
366,3
367,2
368,0
369,4
370,11
371,11
372,0
373,3
374,3
375,7
376,3
377,5
378,2
379,12
380,0
381,13
382,0
383,2
384,0
385,13
386,9
387,9
388,14
389,2
390,13
391,11
392,4
393,9
394,13
395,1
396,0
397,2
398,2
399,2
400,9
401,1
402,9
403,4
404,11
405,0
406,2
407,13
408,13
409,11
410,4
411,3
412,12
413,9
414,0
415,3
416,5
417,14
418,9
419,4
420,10
421,1
422,1
423,1
424,1
425,1
426,6
427,1
428,1
429,1
430,10
431,10
432,1
433,1
434,1
435,10
436,10
437,1
438,10
439,1
440,1
441,1
442,10
443,1
444,10
445,10
446,1
447,1
448,1
449,1
450,10
451,10
452,10
453,1
454,7
455,7
456,7
457,7
458,7
459,6
460,1
461,7
462,1
463,10
464,10
465,7
466,1
467,7
468,1
469,1
470,7
471,10
472,7
473,1
474,7
475,10
476,1
477,10
478,10
479,1
480,1
481,7
482,7
483,10
484,1
485,10
486,7
487,10
488,10
489,10
490,6
491,7
492,1
493,7
494,7
495,1
496,10
497,7
498,10
499,7
500,10
501,7
502,1
503,1
504,1
505,7
506,1
507,1
508,7
509,7
510,7
511,10
512,7
513,10
514,6
515,7
516,7
517,1
518,1
519,10
520,1
521,7
522,1
523,10
524,7
525,10
526,7
527,7
528,7
529,7
