row_id,cluster_label
0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,1
8,-1
9,3
10,2
11,-1
12,-1
13,-1
14,3
15,-1
16,-1
17,-1
18,-1
19,0
20,-1
21,-1
22,0
23,-1
24,-1
25,-1
26,-1
27,1
28,3
29,-1
30,1
31,-1
32,3
33,-1
34,1
35,-1
36,-1
37,1
38,-1
39,0
40,2
41,2
42,-1
43,-1
44,0
45,-1
46,3
47,-1
48,1
49,-1
50,2
51,-1
52,1
53,-1
54,3
55,-1
56,-1
57,3
58,0
59,-1
60,-1
61,-1
62,-1
63,-1
64,5
65,2
66,2
67,-1
68,-1
69,5
70,-1
71,1
72,2
73,5
74,-1
75,1
76,5
77,-1
78,-1
79,-1
80,3
81,-1
82,-1
83,3
84,1
85,-1
86,0
87,-1
88,-1
89,-1
90,2
91,-1
92,3
93,1
94,3
95,1
96,-1
97,0
98,1
99,-1
100,2
101,5
102,0
103,-1
104,1
105,-1
106,-1
107,5
108,3
109,-1
110,1
111,-1
112,-1
113,3
114,-1
115,1
116,0
117,0
118,-1
119,-1
120,5
121,-1
122,-1
123,5
124,-1
125,-1
126,-1
127,0
128,-1
129,2
130,-1
131,-1
132,-1
133,2
134,-1
135,1
136,-1
137,-1
138,-1
139,0
140,3
141,-1
142,-1
143,-1
144,-1
145,0
146,-1
147,1
148,3
149,-1
150,-1
151,-1
152,1
153,-1
154,-1
155,5
156,2
157,-1
158,4
159,-1
160,-1
161,3
162,-1
163,1
164,-1
165,-1
166,0
167,2
168,-1
169,-1
170,4
171,-1
172,-1
173,-1
174,1
175,-1
176,1
177,4
178,0
179,1
180,-1
181,-1
182,-1
183,1
184,-1
185,-1
186,3
187,3
188,-1
189,4
190,-1
191,-1
192,0
193,1
194,1
195,3
196,-1
197,4
198,-1
199,-1
200,6
201,1
202,-1
203,1
204,-1
205,-1
206,-1
207,3
208,0
209,-1
210,0
211,2
212,6
213,1
214,-1
215,-1
216,3
217,3
218,-1
219,2
220,-1
221,-1
222,3
223,0
224,2
225,-1
226,1
227,-1
228,0
229,4
230,-1
231,-1
232,1
233,-1
234,3
235,0
236,-1
237,1
238,2
239,6
240,0
241,1
242,6
243,6
244,6
245,6
246,-1
247,-1
248,6
249,6
250,1
251,6
252,6
253,1
254,-1
255,6
256,-1
257,1
258,6
259,6
260,-1
261,6
262,-1
263,6
264,2
265,0
266,6
267,6
268,6
269,-1
270,-1
271,6
272,1
273,1
274,-1
275,6
276,-1
277,-1
278,0
279,6
280,1
281,6
282,-1
283,0
284,-1
285,1
286,6
287,0
288,-1
289,-1
290,6
291,-1
292,1
293,6
294,1
295,4
296,-1
297,6
298,6
299,6
300,6
301,1
302,1
303,-1
304,6
305,-1
306,6
307,6
308,6
309,6
310,-1
311,6
312,6
313,2
314,-1
315,6
316,6
317,6
318,6
319,1
320,6
321,1
322,-1
323,5
324,0
325,3
326,-1
327,1
328,-1
329,-1
330,0
331,0
332,1
333,3
334,-1
335,1
336,-1
337,0
338,-1
339,-1
340,1
341,-1
342,3
343,-1
344,1
345,-1
346,4
347,0
348,-1
349,1
350,-1
351,-1
352,5
353,1
354,0
355,-1
356,-1
357,-1
358,3
359,-1
360,-1
361,1
362,0
363,-1
364,-1
365,5
366,-1
367,3
368,-1
369,-1
370,-1
371,-1
372,2
373,-1
374,-1
375,-1
376,2
377,-1
378,-1
379,4
380,-1
381,-1
382,2
383,3
384,0
385,0
386,1
387,3
388,-1
389,-1
390,2
391,2
392,3
393,2
394,2
395,4
396,1
397,3
398,3
399,-1
400,-1
401,4
402,-1
403,-1
404,-1
405,2
406,3
407,1
408,1
409,0
410,3
411,0
412,2
413,2
414,3
415,-1
416,0
417,-1
418,-1
419,2
420,4
421,-1
422,-1
423,-1
424,3
425,-1
426,-1
427,4
428,-1
429,4
430,5
431,5
432,-1
433,3
434,-1
435,5
436,3
437,-1
438,4
439,-1
440,4
441,-1
442,-1
443,-1
444,5
445,4
446,5
447,5
448,-1
449,-1
450,5
451,5
452,5
453,4
454,-1
455,-1
456,-1
457,3
458,-1
459,-1
460,4
461,-1
462,4
463,5
464,5
465,-1
466,3
467,4
468,5
469,3
470,4
471,4
472,-1
473,4
474,-1
475,-1
476,-1
477,5
478,4
479,5
480,5
481,-1
482,-1
483,5
484,5
485,5
486,-1
487,4
488,5
489,5
490,3
491,-1
492,-1
493,4
494,-1
495,-1
496,-1
497,4
498,4
499,-1
500,-1
501,-1
502,3
503,-1
504,-1
505,-1
506,-1
507,-1
508,-1
509,3
510,4
511,5
512,3
513,4
514,-1
515,-1
516,1
517,-1
518,4
519,5
520,4
521,-1
522,5
523,-1
524,-1
525,4
526,-1
527,-1
528,-1
529,4
