row_id,cluster_label
0,-1
1,-1
2,-1
3,-1
4,0
5,-1
6,2
7,1
8,-1
9,3
10,-1
11,5
12,-1
13,2
14,3
15,-1
16,0
17,-1
18,-1
19,-1
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,0
27,1
28,3
29,-1
30,1
31,-1
32,3
33,-1
34,1
35,-1
36,-1
37,1
38,-1
39,-1
40,2
41,2
42,-1
43,-1
44,-1
45,-1
46,3
47,-1
48,1
49,-1
50,2
51,-1
52,1
53,0
54,3
55,-1
56,-1
57,3
58,-1
59,-1
60,-1
61,-1
62,-1
63,-1
64,5
65,2
66,2
67,-1
68,-1
69,5
70,-1
71,1
72,2
73,5
74,-1
75,1
76,5
77,-1
78,-1
79,-1
80,3
81,-1
82,5
83,3
84,1
85,0
86,-1
87,-1
88,-1
89,-1
90,2
91,-1
92,3
93,1
94,3
95,1
96,-1
97,0
98,-1
99,-1
100,2
101,5
102,-1
103,0
104,1
105,0
106,-1
107,5
108,3
109,-1
110,1
111,-1
112,-1
113,3
114,-1
115,1
116,-1
117,-1
118,0
119,-1
120,5
121,0
122,-1
123,5
124,-1
125,-1
126,-1
127,-1
128,0
129,2
130,0
131,-1
132,-1
133,-1
134,-1
135,1
136,-1
137,-1
138,0
139,-1
140,3
141,-1
142,0
143,0
144,-1
145,-1
146,-1
147,-1
148,3
149,-1
150,-1
151,-1
152,1
153,0
154,-1
155,5
156,2
157,0
158,-1
159,-1
160,1
161,3
162,0
163,1
164,-1
165,-1
166,-1
167,2
168,-1
169,-1
170,-1
171,-1
172,-1
173,-1
174,1
175,-1
176,1
177,-1
178,-1
179,-1
180,-1
181,0
182,-1
183,1
184,-1
185,0
186,3
187,3
188,-1
189,-1
190,-1
191,-1
192,-1
193,-1
194,1
195,3
196,-1
197,-1
198,-1
199,-1
200,6
201,-1
202,-1
203,1
204,-1
205,-1
206,-1
207,3
208,-1
209,-1
210,-1
211,2
212,6
213,1
214,-1
215,-1
216,3
217,3
218,0
219,2
220,0
221,-1
222,3
223,-1
224,2
225,-1
226,1
227,5
228,-1
229,-1
230,-1
231,3
232,1
233,0
234,3
235,-1
236,-1
237,-1
238,2
239,6
240,-1
241,1
242,6
243,-1
244,6
245,6
246,-1
247,6
248,6
249,6
250,-1
251,6
252,6
253,-1
254,-1
255,6
256,-1
257,1
258,6
259,6
260,-1
261,6
262,-1
263,6
264,2
265,-1
266,6
267,6
268,6
269,6
270,-1
271,6
272,1
273,-1
274,-1
275,6
276,-1
277,-1
278,-1
279,6
280,1
281,6
282,-1
283,0
284,5
285,1
286,6
287,-1
288,-1
289,-1
290,6
291,-1
292,1
293,6
294,1
295,-1
296,0
297,6
298,6
299,6
300,6
301,1
302,1
303,-1
304,6
305,6
306,6
307,6
308,6
309,6
310,-1
311,6
312,6
313,2
314,6
315,6
316,6
317,6
318,6
319,1
320,6
321,1
322,0
323,5
324,-1
325,3
326,0
327,1
328,-1
329,1
330,-1
331,-1
332,-1
333,3
334,-1
335,1
336,-1
337,-1
338,-1
339,0
340,1
341,-1
342,3
343,5
344,1
345,0
346,-1
347,-1
348,-1
349,-1
350,-1
351,0
352,5
353,1
354,-1
355,0
356,-1
357,-1
358,3
359,-1
360,-1
361,1
362,-1
363,-1
364,-1
365,5
366,0
367,3
368,-1
369,-1
370,-1
371,0
372,2
373,0
374,-1
375,4
376,2
377,-1
378,-1
379,-1
380,0
381,0
382,2
383,3
384,-1
385,-1
386,1
387,3
388,-1
389,-1
390,2
391,2
392,3
393,2
394,2
395,4
396,1
397,3
398,3
399,-1
400,-1
401,-1
402,-1
403,0
404,-1
405,2
406,3
407,-1
408,1
409,-1
410,3
411,-1
412,2
413,2
414,3
415,-1
416,-1
417,-1
418,-1
419,2
420,-1
421,4
422,-1
423,-1
424,-1
425,-1
426,6
427,4
428,-1
429,4
430,5
431,5
432,-1
433,3
434,4
435,5
436,3
437,4
438,-1
439,-1
440,4
441,-1
442,-1
443,-1
444,5
445,-1
446,5
447,5
448,4
449,-1
450,5
451,5
452,5
453,-1
454,4
455,-1
456,-1
457,3
458,-1
459,6
460,4
461,4
462,4
463,5
464,5
465,-1
466,3
467,4
468,5
469,3
470,4
471,-1
472,-1
473,4
474,-1
475,-1
476,-1
477,5
478,-1
479,5
480,5
481,-1
482,-1
483,5
484,5
485,5
486,4
487,4
488,5
489,5
490,-1
491,4
492,-1
493,4
494,-1
495,-1
496,5
497,4
498,-1
499,-1
500,-1
501,-1
502,3
503,-1
504,4
505,-1
506,-1
507,-1
508,4
509,3
510,4
511,5
512,3
513,-1
514,-1
515,-1
516,1
517,-1
518,-1
519,5
520,4
521,-1
522,5
523,-1
524,-1
525,-1
526,-1
527,-1
528,-1
529,4
