variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,median_1,median_2,median_diff,mean_1,mean_2,n_1,n_2,p_adj_fdr
t2m_pre_hf,2,5,mannwhitneyu,4375.5,0.05949285255245927,0.1668,124.5,88.0,36.5,270.8,166.57333333333332,100,75,0.07349117080009675
t2m_pre_hf,2,6,mannwhitneyu,5309.0,4.057469749316087e-16,0.7696666666666667,124.5,20.5,104.0,270.8,37.0,100,60,1.4201144122606305e-15
t2m_pre_hf,3,4,mannwhitneyu,2934.5,0.16256734049469146,0.1396116504854369,114.0,64.5,49.5,230.02912621359224,223.06,103,50,0.18966189724380672
t2m_pre_hf,3,5,mannwhitneyu,4138.5,0.417009820276088,0.07145631067961165,114.0,88.0,26.0,230.02912621359224,166.57333333333332,103,75,0.417009820276088
t2m_pre_hf,3,6,mannwhitneyu,5146.0,1.5140506107683771e-12,0.6653721682847896,114.0,20.5,93.5,230.02912621359224,37.0,103,60,4.542151832305132e-12
t2m_pre_hf,4,5,mannwhitneyu,1705.5,0.3943626994244147,-0.0904,64.5,88.0,-23.5,223.06,166.57333333333332,50,75,0.4140808343956355
t2m_pre_hf,4,6,mannwhitneyu,2121.5,0.00019259476612579066,0.41433333333333333,64.5,20.5,44.0,223.06,37.0,50,60,0.0003111146222032003
t2m_pre_hf,5,6,mannwhitneyu,3701.0,1.3300340881707762e-10,0.6448888888888888,88.0,20.5,67.5,166.57333333333332,37.0,75,60,3.103412872398478e-10
t2m_pre_lf,0,1,mannwhitneyu,4753.5,1.4277733869542768e-21,0.9413926894016745,1240.0,49.0,1191.0,2110.9397590361446,126.23728813559322,83,59,5.996648225207963e-21
t2m_pre_lf,0,2,mannwhitneyu,7898.0,8.208041704873212e-26,0.9031325301204819,1240.0,157.0,1083.0,2110.9397590361446,193.17,83,100,8.618443790116872e-25
t2m_pre_lf,0,3,mannwhitneyu,8258.0,1.0028003306457084e-27,0.931921862206106,1240.0,105.0,1135.0,2110.9397590361446,153.0873786407767,83,103,2.105880694355988e-26
t2m_pre_lf,0,4,mannwhitneyu,4091.5,7.584035583898188e-21,0.9718072289156626,1240.0,88.5,1151.5,2110.9397590361446,105.74,83,50,2.6544124543643656e-20
t2m_pre_lf,0,5,mannwhitneyu,5935.5,8.537614840383729e-23,0.9069879518072289,1240.0,121.0,1119.0,2110.9397590361446,188.89333333333335,83,75,4.482247791201458e-22
t2m_pre_lf,0,6,mannwhitneyu,4975.0,2.881743755294544e-24,0.9979919678714859,1240.0,35.5,1204.5,2110.9397590361446,47.983333333333334,83,60,2.0172206287061808e-23
t2m_pre_lf,1,2,mannwhitneyu,1586.5,1.1749851456526664e-06,-0.46220338983050846,49.0,157.0,-108.0,126.23728813559322,193.17,59,100,2.4674688058705994e-06
t2m_pre_lf,1,3,mannwhitneyu,2246.0,0.005835891282084652,-0.2608194832976798,49.0,105.0,-56.0,126.23728813559322,153.0873786407767,59,103,0.007209042171986923
t2m_pre_lf,1,4,mannwhitneyu,1273.0,0.22036405824506744,-0.1369491525423729,49.0,88.5,-39.5,126.23728813559322,105.74,59,50,0.22036405824506744
t2m_pre_lf,1,5,mannwhitneyu,1372.5,0.00016797769509593877,-0.37966101694915255,49.0,121.0,-72.0,126.23728813559322,188.89333333333335,59,75,0.00027134858438574724
t2m_pre_lf,1,6,mannwhitneyu,2300.5,0.004839304044743905,0.29971751412429376,49.0,35.5,13.5,126.23728813559322,47.983333333333334,59,60,0.006351586558726375
t2m_pre_lf,2,3,mannwhitneyu,6486.5,0.001408784203783559,0.2595145631067961,157.0,105.0,52.0,193.17,153.0873786407767,100,103,0.002113176305675339
t2m_pre_lf,2,4,mannwhitneyu,3608.5,9.984707282084604e-06,0.4434,157.0,88.5,68.5,193.17,105.74,100,50,1.7473237743648058e-05
t2m_pre_lf,2,5,mannwhitneyu,4221.0,0.15600392223548398,0.1256,157.0,121.0,36.0,193.17,188.89333333333335,100,75,0.1638041183472582
t2m_pre_lf,2,6,mannwhitneyu,5328.0,2.3301368519278004e-16,0.776,157.0,35.5,121.5,193.17,47.983333333333334,100,60,6.990410555783402e-16
t2m_pre_lf,3,4,mannwhitneyu,3027.5,0.0786838695566493,0.17572815533980582,105.0,88.5,16.5,153.0873786407767,105.74,103,50,0.09179784781609085
t2m_pre_lf,3,5,mannwhitneyu,3339.5,0.12373261342045715,-0.13540453074433656,105.0,121.0,-16.0,153.0873786407767,188.89333333333335,103,75,0.13675709904366315
t2m_pre_lf,3,6,mannwhitneyu,4983.5,7.313234253968499e-11,0.6127831715210356,105.0,35.5,69.5,153.0873786407767,47.983333333333334,103,60,1.7064213259259832e-10
t2m_pre_lf,4,5,mannwhitneyu,1272.0,0.0023922637970003194,-0.3216,88.5,121.0,-32.5,105.74,188.89333333333335,50,75,0.003349169315800447
t2m_pre_lf,4,6,mannwhitneyu,2298.0,1.6825350755225982e-06,0.532,88.5,35.5,53.0,105.74,47.983333333333334,50,60,3.2121124169067783e-06
t2m_pre_lf,5,6,mannwhitneyu,3852.0,1.3206146085736612e-12,0.712,121.0,35.5,85.5,188.89333333333335,47.983333333333334,75,60,3.466613347505861e-12
t2m_pre_vlf,0,1,mannwhitneyu,4726.5,4.139079988944231e-21,0.9303655299162753,275.0,17.0,258.0,476.06024096385545,37.644067796610166,83,59,1.7384135953565772e-20
t2m_pre_vlf,0,2,mannwhitneyu,8006.5,3.0962182865619924e-27,0.9292771084337349,275.0,31.5,243.5,476.06024096385545,45.68,83,100,3.2510292008900924e-26
t2m_pre_vlf,0,3,mannwhitneyu,8307.5,2.219622222701545e-28,0.943502163995789,275.0,28.0,247.0,476.06024096385545,39.0,83,103,4.661206667673245e-27
t2m_pre_vlf,0,4,mannwhitneyu,3649.0,2.6721314128691834e-13,0.7585542168674699,275.0,26.5,248.5,476.06024096385545,125.38,83,50,9.352459945042142e-13
t2m_pre_vlf,0,5,mannwhitneyu,5958.5,3.810057990833889e-23,0.9143775100401607,275.0,31.0,244.0,476.06024096385545,47.653333333333336,83,75,2.0002804451877918e-22
t2m_pre_vlf,0,6,mannwhitneyu,4969.5,3.5571467368888034e-24,0.9957831325301205,275.0,9.0,266.0,476.06024096385545,15.783333333333333,83,60,2.4900027158221626e-23
t2m_pre_vlf,1,2,mannwhitneyu,1944.0,0.0003359928931528766,-0.3410169491525424,17.0,31.5,-14.5,37.644067796610166,45.68,59,100,0.0006414409778373099
t2m_pre_vlf,1,3,mannwhitneyu,2344.5,0.015751242406056166,-0.2284021721244035,17.0,28.0,-11.0,37.644067796610166,39.0,59,103,0.02362686360908425
t2m_pre_vlf,1,4,mannwhitneyu,1179.0,0.07213753272633971,-0.20067796610169492,17.0,26.5,-9.5,37.644067796610166,125.38,59,50,0.0953469245849761
t2m_pre_vlf,1,5,mannwhitneyu,1597.0,0.005828500958146231,-0.2781920903954802,17.0,31.0,-14.0,37.644067796610166,47.653333333333336,59,75,0.010199876676755905
t2m_pre_vlf,1,6,mannwhitneyu,2233.5,0.013723945234461122,0.261864406779661,17.0,9.0,8.0,37.644067796610166,15.783333333333333,59,60,0.022169449994129505
t2m_pre_vlf,2,3,mannwhitneyu,5901.5,0.0726452758742675,0.14592233009708738,31.5,28.0,3.5,45.68,39.0,100,103,0.0953469245849761
t2m_pre_vlf,2,4,mannwhitneyu,2779.0,0.26677188444353417,0.1116,31.5,26.5,5.0,45.68,125.38,100,50,0.3295417396067187
t2m_pre_vlf,2,5,mannwhitneyu,4019.0,0.4180978505447528,0.07173333333333333,31.5,31.0,0.5,45.68,47.653333333333336,100,75,0.4621081506020952
t2m_pre_vlf,2,6,mannwhitneyu,4823.0,1.311748825000856e-10,0.6076666666666667,31.5,9.0,22.5,45.68,15.783333333333333,100,60,3.935246475002568e-10
t2m_pre_vlf,3,4,mannwhitneyu,2563.5,0.9658604194188125,-0.004466019417475728,28.0,26.5,1.5,39.0,125.38,103,50,0.9658604194188125
t2m_pre_vlf,3,5,mannwhitneyu,3587.0,0.4177614117546823,-0.07132686084142395,28.0,31.0,-3.0,39.0,47.653333333333336,103,75,0.4621081506020952
t2m_pre_vlf,3,6,mannwhitneyu,4668.5,5.566760258376154e-08,0.5108414239482201,28.0,9.0,19.0,39.0,15.783333333333333,103,60,1.298910726954436e-07
t2m_pre_vlf,4,5,mannwhitneyu,1781.0,0.6374177438888657,-0.050133333333333335,26.5,31.0,-4.5,125.38,47.653333333333336,50,75,0.669288631083309
t2m_pre_vlf,4,6,mannwhitneyu,2160.0,7.404650221095395e-05,0.44,26.5,9.0,17.5,125.38,15.783333333333333,50,60,0.00015549765464300332
t2m_pre_vlf,5,6,mannwhitneyu,3511.5,2.315096044728203e-08,0.5606666666666666,31.0,9.0,22.0,47.653333333333336,15.783333333333333,75,60,6.077127117411534e-08
age,0,1,mannwhitneyu,1806.0,0.007777393479545177,-0.2624055544210741,69.0,72.0,-3.0,70.04819277108433,73.38983050847457,83,59,0.014847751188222609
age,0,2,mannwhitneyu,4980.0,0.019714998627498002,0.2,69.0,67.0,2.0,70.04819277108433,68.03,83,100,0.029572497941247004
age,0,3,mannwhitneyu,3239.5,0.004521815753049877,-0.24213358287519007,69.0,73.0,-4.0,70.04819277108433,72.6504854368932,83,103,0.009495813081404743
age,0,4,mannwhitneyu,2336.5,0.2245254048644275,0.12602409638554216,69.0,69.0,0.0,70.04819277108433,68.06,83,50,0.282050738530489
age,0,5,mannwhitneyu,2942.5,0.5541508744746406,-0.05461847389558233,69.0,70.0,-1.0,70.04819277108433,70.26666666666667,83,75,0.5818584181983727
age,0,6,mannwhitneyu,1458.5,2.3855113120875363e-05,-0.4142570281124498,69.0,73.0,-4.0,70.04819277108433,74.23333333333333,83,60,0.00010019147510767653
age,1,2,mannwhitneyu,4230.0,4.865405436538058e-06,0.43389830508474575,72.0,67.0,5.0,73.38983050847457,68.03,59,100,3.405783805576641e-05
age,1,3,mannwhitneyu,3134.5,0.7391947475102265,0.03159453677801547,72.0,73.0,-1.0,73.38983050847457,72.6504854368932,59,103,0.7391947475102265
age,1,4,mannwhitneyu,2021.5,0.0008849720973583088,0.3705084745762712,72.0,69.0,3.0,73.38983050847457,68.06,59,50,0.0023230517555655607
