cluster,n,fraction,t2m_pre_mean_rr,t2m_pre_mean_hr,t2m_pre_sdnn,t2m_pre_rmssd,t2m_pre_hf,t2m_pre_lf,t2m_pre_vlf,age,weight_kg,height_m_final,imc_final,bp_systolic,bp_diastolic,bp_pam,bp_pp,auto_label
0,83,0.15660377358490565,1.0,-1.0,1.0,-0.6666666666666676,20.71232876712329,21.826923076923077,70.57142857142857,-0.5,1.0249999999999986,-6.0,1.1697039501201818,0.0,0.0,0.0,-0.6666666666666666,higher_global_variability__lower_heart_rate__longer_rr__higher_bmi
1,59,0.11132075471698114,-0.8,0.5,-3.0884210526315785,-9.500000000000005,-1.452054794520548,-1.0769230769230769,-3.142857142857143,1.0,-0.125,0.0,0.45612372405033086,-0.2857142857142857,-1.0,-1.0,2.0,lower_vagal__lower_global_variability__shorter_rr__older__lower_dbp
2,100,0.18867924528301888,-1.7666666666666666,1.0,0.6105263157894737,1.0,1.0,1.0,1.0,-1.5,-1.25,0.0,-1.8574730264314563,-1.7142857142857142,-0.5,-0.7916666666666686,-2.3333333333333335,higher_vagal__higher_heart_rate__shorter_rr__younger__lower_bmi__lower_sbp
3,103,0.19433962264150945,0.5333333333333333,-0.5,0.0,1.4166666666666698,0.7123287671232876,0.0,0.0,1.5,-0.25,0.0,-0.42404848296399844,6.0,1.25,2.8333333333333184,12.0,higher_vagal__older__higher_sbp__higher_dbp
4,50,0.09433962264150944,2.966666666666667,-1.5,-2.968421052631579,0.0,-0.6438356164383562,-0.3173076923076923,-0.42857142857142855,-0.5,0.0,1.0,-1.0,1.0,1.375,1.4166666666666592,-1.0,lower_global_variability__lower_heart_rate__longer_rr__lower_bmi__higher_sbp__higher_dbp
5,75,0.14150943396226415,0.0,0.0,0.2736842105263158,0.16666666666666619,0.0,0.3076923076923077,0.8571428571428571,0.0,5.25,2.0,4.833560167852187,2.0,1.25,1.416666666666652,0.6666666666666666,higher_bmi__higher_sbp__higher_dbp
6,60,0.11320754716981132,-3.433333333333333,2.25,-1.2842105263157895,-11.416666666666673,-1.8493150684931507,-1.3365384615384615,-5.428571428571429,1.5,1.0,4.0,0.0,-0.7142857142857143,-0.75,-0.6666666666666691,0.0,lower_vagal__lower_global_variability__higher_heart_rate__shorter_rr__older__lower_dbp
