cluster,t2m_pre_mean_rr,t2m_pre_mean_hr,t2m_pre_sdnn,t2m_pre_rmssd,t2m_pre_hf,t2m_pre_lf,t2m_pre_vlf,age,weight_kg,height_m_final,imc_final,bp_systolic,bp_diastolic,bp_pam,bp_pp
0,895.0,67.0,274.0,21.5,338.0,538.0,109.0,71.0,70.0,1.51,31.11111111111111,132.0,79.0,95.33333333333331,57.0
1,854.0,70.0,191.0,14.3,142.0,195.0,69.0,69.0,79.0,1.55,30.859375,130.0,80.0,95.66666666666669,50.0
2,828.0,72.0,163.0,18.0,177.0,76.0,13.0,71.0,75.1,1.58,29.33333333333333,126.0,72.0,90.0,51.0
3,758.0,79.0,86.0,6.5,15.0,34.0,8.0,72.0,75.1,1.59,30.47052154195012,130.0,79.0,97.0,49.0
4,883.0,67.0,211.0,24.6,196.0,178.0,39.0,68.0,68.0,1.55,29.33333333333333,130.0,76.0,93.33333333333331,54.0
5,786.0,75.5,129.0,8.75,370.0,880.0,250.0,69.0,74.9,1.55,30.609461805555554,127.5,75.0,92.33333333333331,51.0
6,955.0,63.0,18.1,16.9,479.0,125.0,24.0,68.0,73.3,1.55,28.880487292585595,125.0,77.0,95.0,47.0
7,727.0,82.5,8.8,5.9,15.5,43.0,12.5,72.0,72.0,1.58,30.091096594808942,130.0,76.0,92.66666666666669,52.0
