cluster,t2m_pre_mean_rr,t2m_pre_mean_hr,t2m_pre_sdnn,t2m_pre_rmssd,t2m_pre_hf,t2m_pre_lf,t2m_pre_vlf
0,-2.75,2.75,-0.8780487804878049,-1.8918918918918903,-1.0,-1.0,-1.1818181818181819
1,1.0,-0.75,0.21951219512195122,1.0,0.7954545454545454,0.0,0.0
2,-0.8,1.0,-3.4841463414634144,-2.6216216216216193,-1.0795454545454546,-1.0517241379310345,-1.0
3,2.675,-1.75,-3.3524390243902435,0.3783783783783777,0.0,-0.3275862068965517,-0.22727272727272727
4,-0.85,1.25,0.0,-0.21621621621621626,-0.3977272727272727,0.07758620689655173,0.5454545454545454
5,1.4,-0.75,1.329268292682927,2.594594594594593,2.5681818181818183,1.5689655172413792,1.7272727272727273
6,0.0,0.0,1.0,0.0,18.09090909090909,24.137931034482758,24.272727272727273
