variable,type,test,statistic,p_value,effect_size,p_adj_fdr
sex,categorical,chi2,58.47156411462778,9.194929175110371e-11,0.31491112385189735,9.194929175110371e-11
age_group,categorical,chi2,91.80504211343458,6.836852915411183e-12,0.21601269891325625,9.115803887214912e-12
bmi_cat,categorical,chi2,112.2623968752359,1.1912199205044035e-15,0.24413342389803858,2.382439841008807e-15
bp_cat,categorical,chi2,133.14477833681673,2.796291190561628e-26,0.490233327590958,1.1185164762246511e-25
