cluster,t2m_pre_mean_rr,t2m_pre_mean_hr,t2m_pre_sdnn,t2m_pre_rmssd,t2m_pre_hf,t2m_pre_lf,t2m_pre_vlf,age,weight_kg,height_m_final,imc_final,bp_systolic,bp_diastolic,bp_pam,bp_pp
0,869.0,68.0,204.5,14.6,844.0,1240.0,275.0,69.0,75.1,1.5,31.4795918367347,126.0,76.0,92.66666666666669,48.0
1,842.0,71.0,10.3,9.3,35.0,49.0,17.0,72.0,70.5,1.56,30.35714285714286,125.0,72.0,88.66666666666667,52.0
2,827.5,72.0,186.0,15.6,124.5,157.0,31.5,67.0,66.0,1.56,26.717896396982308,120.0,74.0,89.5,45.5
3,862.0,69.0,157.0,15.850000000000001,114.0,105.0,28.0,73.0,70.0,1.56,28.97264766019829,147.0,81.0,104.0,67.0
4,898.5,67.0,16.0,15.0,64.5,88.5,26.5,69.0,71.0,1.57,28.06668618736994,129.5,81.5,98.33333333333334,47.5
5,854.0,70.0,170.0,15.1,88.0,121.0,31.0,70.0,92.0,1.58,37.24277237722509,133.0,81.0,98.33333333333331,50.0
6,802.5,74.5,96.0,8.15,20.5,35.5,9.0,73.0,75.0,1.6,29.639668367346943,123.5,73.0,90.0,49.0
