variable,type,test,statistic,p_value,effect_size,p_adj_fdr
sex,categorical,chi2,57.33245049713653,1.5646036187140344e-10,0.3114733927003974,1.5646036187140344e-10
age_group,categorical,chi2,104.29133275468085,3.5998849334079454e-14,0.23357929728708915,4.799846577877261e-14
bmi_cat,categorical,chi2,138.82891455266017,1.0765997741597544e-20,0.276414409872341,2.1531995483195088e-20
bp_cat,categorical,chi2,126.52681945395977,6.919152968286805e-25,0.47730320711932067,2.767661187314722e-24
