variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,median_1,median_2,median_diff,mean_1,mean_2,n_1,n_2,p_adj_fdr
t2m_pre_mean_rr,0,1,mannwhitneyu,927.5,0.5027881954287061,0.08797653958944282,895.0,854.0,41.0,866.3225806451613,858.3272727272728,31,55,0.5414642104616835
t2m_pre_mean_rr,0,2,mannwhitneyu,630.0,0.49042091360810625,0.0985178727114211,895.0,828.0,67.0,866.3225806451613,845.1081081081081,31,37,0.5414642104616835
t2m_pre_mean_rr,0,3,mannwhitneyu,1280.5,0.0001203458146610309,0.5020527859237537,895.0,758.0,137.0,866.3225806451613,753.9818181818182,31,55,0.00037440920116765163
t2m_pre_mean_rr,0,4,mannwhitneyu,633.0,0.7176562269415097,-0.05026256564141035,895.0,883.0,12.0,866.3225806451613,859.0883720930233,31,43,0.7176562269415097
t2m_pre_mean_rr,0,5,mannwhitneyu,820.0,0.005422737521587157,0.3921901528013582,895.0,786.0,109.0,866.3225806451613,775.0526315789474,31,38,0.010845475043174313
t2m_pre_mean_rr,0,6,mannwhitneyu,359.0,0.18303519378250455,-0.20133481646273638,895.0,955.0,-60.0,866.3225806451613,930.0,31,29,0.23295388299591488
t2m_pre_mean_rr,0,7,mannwhitneyu,618.0,0.0005855538583165613,0.533498759305211,895.0,727.0,168.0,866.3225806451613,749.1153846153846,31,26,0.001490500730260338
t2m_pre_mean_rr,1,2,mannwhitneyu,1066.0,0.7022950473552036,0.047665847665847666,854.0,828.0,26.0,858.3272727272728,845.1081081081081,55,37,0.7176562269415097
t2m_pre_mean_rr,1,3,mannwhitneyu,2251.5,1.0100097291645933e-05,0.48859504132231407,854.0,758.0,96.0,858.3272727272728,753.9818181818182,55,55,6.682419931485742e-05
t2m_pre_mean_rr,1,4,mannwhitneyu,965.0,0.12026438253241907,-0.1839323467230444,854.0,883.0,-29.0,858.3272727272728,859.0883720930233,55,43,0.16837013554538668
