cluster,variable,n,mean,std,median,q1,q3,min,max,iqr
0,t2m_pre_mean_rr,31,866.3225806451613,187.35285552432413,895.0,784.0,990.5,105.0,1111.0,206.5
1,t2m_pre_mean_rr,55,858.3272727272728,130.42708400644491,854.0,785.5,932.0,468.0,1140.0,146.5
2,t2m_pre_mean_rr,37,845.1081081081081,164.58276941401846,828.0,797.0,922.0,100.0,1203.0,125.0
3,t2m_pre_mean_rr,55,753.9818181818182,134.271214050365,758.0,708.0,821.0,68.0,1034.0,113.0
4,t2m_pre_mean_rr,43,859.0883720930233,231.8741707306977,883.0,848.0,959.5,86.8,1296.0,111.5
5,t2m_pre_mean_rr,38,775.0526315789474,153.52664129551655,786.0,701.0,866.25,106.0,1001.0,165.25
6,t2m_pre_mean_rr,29,930.0,114.89467226240612,955.0,856.0,1006.0,672.0,1187.0,150.0
7,t2m_pre_mean_rr,26,749.1153846153846,120.5481901724209,727.0,654.0,829.75,577.0,992.0,175.75
0,t2m_pre_mean_hr,31,68.16129032258064,9.86609268891371,67.0,59.5,76.5,54.0,87.0,17.0
1,t2m_pre_mean_hr,55,70.14545454545454,15.147934930541938,70.0,64.0,75.5,10.0,128.0,11.5
2,t2m_pre_mean_hr,37,70.0,8.178562764256867,72.0,65.0,75.0,50.0,89.0,10.0
3,t2m_pre_mean_hr,55,79.63636363636364,10.265663075702339,79.0,73.0,85.0,58.0,112.0,12.0
4,t2m_pre_mean_hr,43,66.0,6.1798443500201685,67.0,61.5,69.5,46.0,78.0,8.0
5,t2m_pre_mean_hr,38,76.57894736842105,10.884235013770736,75.5,69.0,85.0,57.0,101.0,16.0
6,t2m_pre_mean_hr,28,66.42857142857143,10.350983390135314,63.0,60.0,70.25,51.0,98.0,10.25
7,t2m_pre_mean_hr,26,82.0,12.464349160706307,82.5,72.25,91.75,60.0,104.0,19.5
0,t2m_pre_sdnn,31,295.7741935483871,103.88317466507571,274.0,241.5,323.5,143.0,626.0,82.0
1,t2m_pre_sdnn,53,199.45283018867926,41.81394965877731,191.0,176.0,219.0,92.0,314.0,43.0
2,t2m_pre_sdnn,36,164.13888888888889,26.204855360113026,163.0,145.75,177.0,123.0,265.0,31.25
3,t2m_pre_sdnn,54,84.46296296296296,18.432654538057104,86.0,72.25,96.75,39.0,124.0,24.5
4,t2m_pre_sdnn,41,218.9512195121951,26.12943858898636,211.0,203.0,242.0,177.0,292.0,39.0
5,t2m_pre_sdnn,37,118.10810810810811,55.08719541870959,129.0,75.0,158.0,10.0,278.0,83.0
6,t2m_pre_sdnn,29,18.28965517241379,4.4091904689107055,18.1,15.1,19.7,9.0,29.0,4.6
7,t2m_pre_sdnn,26,8.76923076923077,1.9299262640358528,8.8,7.075,10.2,4.8,12.4,3.124999999999999
0,t2m_pre_rmssd,31,25.083870967741937,12.051696886723562,21.5,18.7,27.15,16.3,71.6,8.45
1,t2m_pre_rmssd,54,14.392592592592594,2.338589467780102,14.3,13.225,16.025000000000002,9.3,18.4,2.8000000000000025
2,t2m_pre_rmssd,37,18.491891891891893,3.339442599727817,18.0,15.8,20.4,13.0,26.9,4.599999999999998
3,t2m_pre_rmssd,55,6.423636363636364,1.7005406151687126,6.5,5.05,7.55,2.9,10.2,2.5
4,t2m_pre_rmssd,43,26.355813953488372,8.158848609407409,24.6,23.0,27.1,18.7,71.6,4.100000000000001
5,t2m_pre_rmssd,36,8.152777777777779,5.1816977973915135,8.75,4.05,12.350000000000001,0.5,20.8,8.3
6,t2m_pre_rmssd,29,18.26206896551724,4.5275674478768275,16.9,16.1,20.3,10.2,33.3,4.199999999999999
7,t2m_pre_rmssd,26,5.9692307692307685,1.1446464015648607,5.9,5.3,6.55,3.3,8.3,1.25
0,t2m_pre_hf,31,927.8387096774194,1519.871312464188,338.0,260.5,729.0,114.0,5740.0,468.5
1,t2m_pre_hf,55,192.98181818181817,171.02246884104105,142.0,71.5,245.0,25.0,844.0,173.5
2,t2m_pre_hf,37,205.8918918918919,129.90568882072867,177.0,129.0,254.0,57.0,740.0,125.0
3,t2m_pre_hf,55,18.563636363636363,14.750723317310182,15.0,9.0,23.0,1.0,70.0,14.0
4,t2m_pre_hf,43,209.0,94.75431891149316,196.0,144.5,247.5,79.0,529.0,103.0
5,t2m_pre_hf,38,559.2105263157895,545.1971207065777,370.0,150.0,850.0,40.0,2470.0,700.0
6,t2m_pre_hf,29,607.3103448275862,499.8299070289724,479.0,313.0,693.0,147.0,2351.0,380.0
7,t2m_pre_hf,26,14.153846153846153,7.65084208537757,15.5,7.5,18.0,3.0,37.0,10.5
0,t2m_pre_lf,31,576.6129032258065,218.9481943930047,538.0,420.5,700.5,281.0,1199.0,280.0
1,t2m_pre_lf,55,226.98181818181817,125.11513081796286,195.0,137.0,273.0,91.0,702.0,136.0
2,t2m_pre_lf,37,77.27027027027027,40.42596020205652,76.0,45.0,91.0,20.0,196.0,46.0
3,t2m_pre_lf,55,35.81818181818182,21.153837677472346,34.0,19.5,48.0,7.0,108.0,28.5
4,t2m_pre_lf,43,190.7906976744186,119.59247430924083,178.0,116.0,216.5,39.0,545.0,100.5
5,t2m_pre_lf,38,1220.5263157894738,1303.6579458697374,880.0,407.5,1527.5,170.0,7260.0,1120.0
6,t2m_pre_lf,29,148.48275862068965,93.7628546195344,125.0,78.0,196.0,26.0,432.0,118.0
7,t2m_pre_lf,26,48.30769230769231,29.839261694310373,43.0,23.5,58.0,12.0,111.0,34.5
0,t2m_pre_vlf,31,118.74193548387096,54.01109005993459,109.0,88.0,156.0,43.0,275.0,68.0
1,t2m_pre_vlf,55,80.63636363636364,54.439692639471566,69.0,49.5,96.0,14.0,287.0,46.5
2,t2m_pre_vlf,37,13.864864864864865,6.675669596719461,13.0,9.0,18.0,4.0,31.0,9.0
3,t2m_pre_vlf,55,11.8,8.822110270770235,8.0,6.0,16.5,2.0,35.0,10.5
4,t2m_pre_vlf,43,42.674418604651166,20.054355814982724,39.0,30.5,52.0,15.0,117.0,21.5
5,t2m_pre_vlf,38,282.89473684210526,269.83386174556273,250.0,132.5,297.5,30.0,1430.0,165.0
6,t2m_pre_vlf,29,30.689655172413794,25.060075601692855,24.0,11.0,46.0,1.0,88.0,35.0
7,t2m_pre_vlf,26,13.115384615384615,8.575905424277593,12.5,7.0,17.0,3.0,42.0,10.0
0,age,31,71.19354838709677,6.605146250405611,71.0,66.5,76.0,57.0,86.0,9.5
1,age,55,69.9090909090909,5.488279522875279,69.0,66.0,72.0,61.0,88.0,6.0
2,age,37,71.43243243243244,6.011750256051985,71.0,67.0,76.0,62.0,89.0,9.0
3,age,55,71.89090909090909,5.472736221566115,72.0,68.5,75.0,60.0,86.0,6.5
4,age,43,69.79069767441861,6.025968167755617,68.0,66.0,74.0,57.0,86.0,8.0
5,age,38,70.21052631578948,5.803810000880093,69.0,66.0,72.0,62.0,88.0,6.0
