variable,type,test,statistic,p_value,effect_size,p_adj_fdr
sex,categorical,chi2,57.314087377138925,5.177052029879397e-10,0.40084669377667365,2.070820811951759e-09
age_group,categorical,chi2,32.26791465686255,0.05499188077699913,0.10956978724458413,0.10998376155399826
bmi_cat,categorical,chi2,22.47724185125245,0.3724703608082377,0.03887750653645652,0.49662714774431693
bp_cat,categorical,chi2,5.567804108447094,0.5910185108651731,0.0,0.5910185108651731
