variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,median_1,median_2,median_diff,mean_1,mean_2,n_1,n_2,p_adj_fdr
t2m_pre_mean_rr,4,6,mannwhitneyu,286.0,1.034729440737722e-07,-0.6918103448275862,763.0,955.0,-192.0,761.609375,930.0,64,29,1.4486212170328109e-06
t2m_pre_mean_rr,4,7,mannwhitneyu,1022.5,0.1698003460847206,0.18344907407407407,763.0,716.0,47.0,761.609375,743.2962962962963,64,27,0.1981004037655074
t2m_pre_mean_rr,5,6,mannwhitneyu,132.0,1.6848755966617023e-06,-0.7155172413793104,726.5,955.0,-228.5,745.53125,930.0,32,29,1.5725505568842554e-05
t2m_pre_mean_rr,5,7,mannwhitneyu,484.5,0.4286782153176396,0.12152777777777778,726.5,716.0,10.5,745.53125,743.2962962962963,32,27,0.48011960115575636
t2m_pre_mean_rr,6,7,mannwhitneyu,677.0,2.9385624985382473e-06,0.7292464878671775,955.0,716.0,239.0,930.0,743.2962962962963,29,27,2.0569937489767734e-05
t2m_pre_mean_hr,0,1,mannwhitneyu,917.5,0.3412278590174813,0.12438725490196079,67.0,67.0,0.0,68.38235294117646,65.66666666666667,34,48,0.3980991688537282
t2m_pre_mean_hr,0,2,mannwhitneyu,364.0,0.11450203036652293,-0.23529411764705882,67.0,73.0,-6.0,68.38235294117646,72.17857142857143,34,28,0.1603028425131321
t2m_pre_mean_hr,0,3,mannwhitneyu,728.0,0.49940994748641654,-0.08886107634543179,67.0,72.0,-5.0,68.38235294117646,69.61702127659575,34,47,0.5179066122081356
t2m_pre_mean_hr,0,4,mannwhitneyu,518.5,2.1354278930430645e-05,-0.5234375,67.0,79.0,-12.0,68.38235294117646,79.265625,34,64,8.541711572172258e-05
t2m_pre_mean_hr,0,5,mannwhitneyu,255.5,0.00021727146465947537,-0.5303308823529411,67.0,81.5,-14.5,68.38235294117646,78.9375,34,32,0.0005069667508721093
t2m_pre_mean_hr,0,6,mannwhitneyu,537.0,0.39162346591226327,0.12815126050420167,67.0,63.0,4.0,68.38235294117646,66.42857142857143,34,28,0.43861828182173485
t2m_pre_mean_hr,0,7,mannwhitneyu,180.0,5.182158896607568e-05,-0.6078431372549019,67.0,84.0,-17.0,68.38235294117646,82.70370370370371,34,27,0.00014510044910501192
t2m_pre_mean_hr,1,2,mannwhitneyu,375.0,0.001389022694836689,-0.4419642857142857,67.0,73.0,-6.0,65.66666666666667,72.17857142857143,48,28,0.0029917411888790223
t2m_pre_mean_hr,1,3,mannwhitneyu,776.5,0.008898392142966605,-0.311613475177305,67.0,72.0,-5.0,65.66666666666667,69.61702127659575,48,47,0.01557218625019156
t2m_pre_mean_hr,1,4,mannwhitneyu,392.5,1.7595549727517012e-11,-0.7444661458333334,67.0,79.0,-12.0,65.66666666666667,79.265625,48,64,4.926753923704763e-10
t2m_pre_mean_hr,1,5,mannwhitneyu,234.5,1.6122690246642495e-07,-0.6946614583333334,67.0,81.5,-14.5,65.66666666666667,78.9375,48,32,1.5047844230199662e-06
t2m_pre_mean_hr,1,6,mannwhitneyu,740.0,0.46669722238002753,0.10119047619047619,67.0,63.0,4.0,65.66666666666667,66.42857142857143,48,28,0.5025970087169527
t2m_pre_mean_hr,1,7,mannwhitneyu,164.0,9.161438802883974e-08,-0.7469135802469136,67.0,84.0,-17.0,65.66666666666667,82.70370370370371,48,27,1.2826014324037566e-06
t2m_pre_mean_hr,2,3,mannwhitneyu,773.5,0.2072091117270518,0.17553191489361702,73.0,72.0,1.0,72.17857142857143,69.61702127659575,28,47,0.2637206876526114
t2m_pre_mean_hr,2,4,mannwhitneyu,598.5,0.011667750352419437,-0.33203125,73.0,79.0,-6.0,72.17857142857143,79.265625,28,64,0.01921747116869084
t2m_pre_mean_hr,2,5,mannwhitneyu,295.5,0.0242101380038313,-0.3404017857142857,73.0,81.5,-8.5,72.17857142857143,78.9375,28,32,0.03766021467262646
t2m_pre_mean_hr,2,6,mannwhitneyu,553.5,0.008291811050161352,0.4119897959183674,73.0,63.0,10.0,72.17857142857143,66.42857142857143,28,28,0.015478047293634525
t2m_pre_mean_hr,2,7,mannwhitneyu,208.0,0.004290847755787591,-0.4497354497354497,73.0,84.0,-11.0,72.17857142857143,82.70370370370371,28,27,0.008581695511575182
t2m_pre_mean_hr,3,4,mannwhitneyu,708.5,2.052325753739776e-06,-0.5289228723404256,72.0,79.0,-7.0,69.61702127659575,79.265625,47,64,1.1493024220942746e-05
t2m_pre_mean_hr,3,5,mannwhitneyu,379.5,0.00020032637913924096,-0.4953457446808511,72.0,81.5,-9.5,69.61702127659575,78.9375,47,32,0.0005069667508721093
t2m_pre_mean_hr,3,6,mannwhitneyu,841.0,0.04536708865964036,0.27811550151975684,72.0,63.0,9.0,69.61702127659575,66.42857142857143,47,28,0.06685676223525948
t2m_pre_mean_hr,3,7,mannwhitneyu,262.5,2.979652738356653e-05,-0.5862884160756501,72.0,84.0,-12.0,69.61702127659575,82.70370370370371,47,27,0.00010428784584248286
t2m_pre_mean_hr,4,5,mannwhitneyu,996.0,0.8306434672891029,-0.02734375,79.0,81.5,-2.5,79.265625,78.9375,64,32,0.8306434672891029
t2m_pre_mean_hr,4,6,mannwhitneyu,1483.5,6.229641896606315e-07,0.6556919642857143,79.0,63.0,16.0,79.265625,66.42857142857143,64,28,4.360749327624421e-06
t2m_pre_mean_hr,4,7,mannwhitneyu,691.0,0.13359273824299375,-0.20023148148148148,79.0,84.0,-5.0,79.265625,82.70370370370371,64,27,0.17812365099065833
t2m_pre_mean_hr,5,6,mannwhitneyu,724.0,4.3974230861489955e-05,0.6160714285714286,81.5,63.0,18.5,78.9375,66.42857142857143,32,28,0.00013680871823574652
t2m_pre_mean_hr,5,7,mannwhitneyu,356.5,0.2533469792649674,-0.17476851851851852,81.5,84.0,-2.5,78.9375,82.70370370370371,32,27,0.30842240953996036
t2m_pre_mean_hr,6,7,mannwhitneyu,120.5,1.47563984097132e-05,-0.6812169312169312,63.0,84.0,-21.0,66.42857142857143,82.70370370370371,28,27,6.88631925786616e-05
t2m_pre_sdnn,0,1,mannwhitneyu,1274.5,3.053865384283546e-07,0.6791831357048749,278.0,210.5,67.5,306.969696969697,217.93478260869566,33,46,3.4203292303975715e-07
t2m_pre_sdnn,0,2,mannwhitneyu,724.0,3.597389411661721e-05,0.6251402918069585,278.0,209.0,69.0,306.969696969697,220.1851851851852,33,27,3.874111674097238e-05
t2m_pre_sdnn,0,3,mannwhitneyu,1450.5,6.4410807420933984e-12,0.9110671936758893,278.0,154.0,124.0,306.969696969697,156.41304347826087,33,46,1.3873096982970396e-11
t2m_pre_sdnn,0,4,mannwhitneyu,2078.0,1.1672805900059955e-15,0.9990379990379991,278.0,89.0,189.0,306.969696969697,89.15873015873017,33,63,1.6341928260083938e-14
t2m_pre_sdnn,0,5,mannwhitneyu,1034.5,3.134522233193937e-11,0.959280303030303,278.0,88.0,190.0,306.969696969697,94.28125,33,32,5.851108168628682e-11
t2m_pre_sdnn,0,6,mannwhitneyu,957.0,1.539605789164731e-11,1.0,278.0,18.1,259.9,306.969696969697,18.28965517241379,33,29,3.079211578329462e-11
t2m_pre_sdnn,0,7,mannwhitneyu,891.0,3.753382834865201e-11,1.0,278.0,8.7,269.3,306.969696969697,8.744444444444445,33,27,6.568419961014102e-11
t2m_pre_sdnn,1,2,mannwhitneyu,666.0,0.6109570914349998,0.07246376811594203,210.5,209.0,1.5,217.93478260869566,220.1851851851852,46,27,0.6335851318585183
t2m_pre_sdnn,1,3,mannwhitneyu,1986.0,4.363364974044127e-13,0.8771266540642723,210.5,154.0,56.5,217.93478260869566,156.41304347826087,46,46,1.3574913252581727e-12
t2m_pre_sdnn,1,4,mannwhitneyu,2898.0,6.218646932167755e-19,1.0,210.5,89.0,121.5,217.93478260869566,89.15873015873017,46,63,1.7412211410069715e-17
t2m_pre_sdnn,1,5,mannwhitneyu,1427.0,2.2942885505583355e-12,0.938858695652174,210.5,88.0,122.5,217.93478260869566,94.28125,46,32,5.353339951302783e-12
t2m_pre_sdnn,1,6,mannwhitneyu,1334.0,4.0999664803903023e-13,1.0,210.5,18.1,192.4,217.93478260869566,18.28965517241379,46,29,1.3574913252581727e-12
t2m_pre_sdnn,1,7,mannwhitneyu,1242.0,1.3243440559666104e-12,1.0,210.5,8.7,201.8,217.93478260869566,8.744444444444445,46,27,3.375059832259624e-12
t2m_pre_sdnn,2,3,mannwhitneyu,1155.0,1.0795799730375362e-09,0.8599033816425121,209.0,154.0,55.0,220.1851851851852,156.41304347826087,27,46,1.3740108747750461e-09
t2m_pre_sdnn,2,4,mannwhitneyu,1701.0,7.146035218606528e-14,1.0,209.0,89.0,120.0,220.1851851851852,89.15873015873017,27,63,3.3348164353497136e-13
t2m_pre_sdnn,2,5,mannwhitneyu,840.0,5.600778285379287e-10,0.9444444444444444,209.0,88.0,121.0,220.1851851851852,94.28125,27,32,7.467704380505717e-10
t2m_pre_sdnn,2,6,mannwhitneyu,783.0,1.4279756271946592e-10,1.0,209.0,18.1,190.9,220.1851851851852,18.28965517241379,27,29,2.2212954200805808e-10
t2m_pre_sdnn,2,7,mannwhitneyu,729.0,2.979656301089613e-10,1.0,209.0,8.7,200.3,220.1851851851852,8.744444444444445,27,27,4.391072443711008e-10
t2m_pre_sdnn,3,4,mannwhitneyu,2714.0,8.552364778261342e-15,0.873015873015873,154.0,89.0,65.0,156.41304347826087,89.15873015873017,46,63,7.982207126377253e-14
t2m_pre_sdnn,3,5,mannwhitneyu,1252.0,1.627746730957643e-07,0.7010869565217391,154.0,88.0,66.0,156.41304347826087,94.28125,46,32,1.899037852783917e-07
t2m_pre_sdnn,3,6,mannwhitneyu,1334.0,4.104655857543938e-13,1.0,154.0,18.1,135.9,156.41304347826087,18.28965517241379,46,29,1.3574913252581727e-12
t2m_pre_sdnn,3,7,mannwhitneyu,1242.0,1.3259163626734238e-12,1.0,154.0,8.7,145.3,156.41304347826087,8.744444444444445,46,27,3.375059832259624e-12
t2m_pre_sdnn,4,5,mannwhitneyu,973.5,0.7888801128786191,-0.03422619047619048,89.0,88.0,1.0,89.15873015873017,94.28125,63,32,0.7888801128786191
t2m_pre_sdnn,4,6,mannwhitneyu,1827.0,1.6711868745582867e-14,1.0,89.0,18.1,70.9,89.15873015873017,18.28965517241379,63,29,1.1698308121908007e-13
t2m_pre_sdnn,4,7,mannwhitneyu,1701.0,7.139331027887743e-14,1.0,89.0,8.7,80.3,89.15873015873017,8.744444444444445,63,27,3.3348164353497136e-13
t2m_pre_sdnn,5,6,mannwhitneyu,856.0,1.5563873865000004e-08,0.8448275862068966,88.0,18.1,69.9,94.28125,18.28965517241379,32,29,1.8947324705217396e-08
t2m_pre_sdnn,5,7,mannwhitneyu,854.0,1.411010483371588e-10,0.9768518518518519,88.0,8.7,79.3,94.28125,8.744444444444445,32,27,2.2212954200805808e-10
t2m_pre_sdnn,6,7,mannwhitneyu,772.0,4.5790466257282056e-10,0.9719029374201787,18.1,8.7,9.400000000000002,18.28965517241379,8.744444444444445,29,27,6.410665276019488e-10
t2m_pre_rmssd,0,1,mannwhitneyu,566.5,0.030527730468667472,-0.2847222222222222,21.5,24.6,-3.1000000000000014,26.806060606060612,26.05,33,48,0.03561568554677872
t2m_pre_rmssd,0,2,mannwhitneyu,866.0,4.3285516300050765e-10,0.9438832772166106,21.5,13.7,7.800000000000001,26.806060606060612,13.91111111111111,33,27,7.574965352508884e-10
t2m_pre_rmssd,0,3,mannwhitneyu,1120.5,0.0007593408436740781,0.4448742746615087,21.5,18.0,3.5,26.806060606060612,20.846808510638297,33,47,0.0009244149401249648
t2m_pre_rmssd,0,4,mannwhitneyu,2112.0,9.108876011733935e-16,1.0,21.5,6.800000000000001,14.7,26.806060606060612,6.671875,33,64,8.501617610951673e-15
t2m_pre_rmssd,0,5,mannwhitneyu,1023.0,6.622560162697428e-12,1.0,21.5,6.8,14.7,26.806060606060612,6.7387096774193544,33,31,1.685742586868436e-11
t2m_pre_rmssd,0,6,mannwhitneyu,736.0,0.00028665373887222913,0.5381400208986415,21.5,16.9,4.600000000000001,26.806060606060612,18.26206896551724,33,29,0.00036483203129192797
t2m_pre_rmssd,0,7,mannwhitneyu,891.0,3.739416786841933e-11,1.0,21.5,6.0,15.5,26.806060606060612,6.003703703703703,33,27,8.72530583596451e-11
t2m_pre_rmssd,1,2,mannwhitneyu,1296.0,8.771070859156509e-13,1.0,24.6,13.7,10.900000000000002,26.05,13.91111111111111,48,27,2.728777600626469e-12
t2m_pre_rmssd,1,3,mannwhitneyu,1925.5,2.9666366714610204e-09,0.7070035460992907,24.6,18.0,6.600000000000001,26.05,20.846808510638297,48,47,4.886225105935799e-09
t2m_pre_rmssd,1,4,mannwhitneyu,3072.0,1.7263405850481848e-19,1.0,24.6,6.800000000000001,17.8,26.05,6.671875,48,64,3.992335652389056e-18
t2m_pre_rmssd,1,5,mannwhitneyu,1488.0,8.243496100256631e-14,1.0,24.6,6.8,17.8,26.05,6.7387096774193544,48,31,4.159533384863741e-13
t2m_pre_rmssd,1,6,mannwhitneyu,1245.0,8.010507497933e-09,0.7887931034482759,24.6,16.9,7.700000000000003,26.05,18.26206896551724,48,29,1.246078944122911e-08
t2m_pre_rmssd,1,7,mannwhitneyu,1296.0,8.741870743829719e-13,1.0,24.6,6.0,18.6,26.05,6.003703703703703,48,27,2.728777600626469e-12
t2m_pre_rmssd,2,3,mannwhitneyu,197.5,9.482406075159174e-07,-0.6887312844759653,13.7,18.0,-4.300000000000001,13.91111111111111,20.846808510638297,27,47,1.3275368505222844e-06
t2m_pre_rmssd,2,4,mannwhitneyu,1722.5,8.913285824708017e-14,0.9936342592592593,13.7,6.800000000000001,6.899999999999999,13.91111111111111,6.671875,27,64,4.159533384863741e-13
t2m_pre_rmssd,2,5,mannwhitneyu,777.0,2.3785099990388896e-08,0.8566308243727598,13.7,6.8,6.8999999999999995,13.91111111111111,6.7387096774193544,27,31,3.505172630162574e-08
t2m_pre_rmssd,2,6,mannwhitneyu,144.0,5.0211795736551423e-05,-0.632183908045977,13.7,16.9,-3.1999999999999993,13.91111111111111,18.26206896551724,27,29,6.694906098206857e-05
t2m_pre_rmssd,2,7,mannwhitneyu,729.0,2.977347151152541e-10,1.0,13.7,6.0,7.699999999999999,13.91111111111111,6.003703703703703,27,27,5.55771468215141e-10
t2m_pre_rmssd,3,4,mannwhitneyu,3008.0,2.85166832313504e-19,1.0,18.0,6.800000000000001,11.2,20.846808510638297,6.671875,47,64,3.992335652389056e-18
t2m_pre_rmssd,3,5,mannwhitneyu,1451.0,1.671665157829783e-13,0.9917638984214139,18.0,6.8,11.2,20.846808510638297,6.7387096774193544,47,31,6.686660631319132e-13
t2m_pre_rmssd,3,6,mannwhitneyu,749.0,0.4735733031761573,0.09904622157006603,18.0,16.9,1.1000000000000014,20.846808510638297,18.26206896551724,47,29,0.5057345409614501
t2m_pre_rmssd,3,7,mannwhitneyu,1269.0,1.077264928076714e-12,1.0,18.0,6.0,12.0,20.846808510638297,6.003703703703703,47,27,3.016341798614799e-12
t2m_pre_rmssd,4,5,mannwhitneyu,961.5,0.8117328823616916,-0.030745967741935484,6.800000000000001,6.8,8.881784197001252e-16,6.671875,6.7387096774193544,64,31,0.8117328823616916
t2m_pre_rmssd,4,6,mannwhitneyu,0.5,1.4700978602999672e-14,-0.9994612068965517,6.800000000000001,16.9,-10.099999999999998,6.671875,18.26206896551724,64,29,1.0290685022099772e-13
t2m_pre_rmssd,4,7,mannwhitneyu,1098.0,0.04240287263912203,0.2708333333333333,6.800000000000001,6.0,0.8000000000000007,6.671875,6.003703703703703,64,27,0.04749121735581667
t2m_pre_rmssd,5,6,mannwhitneyu,11.0,9.064023218185734e-11,-0.9755283648498332,6.8,16.9,-10.099999999999998,6.7387096774193544,18.26206896551724,31,29,1.952251154686158e-10
t2m_pre_rmssd,5,7,mannwhitneyu,463.5,0.4876725930699698,0.10752688172043011,6.8,6.0,0.7999999999999998,6.7387096774193544,6.003703703703703,31,27,0.5057345409614501
t2m_pre_rmssd,6,7,mannwhitneyu,783.0,1.404523108487541e-10,1.0,16.9,6.0,10.899999999999999,18.26206896551724,6.003703703703703,29,27,2.809046216975082e-10
t2m_pre_hf,0,1,mannwhitneyu,1231.5,9.367070120497637e-05,0.5091911764705882,357.0,225.5,131.5,1003.7058823529412,369.8333333333333,34,48,0.00013113898168696692
t2m_pre_hf,0,2,mannwhitneyu,937.0,7.265626890791555e-11,0.9684873949579832,357.0,71.5,285.5,1003.7058823529412,84.07142857142857,34,28,1.849432299474214e-10
t2m_pre_hf,0,3,mannwhitneyu,1377.0,3.253011239444799e-08,0.723404255319149,357.0,165.0,192.0,1003.7058823529412,187.93617021276594,34,47,5.3579008649679044e-08
t2m_pre_hf,0,4,mannwhitneyu,2176.0,4.722167775829795e-16,1.0,357.0,16.0,341.0,1003.7058823529412,19.515625,34,64,4.407356590774476e-15
t2m_pre_hf,0,5,mannwhitneyu,785.0,0.0020276508247806194,0.4430147058823529,357.0,174.0,183.0,1003.7058823529412,405.40625,34,32,0.002580646504266243
t2m_pre_hf,0,6,mannwhitneyu,471.0,0.7668499407371665,-0.04462474645030426,357.0,479.0,-122.0,1003.7058823529412,607.3103448275862,34,29,0.7668499407371665
t2m_pre_hf,0,7,mannwhitneyu,918.0,2.7516180951201525e-11,1.0,357.0,16.0,341.0,1003.7058823529412,15.185185185185185,34,27,8.560589629262697e-11
t2m_pre_hf,1,2,mannwhitneyu,1256.5,3.1746978102000287e-10,0.8697916666666666,225.5,71.5,154.0,369.8333333333333,84.07142857142857,48,28,6.349395620400057e-10
t2m_pre_hf,1,3,mannwhitneyu,1467.5,0.011613453015564837,0.30097517730496454,225.5,165.0,60.5,369.8333333333333,187.93617021276594,48,47,0.013549028518158977
t2m_pre_hf,1,4,mannwhitneyu,3072.0,1.723300479060084e-19,1.0,225.5,16.0,209.5,369.8333333333333,19.515625,48,64,4.825241341368236e-18
t2m_pre_hf,1,5,mannwhitneyu,815.0,0.6478482766358995,0.061197916666666664,225.5,174.0,51.5,369.8333333333333,405.40625,48,32,0.671842657252044
t2m_pre_hf,1,6,mannwhitneyu,322.0,8.602417324217502e-05,-0.5373563218390804,225.5,479.0,-253.5,369.8333333333333,607.3103448275862,48,29,0.0001267724658305737
t2m_pre_hf,1,7,mannwhitneyu,1296.0,8.771070859156509e-13,1.0,225.5,16.0,209.5,369.8333333333333,15.185185185185185,48,27,4.093166400939704e-12
t2m_pre_hf,2,3,mannwhitneyu,219.0,1.556089760003862e-06,-0.6671732522796353,71.5,165.0,-93.5,84.07142857142857,187.93617021276594,28,47,2.4205840711171185e-06
t2m_pre_hf,2,4,mannwhitneyu,1730.0,1.4924459479078299e-12,0.9308035714285714,71.5,16.0,55.5,84.07142857142857,19.515625,28,64,5.9697837916313194e-12
t2m_pre_hf,2,5,mannwhitneyu,199.5,0.0002365499140480171,-0.5546875,71.5,174.0,-102.5,84.07142857142857,405.40625,28,32,0.00031539988539735613
t2m_pre_hf,2,6,mannwhitneyu,8.0,2.196801497039515e-10,-0.9802955665024631,71.5,479.0,-407.5,84.07142857142857,607.3103448275862,28,29,4.731572455162032e-10
t2m_pre_hf,2,7,mannwhitneyu,750.0,3.8902916487356736e-10,0.9841269841269841,71.5,16.0,55.5,84.07142857142857,15.185185185185185,28,27,7.261877744306591e-10
t2m_pre_hf,3,4,mannwhitneyu,2905.5,6.113637740997098e-17,0.9318484042553191,165.0,16.0,149.0,187.93617021276594,19.515625,47,64,8.559092837395938e-16
t2m_pre_hf,3,5,mannwhitneyu,618.0,0.1824025502178066,-0.17819148936170212,165.0,174.0,-9.0,187.93617021276594,405.40625,47,32,0.2042908562439434
t2m_pre_hf,3,6,mannwhitneyu,145.5,1.0245125920101887e-08,-0.7865003668378576,165.0,479.0,-314.0,187.93617021276594,607.3103448275862,47,29,1.7928970360178303e-08
t2m_pre_hf,3,7,mannwhitneyu,1228.5,2.636551562388925e-11,0.9361702127659575,165.0,16.0,149.0,187.93617021276594,15.185185185185185,47,27,8.560589629262697e-11
t2m_pre_hf,4,5,mannwhitneyu,22.0,6.901873355582781e-15,-0.978515625,16.0,174.0,-158.0,19.515625,405.40625,64,32,4.8313113489079466e-14
t2m_pre_hf,4,6,mannwhitneyu,0.0,1.4222311836283173e-14,-1.0,16.0,479.0,-463.0,19.515625,607.3103448275862,64,29,7.964494628318576e-14
t2m_pre_hf,4,7,mannwhitneyu,986.5,0.28866843626935423,0.1417824074074074,16.0,16.0,0.0,19.515625,15.185185185185185,64,27,0.3108737005977661
t2m_pre_hf,5,6,mannwhitneyu,252.5,0.0023050756845720494,-0.4558189655172414,174.0,479.0,-305.0,405.40625,607.3103448275862,32,29,0.0028061790942616256
t2m_pre_hf,5,7,mannwhitneyu,862.0,6.255536123855066e-11,0.9953703703703703,174.0,16.0,158.0,405.40625,15.185185185185185,32,27,1.7515501146794185e-10
t2m_pre_hf,6,7,mannwhitneyu,783.0,1.419778292541446e-10,1.0,479.0,16.0,463.0,607.3103448275862,15.185185185185185,29,27,3.312816015930041e-10
t2m_pre_lf,0,1,mannwhitneyu,1560.0,2.5905147410546047e-12,0.9117647058823529,514.0,167.5,346.5,558.9705882352941,188.04166666666666,34,48,1.0362058964218419e-11
t2m_pre_lf,0,2,mannwhitneyu,835.5,3.807025693387821e-07,0.7552521008403361,514.0,270.5,243.5,558.9705882352941,294.5357142857143,34,28,5.922039967492165e-07
t2m_pre_lf,0,3,mannwhitneyu,1598.0,2.1401722959145573e-14,1.0,514.0,74.0,440.0,558.9705882352941,79.06382978723404,34,47,1.49812060714019e-13
t2m_pre_lf,0,4,mannwhitneyu,2176.0,4.75348932438223e-16,1.0,514.0,38.5,475.5,558.9705882352941,44.0,34,64,6.6548850541351225e-15
t2m_pre_lf,0,5,mannwhitneyu,399.5,0.06464480582307289,-0.265625,514.0,762.5,-248.5,558.9705882352941,940.9375,34,32,0.0696174831940785
t2m_pre_lf,0,6,mannwhitneyu,974.0,3.4364566871740946e-11,0.9756592292089249,514.0,125.0,389.0,558.9705882352941,148.48275862068965,34,29,9.622078724087465e-11
t2m_pre_lf,0,7,mannwhitneyu,918.0,2.763183092160764e-11,1.0,514.0,40.0,474.0,558.9705882352941,47.48148148148148,34,27,8.59656962005571e-11
t2m_pre_lf,1,2,mannwhitneyu,319.5,0.00015021523249427964,-0.5245535714285714,167.5,270.5,-103.0,188.04166666666666,294.5357142857143,48,28,0.00018287071781912306
t2m_pre_lf,1,3,mannwhitneyu,1918.0,4.1693396327991554e-09,0.700354609929078,167.5,74.0,93.5,188.04166666666666,79.06382978723404,48,47,6.867147630492727e-09
t2m_pre_lf,1,4,mannwhitneyu,2921.5,3.8181855000903327e-16,0.9020182291666666,167.5,38.5,129.0,188.04166666666666,44.0,48,64,6.6548850541351225e-15
t2m_pre_lf,1,5,mannwhitneyu,98.5,5.011777037294701e-11,-0.8717447916666666,167.5,762.5,-595.0,188.04166666666666,940.9375,48,32,1.2034658052418556e-10
t2m_pre_lf,1,6,mannwhitneyu,838.0,0.13679993625910195,0.20402298850574713,167.5,125.0,42.5,188.04166666666666,148.48275862068965,48,29,0.14186660056499462
t2m_pre_lf,1,7,mannwhitneyu,1224.0,2.1052956893772165e-10,0.8888888888888888,167.5,40.0,127.5,188.04166666666666,47.48148148148148,48,27,4.210591378754433e-10
t2m_pre_lf,2,3,mannwhitneyu,1282.0,8.486236438108577e-12,0.9483282674772037,270.5,74.0,196.5,294.5357142857143,79.06382978723404,28,47,2.9701827533380024e-11
