embedding,grouping,n_groups,n_pairs,mean_centroid_distance,median_centroid_distance,min_centroid_distance,max_centroid_distance,std_centroid_distance,normalized_mean_distance
PCA_Integrated,sex__age_group,7,21,0.9068558474503438,0.8518068253049043,0.20506588479597482,1.66815333057766,0.3900816375169223,0.4361054779725898
PCA_Integrated,sex__bmi_cat,8,28,1.144492513331891,1.113267444633193,0.14683285469252122,2.1030380512396776,0.5394447233481605,0.5208809901077129
PCA_Integrated,sex__bp_cat,4,6,2.1139391747357874,2.7047556719944033,0.7687795816131385,2.859926386895449,1.0268090696072283,1.3134642587974603
PCA_Integrated,age_group__bmi_cat,12,66,1.203346594200466,1.1502878810095596,0.2371753346297677,3.0015553204439946,0.6034203459478008,0.46915023514982246
PCA_Integrated,age_group__bp_cat,7,21,1.8709800258039908,2.515937089636809,0.19123554270378565,3.401210349610695,1.152298984938491,0.8997512016099075
PCA_Integrated,bmi_cat__bp_cat,8,28,1.8817058333281338,2.017330472517453,0.1799878115464893,3.622653829089663,1.0880549477190304,0.8564012312339044
PCA_Integrated,sex__age_group__bmi_cat,15,105,0.9961454797808506,0.9949766931643151,0.09902167837410362,2.0084424220244497,0.4401283011436981,0.3592835359209476
PCA_Integrated,sex__age_group__bp_cat,11,55,1.8291479999931992,2.342085662535068,0.24667232849922324,3.5954127925525077,1.1400924544609252,0.7361033059931056
PCA_Integrated,sex__bmi_cat__bp_cat,13,78,1.8835758808083132,2.0190027316479493,0.07028795710994395,3.784620668430197,1.0957316720252175,0.7137305657103382
PCA_Integrated,age_group__bmi_cat__bp_cat,15,105,1.8293939821932919,1.88284808752095,0.15297490087641918,3.7147206536664665,1.1966562763242827,0.6598144064855938
