group_a,group_b,distance,embedding,grouping
1 | 60-69,1 | 70-79,3.342068910598755,TSNE_HRV,sex__age_group
normal | high,overweight | normal,7.30171012878418,TSNE_Integrated,bmi_cat__bp_cat
normal | normal,obesity | high,18.564655303955078,TSNE_Integrated,bmi_cat__bp_cat
normal | normal,obesity | normal,14.954813003540039,TSNE_Integrated,bmi_cat__bp_cat
normal | normal,overweight | high,15.102675437927246,TSNE_Integrated,bmi_cat__bp_cat
normal | normal,overweight | normal,2.92010760307312,TSNE_Integrated,bmi_cat__bp_cat
obesity | high,obesity | normal,13.026473045349121,TSNE_Integrated,bmi_cat__bp_cat
obesity | high,overweight | high,7.001771926879883,TSNE_Integrated,bmi_cat__bp_cat
obesity | high,overweight | normal,15.649759292602539,TSNE_Integrated,bmi_cat__bp_cat
obesity | normal,overweight | high,16.164236068725586,TSNE_Integrated,bmi_cat__bp_cat
obesity | normal,overweight | normal,13.149259567260742,TSNE_Integrated,bmi_cat__bp_cat
overweight | high,overweight | normal,12.354623794555664,TSNE_Integrated,bmi_cat__bp_cat
1 | 60-69 | normal,1 | 60-69 | obesity,2.011589765548706,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 60-69 | overweight,0.9735717177391052,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 70-79 | low,7.302638530731201,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 70-79 | normal,1.1181952953338623,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 70-79 | obesity,2.680541753768921,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 70-79 | overweight,6.407647609710693,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 80+ | normal,6.7712178230285645,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 80+ | overweight,4.605966091156006,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 60-69 | normal,15.882363319396973,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 60-69 | obesity,18.97344970703125,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 60-69 | overweight,21.04454231262207,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 70-79 | normal,4.912158966064453,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 70-79 | obesity,12.581945419311523,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 70-79 | overweight,10.913253784179688,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 60-69 | overweight,2.9750287532806396,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 70-79 | low,8.780102729797363,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 70-79 | normal,1.1707006692886353,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 70-79 | obesity,4.687804222106934,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 70-79 | overweight,6.99023962020874,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 80+ | normal,8.74189281463623,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 80+ | overweight,6.240614414215088,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 60-69 | normal,16.328956604003906,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 60-69 | obesity,19.74122428894043,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 60-69 | overweight,21.895692825317383,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 70-79 | normal,4.158177375793457,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 70-79 | obesity,13.68684196472168,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 70-79 | overweight,12.49614429473877,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 70-79 | low,6.560302257537842,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 70-79 | normal,1.970596432685852,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 70-79 | obesity,1.7130162715911865,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 70-79 | overweight,6.1689043045043945,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 80+ | normal,5.889254570007324,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 80+ | overweight,4.086566925048828,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 60-69 | normal,15.586286544799805,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 60-69 | obesity,18.509939193725586,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 60-69 | overweight,20.535676956176758,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 70-79 | normal,5.372874736785889,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 70-79 | obesity,11.984295845031738,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 70-79 | overweight,10.092912673950195,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | low,1 | 70-79 | normal,7.63106107711792,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | low,1 | 70-79 | obesity,5.641394138336182,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | low,1 | 70-79 | overweight,4.072465896606445,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | low,1 | 80+ | normal,7.160525321960449,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | low,1 | 80+ | overweight,8.65104866027832,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 60-69 | normal,10.520181655883789,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 60-69 | obesity,12.541322708129883,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 60-69 | overweight,14.373618125915527,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 70-79 | normal,7.718800067901611,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 70-79 | obesity,5.681822299957275,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 70-79 | overweight,3.753953218460083,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | normal,1 | 70-79 | obesity,3.65982723236084,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | normal,1 | 70-79 | overweight,6.100142002105713,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | normal,1 | 80+ | normal,7.851945400238037,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | normal,1 | 80+ | overweight,5.700401306152344,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 60-69 | normal,15.537243843078613,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 60-69 | obesity,18.820043563842773,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 60-69 | overweight,20.944643020629883,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 70-79 | normal,3.952589511871338,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 70-79 | obesity,12.63831615447998,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 70-79 | overweight,11.33611011505127,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | obesity,1 | 70-79 | overweight,6.348803520202637,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | obesity,1 | 80+ | normal,4.305724620819092,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | obesity,1 | 80+ | overweight,3.4172654151916504,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 60-69 | normal,15.441067695617676,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 60-69 | obesity,18.021827697753906,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 60-69 | overweight,19.946945190429688,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 70-79 | normal,6.6226983070373535,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 70-79 | obesity,11.280357360839844,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 70-79 | overweight,8.895007133483887,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | overweight,1 | 80+ | normal,9.703279495239258,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | overweight,1 | 80+ | overweight,9.761873245239258,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 60-69 | normal,9.476122856140137,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 60-69 | obesity,12.751079559326172,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 60-69 | overweight,14.9153470993042,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 70-79 | normal,4.273655414581299,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 70-79 | obesity,7.001175880432129,TSNE_HRV,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 70-79 | overweight,7.320469379425049,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | normal,1 | 80+ | overweight,3.553706407546997,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 60-69 | normal,17.680212020874023,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 60-69 | obesity,19.41219139099121,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 60-69 | overweight,21.027973175048828,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 70-79 | normal,10.877043724060059,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 70-79 | obesity,12.492718696594238,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 70-79 | overweight,8.886869430541992,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 60-69 | normal,18.797346115112305,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 60-69 | obesity,21.184423446655273,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 60-69 | overweight,23.018238067626953,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 70-79 | normal,9.445453643798828,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 70-79 | obesity,14.327075958251953,TSNE_HRV,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 70-79 | overweight,11.366803169250488,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | normal,2 | 60-69 | obesity,4.39915657043457,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | normal,2 | 60-69 | overweight,6.6691999435424805,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | normal,2 | 70-79 | normal,12.718904495239258,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | normal,2 | 70-79 | obesity,5.967314720153809,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | normal,2 | 70-79 | overweight,10.178706169128418,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | obesity,2 | 60-69 | overweight,2.3075122833251953,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | obesity,2 | 70-79 | normal,16.496925354003906,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | obesity,2 | 70-79 | obesity,6.926434516906738,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | obesity,2 | 70-79 | overweight,10.825932502746582,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | overweight,2 | 70-79 | normal,18.74516487121582,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | overweight,2 | 70-79 | obesity,8.692206382751465,TSNE_HRV,sex__age_group__bmi_cat
2 | 60-69 | overweight,2 | 70-79 | overweight,12.236523628234863,TSNE_HRV,sex__age_group__bmi_cat
2 | 70-79 | normal,2 | 70-79 | obesity,11.238214492797852,TSNE_HRV,sex__age_group__bmi_cat
2 | 70-79 | normal,2 | 70-79 | overweight,11.341005325317383,TSNE_HRV,sex__age_group__bmi_cat
2 | 70-79 | obesity,2 | 70-79 | overweight,4.245688438415527,TSNE_HRV,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 60-69 | obesity,16.1843204498291,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 60-69 | overweight,5.648630619049072,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 70-79 | low,7.7090535163879395,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 70-79 | normal,1.7059357166290283,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 70-79 | obesity,11.532915115356445,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 70-79 | overweight,3.621934175491333,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 80+ | normal,8.570011138916016,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,1 | 80+ | overweight,9.429280281066895,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 60-69 | normal,5.418303966522217,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 60-69 | obesity,8.06523609161377,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 60-69 | overweight,5.636419773101807,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 70-79 | normal,1.9065319299697876,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 70-79 | obesity,7.016101837158203,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | normal,2 | 70-79 | overweight,1.4805662631988525,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 60-69 | overweight,12.932572364807129,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 70-79 | low,23.3157901763916,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 70-79 | normal,17.076417922973633,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 70-79 | obesity,4.657047271728516,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 70-79 | overweight,16.159215927124023,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 80+ | normal,22.178016662597656,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,1 | 80+ | overweight,21.009748458862305,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 60-69 | normal,21.314939498901367,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 60-69 | obesity,12.873098373413086,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 60-69 | overweight,21.09699249267578,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 70-79 | normal,17.66036605834961,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 70-79 | obesity,11.683323860168457,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | obesity,2 | 70-79 | overweight,17.592905044555664,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 70-79 | low,13.1760835647583,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 70-79 | normal,7.310809135437012,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 70-79 | obesity,8.552469253540039,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 70-79 | overweight,3.5133368968963623,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 80+ | normal,14.172118186950684,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,1 | 80+ | overweight,14.700532913208008,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 60-69 | normal,9.185998916625977,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 60-69 | obesity,2.507020950317383,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 60-69 | overweight,8.637821197509766,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 70-79 | normal,6.038718223571777,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 70-79 | obesity,1.5402566194534302,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | overweight,2 | 70-79 | overweight,6.995841026306152,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | low,1 | 70-79 | normal,6.366145610809326,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | low,1 | 70-79 | obesity,18.765823364257812,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | low,1 | 70-79 | overweight,10.181428909301758,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | low,1 | 80+ | normal,4.109687328338623,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | low,1 | 80+ | overweight,6.841788291931152,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 60-69 | normal,5.797415256500244,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 60-69 | obesity,15.406072616577148,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 60-69 | overweight,7.001272201538086,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 70-79 | normal,7.227698802947998,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 70-79 | obesity,14.635100364685059,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | low,2 | 70-79 | overweight,6.247676372528076,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | normal,1 | 70-79 | obesity,12.472497940063477,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | normal,1 | 70-79 | overweight,5.241466999053955,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | normal,1 | 80+ | normal,6.873354434967041,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | normal,1 | 80+ | overweight,7.766702175140381,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 60-69 | normal,5.468034267425537,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 60-69 | obesity,9.753195762634277,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 60-69 | overweight,6.027834415435791,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 70-79 | normal,2.8175015449523926,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 70-79 | obesity,8.627952575683594,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | normal,2 | 70-79 | overweight,1.1682891845703125,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | obesity,1 | 70-79 | overweight,11.61076545715332,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | obesity,1 | 80+ | normal,17.907751083374023,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | obesity,1 | 80+ | overweight,17.027366638183594,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 60-69 | normal,16.666032791137695,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 60-69 | obesity,8.983452796936035,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 60-69 | overweight,16.474809646606445,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 70-79 | normal,13.006134986877441,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 70-79 | obesity,7.487023830413818,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | obesity,2 | 70-79 | overweight,12.950735092163086,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | overweight,1 | 80+ | normal,11.900443077087402,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | overweight,1 | 80+ | overweight,13.007844924926758,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 60-69 | normal,5.69633674621582,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 60-69 | obesity,5.315990447998047,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 60-69 | overweight,5.126983642578125,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 70-79 | normal,2.9873580932617188,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 70-79 | obesity,5.0443339347839355,TSNE_Integrated,sex__age_group__bmi_cat
1 | 70-79 | overweight,2 | 70-79 | overweight,4.465073108673096,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | normal,1 | 80+ | overweight,2.8047096729278564,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 60-69 | normal,9.075448989868164,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 60-69 | obesity,16.626066207885742,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 60-69 | overweight,10.223318099975586,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 70-79 | normal,9.00395679473877,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 70-79 | obesity,15.437264442443848,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | normal,2 | 70-79 | overweight,7.439841270446777,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 60-69 | normal,11.2271089553833,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 60-69 | obesity,17.206430435180664,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 60-69 | overweight,12.294916152954102,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 70-79 | normal,10.354948043823242,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 70-79 | obesity,15.782669067382812,TSNE_Integrated,sex__age_group__bmi_cat
1 | 80+ | overweight,2 | 70-79 | overweight,8.64262866973877,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | normal,2 | 60-69 | obesity,10.920735359191895,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | normal,2 | 60-69 | overweight,1.2040081024169922,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | normal,2 | 70-79 | normal,3.6804065704345703,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | normal,2 | 70-79 | obesity,10.725190162658691,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | normal,2 | 70-79 | overweight,4.395905494689941,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | obesity,2 | 60-69 | overweight,10.174090385437012,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | obesity,2 | 70-79 | normal,8.183066368103027,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | obesity,2 | 70-79 | obesity,1.9035651683807373,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | obesity,2 | 70-79 | overweight,9.340353012084961,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | overweight,2 | 70-79 | normal,3.753997564315796,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | overweight,2 | 70-79 | obesity,10.161240577697754,TSNE_Integrated,sex__age_group__bmi_cat
2 | 60-69 | overweight,2 | 70-79 | overweight,4.882351875305176,TSNE_Integrated,sex__age_group__bmi_cat
2 | 70-79 | normal,2 | 70-79 | obesity,7.5502238273620605,TSNE_Integrated,sex__age_group__bmi_cat
2 | 70-79 | normal,2 | 70-79 | overweight,1.7354015111923218,TSNE_Integrated,sex__age_group__bmi_cat
2 | 70-79 | obesity,2 | 70-79 | overweight,8.415080070495605,TSNE_Integrated,sex__age_group__bmi_cat
1 | 60-69 | high,1 | 60-69 | normal,1.1995432376861572,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | high,1 | 70-79 | high,2.8634915351867676,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | high,1 | 70-79 | normal,2.6658239364624023,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | high,1 | 80+ | high,3.023684024810791,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | high,1 | 80+ | normal,7.415566444396973,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | high,1 | <60 | normal,2.0798609256744385,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | high,2 | 60-69 | high,11.070260047912598,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | high,2 | 60-69 | normal,22.549028396606445,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | high,2 | 70-79 | high,9.259849548339844,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | high,2 | 70-79 | normal,9.536027908325195,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | normal,1 | 70-79 | high,3.6760523319244385,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | normal,1 | 70-79 | normal,3.6176583766937256,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | normal,1 | 80+ | high,4.05089807510376,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | normal,1 | 80+ | normal,6.745294570922852,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | normal,1 | <60 | normal,2.6046080589294434,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | normal,2 | 60-69 | high,12.060054779052734,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | normal,2 | 60-69 | normal,23.695327758789062,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | normal,2 | 70-79 | high,10.257417678833008,TSNE_HRV,sex__age_group__bp_cat
1 | 60-69 | normal,2 | 70-79 | normal,10.549593925476074,TSNE_HRV,sex__age_group__bp_cat
1 | 70-79 | high,1 | 70-79 | normal,0.5613831877708435,TSNE_HRV,sex__age_group__bp_cat
1 | 70-79 | high,1 | 80+ | high,0.9905992746353149,TSNE_HRV,sex__age_group__bp_cat
1 | 70-79 | high,1 | 80+ | normal,7.087955951690674,TSNE_HRV,sex__age_group__bp_cat
1 | 70-79 | high,1 | <60 | normal,1.23479163646698,TSNE_HRV,sex__age_group__bp_cat
1 | 70-79 | high,2 | 60-69 | high,8.426519393920898,TSNE_HRV,sex__age_group__bp_cat
1 | 70-79 | high,2 | 60-69 | normal,20.371912002563477,TSNE_HRV,sex__age_group__bp_cat
1 | 70-79 | high,2 | 70-79 | high,6.639773845672607,TSNE_HRV,sex__age_group__bp_cat
1 | 70-79 | high,2 | 70-79 | normal,6.950270652770996,TSNE_HRV,sex__age_group__bp_cat
1 | 70-79 | normal,1 | 80+ | high,0.5415889620780945,TSNE_HRV,sex__age_group__bp_cat
1 | 70-79 | normal,1 | 80+ | normal,7.575392723083496,TSNE_HRV,sex__age_group__bp_cat
1 | 70-79 | normal,1 | <60 | normal,1.4769443273544312,TSNE_HRV,sex__age_group__bp_cat
