variable,type,test,statistic,p_value,effect_size,p_adj_fdr
sex,categorical,chi2,62.30149127396394,1.644786901201128e-10,0.3203452839185263,1.644786901201128e-10
age_group,categorical,chi2,108.57853361391584,9.979184436088465e-13,0.23123308139549661,1.3305579248117954e-12
bmi_cat,categorical,chi2,146.48098296417297,1.4881864564045221e-19,0.2782853116338043,2.9763729128090443e-19
bp_cat,categorical,chi2,185.70978753681143,6.501303921037977e-36,0.5795756541186861,2.6005215684151907e-35
