variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,median_1,median_2,median_diff,mean_1,mean_2,n_1,n_2,p_adj_fdr
t2m_pre_mean_rr,0,1,mannwhitneyu,1951.0,0.4153149176252835,0.08660540239487607,814.0,785.0,29.0,813.952380952381,806.719298245614,63,57,0.5750380836149875
t2m_pre_mean_rr,0,2,mannwhitneyu,1460.5,0.029952356170566137,-0.22724867724867726,814.0,862.0,-48.0,813.952380952381,855.1800000000001,63,60,0.08294498631849084
t2m_pre_mean_rr,0,3,mannwhitneyu,1663.0,0.0672116643346711,-0.1877899877899878,814.0,858.0,-44.0,813.952380952381,841.7538461538461,63,65,0.16130799440321064
t2m_pre_mean_rr,0,4,mannwhitneyu,1523.5,0.5217613532843542,-0.0699023199023199,814.0,824.5,-10.5,813.952380952381,838.2884615384615,63,52,0.626113623941225
t2m_pre_mean_rr,0,5,mannwhitneyu,1700.5,0.009000690871786296,-0.26049141117634267,814.0,888.0,-74.0,813.952380952381,856.4109589041096,63,73,0.040503108923038336
t2m_pre_mean_rr,0,6,mannwhitneyu,1064.5,0.001281778199999847,-0.3501221001221001,814.0,886.5,-72.5,813.952380952381,876.1115384615385,63,52,0.021808093951561833
t2m_pre_mean_rr,0,7,mannwhitneyu,1109.0,0.0012201105944616242,-0.3480305702527925,814.0,905.5,-91.5,813.952380952381,877.4851851851852,63,54,0.021808093951561833
t2m_pre_mean_rr,0,8,mannwhitneyu,1661.0,0.8290004229198159,-0.023515579071134628,814.0,836.0,-22.0,813.952380952381,825.425925925926,63,54,0.8526861492889535
t2m_pre_mean_rr,1,2,mannwhitneyu,1292.5,0.022965967755769565,-0.24415204678362573,785.0,862.0,-77.0,806.719298245614,855.1800000000001,57,60,0.06921761753948762
t2m_pre_mean_rr,1,3,mannwhitneyu,1470.5,0.05026205158574239,-0.20620782726045883,785.0,858.0,-73.0,806.719298245614,841.7538461538461,57,65,0.12924527550619472
t2m_pre_mean_rr,1,4,mannwhitneyu,1285.0,0.2332025285642111,-0.1329284750337382,785.0,824.5,-39.5,806.719298245614,838.2884615384615,57,52,0.3557520218910865
t2m_pre_mean_rr,1,5,mannwhitneyu,1489.5,0.005593446635330591,-0.28406633020908434,785.0,888.0,-103.0,806.719298245614,856.4109589041096,57,73,0.03221966644541938
t2m_pre_mean_rr,1,6,mannwhitneyu,975.0,0.0021199817263866673,-0.34210526315789475,785.0,886.5,-101.5,806.719298245614,876.1115384615385,57,52,0.021808093951561833
